--- ABOUT ---
"TVSSC belongs to the TVS group of companies. The company is a leading manufacturer of 2W tyres in India and caters to both OEMs and aftermarket segments, and also manufactures OHT for the domestic and export markets. The company has two manufacturing plants, one each in Madurai in Tamil Nadu and Rudrapur in Uttarakhand. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,145","4,106","4,788",45.0

Book Value,Dividend Yield,ROCE,ROE
"1,554",0.41,7.54,5.89

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,683,702,740,719,765,791,842,803,818,819,926,917,981
Expenses +,628,642,649,650,688,736,783,758,752,771,861,838,894
Operating Profit,55,61,91,68,77,55,59,44,67,48,66,78,87
OPM %,8%,9%,12%,10%,10%,7%,7%,6%,8%,6%,7%,9%,9%
Other Income +,6,3,-1,2,-6,-0,3,-5,-3,20,0,-13,10
Interest,11,12,10,10,13,13,13,14,14,14,12,12,12
Depreciation,23,24,26,27,28,29,31,32,37,34,36,36,37
Profit before tax,27,28,54,33,31,12,18,-6,12,20,18,17,48
Tax %,16%,25%,28%,28%,22%,44%,43%,8%,22%,36%,40%,34%,25%
Net Profit +,22,21,39,24,24,7,10,-6,10,13,11,11,36
EPS in Rs,29.21,27.36,51.09,31.47,31.06,8.72,13.46,-7.80,12.52,16.82,14.51,14.56,47.13
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,176","2,185","1,961","2,152","2,431","2,104","1,939","2,543","2,985","2,926","3,254","3,643"
Expenses +,"1,958","1,858","1,676","1,899","2,168","1,887","1,709","2,373","2,751","2,625","3,024","3,364"
Operating Profit,219,326,284,253,263,217,230,170,234,301,230,279
OPM %,10%,15%,14%,12%,11%,10%,12%,7%,8%,10%,7%,8%
Other Income +,-7,23,5,15,12,10,5,4,4,-2,-5,17
Interest,33,22,22,31,37,39,33,34,44,48,60,50
Depreciation,42,44,56,69,85,100,104,80,92,104,129,142
Profit before tax,137,284,211,169,153,87,98,59,101,146,37,103
Tax %,29%,33%,29%,31%,33%,6%,24%,27%,23%,26%,44%,31%
Net Profit +,98,190,148,116,103,82,74,43,78,108,21,71
EPS in Rs,130.11,243.09,192.79,151.68,134.44,107.53,96.54,56.77,101.85,140.98,26.92,93.02
Dividend Payout %,26%,25%,26%,26%,30%,19%,31%,29%,32%,34%,63%,41%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,8
Reserves,275,404,553,631,721,737,817,963,"1,027","1,104","1,176","1,183"
Borrowings +,274,145,315,312,426,351,208,610,662,842,886,767
Other Liabilities +,414,412,515,475,655,520,590,779,757,739,906,"1,085"
Total Liabilities,970,969,"1,391","1,426","1,809","1,616","1,622","2,359","2,453","2,694","2,976","3,043"
Fixed Assets +,382,384,532,620,662,687,666,708,905,"1,084","1,167","1,188"
CWIP,18,44,63,26,34,48,63,226,145,143,98,40
Investments,1,49,49,68,97,97,101,254,255,260,392,414
