--- ABOUT ---
"Nucleus Software provides lending and transaction banking products to the global financial services industry. As a pioneer in retail and corporate banking software since 1986. Their software powers the operations of more than 200 Financial Institutions in over 50 countries, supporting retail lending, corporate banking, cash management, mobile and internet banking, automotive finance and other business areas. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,067",785,"1,244 / 690",15.5

Book Value,Dividend Yield,ROCE,ROE
345,1.59,20.0,15.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,206,207,205,204,210,195,202,206,229,218,214,220,225
Expenses +,123,144,153,156,152,166,170,172,154,184,190,187,190
Operating Profit,83,63,52,48,58,29,32,33,74,34,23,33,35
OPM %,40%,30%,25%,23%,28%,15%,16%,16%,33%,16%,11%,15%,16%
Other Income +,10,13,12,12,14,15,19,16,17,18,16,-4,12
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,4,4,4,4,4,4,4,4,3,3,4,4,5
Profit before tax,89,72,60,56,68,40,47,45,88,48,35,25,42
Tax %,24%,25%,26%,26%,24%,24%,29%,22%,26%,27%,26%,16%,17%
Net Profit +,68,54,45,41,52,30,33,35,65,35,26,21,35
EPS in Rs,25.27,20.01,16.65,15.43,19.47,11.28,12.56,13.28,24.60,13.37,9.99,7.86,13.12
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,353,349,372,412,484,521,514,497,634,826,832,876
Expenses +,287,318,319,353,405,427,384,460,478,606,664,750
Operating Profit,66,31,54,59,79,94,129,37,157,220,168,126
OPM %,19%,9%,14%,14%,16%,18%,25%,7%,25%,27%,20%,14%
Other Income +,33,26,32,29,27,37,39,35,34,51,66,42
Interest,1,1,1,1,1,1,1,1,1,1,1,1
Depreciation,12,12,11,7,10,14,14,15,19,15,15,16
Profit before tax,87,44,74,80,96,117,154,56,171,256,219,150
Tax %,25%,26%,11%,22%,23%,24%,23%,26%,25%,25%,26%,22%
Net Profit +,65,32,66,63,75,89,118,41,128,192,163,117
EPS in Rs,19.98,10.03,20.43,21.54,25.67,30.64,40.62,15.28,47.73,71.56,61.92,44.35
Dividend Payout %,25%,50%,24%,37%,35%,29%,22%,46%,21%,17%,20%,28%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,32,32,32,29,29,29,29,27,27,27,26,26
Reserves,406,425,503,432,480,532,643,467,584,751,788,881
Borrowings +,0,1,0,0,0,6,6,2,6,5,2,9
Other Liabilities +,118,123,131,184,177,196,206,241,257,332,337,350
Total Liabilities,556,581,665,645,685,763,885,737,874,"1,114","1,153","1,266"
Fixed Assets +,58,54,48,48,47,57,50,59,50,59,61,89
CWIP,1,1,0,0,0,0,1,0,1,1,0,0
Investments,170,245,441,387,424,475,635,480,525,649,641,644
Other Assets +,328,281,176,210,214,231,200,198,298,406,451,533
Total Assets,556,581,665,645,685,763,885,737,874,"1,114","1,153","1,266"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,37,33,95,77,56,75,115,58,50,222,151,117
Cash from Investing Activity +,-15,7,-78,61,-28,-28,-126,159,-12,-197,-20,-53
Cash from Financing Activity +,-23,-36,-1,-135,-26,-34,-13,-213,-23,-30,-126,-36
Net Cash Flow,-1,4,16,3,2,12,-24,3,15,-5,5,28
Free Cash Flow,28,27,92,70,48,62,112,34,47,194,136,89
CFO/OP,82%,138%,202%,161%,100%,102%,115%,199%,49%,136%,113%,121%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,87,90,60,70,54,63,61,61,100,73,60,50
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,87,90,60,70,54,63,61,61,100,73,60,50
Working Capital Days,14,7,-43,-66,-51,-53,-61,-77,-16,-38,-43,77
ROCE %,19%,10%,15%,16%,19%,21%,22%,6%,27%,32%,23%,20%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.26%,73.27%,73.26%,73.26%,73.26%,73.59%,73.59%,73.59%,73.59%,73.59%,73.59%,73.59%
FIIs +,3.99%,3.69%,5.02%,5.65%,5.35%,5.62%,5.32%,4.83%,5.32%,5.18%,4.91%,4.46%
DIIs +,0.34%,0.59%,1.65%,1.90%,2.10%,1.75%,1.79%,1.50%,1.47%,1.49%,1.38%,1.21%
Public +,22.40%,22.45%,20.05%,19.18%,19.28%,19.02%,19.29%,20.08%,19.60%,19.75%,20.11%,20.72%
No. of Shareholders,"31,742","33,318","30,418","29,900","36,281","45,592","44,405","44,686","42,545","42,192","41,157","39,648"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,11%
3 Years:,11%
TTM:,5%

Compounded Profit Growth
10 Years:,15%
5 Years:,5%
3 Years:,6%
TTM:,0%

Stock Price CAGR
10 Years:,14%
5 Years:,6%
3 Years:,-9%
1 Year:,-31%

Return on Equity
10 Years:,16%
5 Years:,16%
3 Years:,18%
Last Year:,15%

