--- ABOUT ---
"Incorporated in 1936, Rajapalayam Mills Ltd manufactures cotton yarn and fabrics. It also generates electricity from its windmills for its captive requirements [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
774,840,"1,020 / 668",6.82

Book Value,Dividend Yield,ROCE,ROE
"2,633",0.06,1.81,4.79

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,221,201,232,203,223,218,229,229,222,189,241,243,269
Expenses +,199,189,194,184,202,202,202,218,203,166,200,215,239
Operating Profit,22,12,38,19,21,16,27,11,19,23,42,27,30
OPM %,10%,6%,16%,9%,10%,7%,12%,5%,9%,12%,17%,11%,11%
Other Income +,2,25,2,6,3,4,3,5,5,3,4,5,6
Interest,14,16,17,21,21,22,23,23,23,24,23,23,22
Depreciation,14,14,16,19,19,19,19,19,19,19,19,19,19
Profit before tax,-3,8,7,-15,-14,-21,-11,-26,-18,-16,4,-11,-5
Tax %,-192%,-41%,52%,-26%,-11%,-25%,-6%,-25%,-24%,-25%,76%,-25%,-27%
Net Profit +,29,24,10,3,8,-7,-6,34,-5,8,17,60,30
EPS in Rs,31.17,25.78,10.60,2.74,8.99,-7.49,-6.18,37.20,-5.03,8.81,18.55,64.56,32.11
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2013,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,367,393,407,426,413,358,412,690,862,859,898,942
Expenses +,287,336,331,368,361,323,372,561,730,769,825,821
Operating Profit,80,57,76,58,52,35,40,129,132,90,73,122
OPM %,22%,15%,19%,14%,13%,10%,10%,19%,15%,10%,8%,13%
Other Income +,13,6,5,6,16,8,3,22,17,37,18,18
Interest,31,27,21,18,22,26,44,43,55,74,91,92
Depreciation,30,22,21,33,32,34,48,50,57,67,75,75
Profit before tax,32,15,38,14,14,-16,-49,57,38,-14,-75,-28
Tax %,30%,40%,7%,-28%,-12%,-31%,-24%,67%,16%,-35%,-22%,-18%
Net Profit +,23,103,145,115,104,92,101,167,82,44,17,114
EPS in Rs,24.52,111.43,157.82,125.48,113.55,100.08,109.98,181.07,88.81,48.11,18.49,124.03
Dividend Payout %,20%,2%,2%,3%,3%,1%,0%,1%,1%,1%,3%,0%

--- BALANCE SHEET ---
,Mar 2013,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,7,7,7,7,9,9,9,9,9
Reserves,159,"1,335","1,481","1,594","1,694","1,781","1,883","2,117","2,233","2,292","2,305","2,419"
Borrowings +,318,287,282,239,458,583,618,747,"1,114","1,087","1,112","1,146"
Other Liabilities +,73,71,70,55,74,59,63,125,116,128,166,147
Total Liabilities,558,"1,700","1,840","1,895","2,233","2,431","2,572","2,997","3,472","3,516","3,593","3,721"
Fixed Assets +,319,300,287,275,313,579,562,660,682,988,936,893
CWIP,2,0,3,6,86,4,10,37,262,15,9,4
