--- ABOUT ---
"Incorporated in 1968, KEI Industries Ltd manufactures wires and cables (W&C) like EHV cables, HT cables, LT cables, and sells them in India and overseas [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"53,833","5,631","5,685",58.6

Book Value,Dividend Yield,ROCE,ROE
697,0.08,20.1,14.8

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,953","1,783","1,945","2,059","2,330","2,065","2,284","2,472","2,915","2,590","2,726","2,955","3,476"
Expenses +,"1,751","1,604","1,743","1,845","2,075","1,846","2,059","2,226","2,614","2,332","2,457","2,635","3,095"
Operating Profit,202,178,202,215,255,219,225,246,301,258,269,320,382
OPM %,10%,10%,10%,10%,11%,11%,10%,10%,10%,10%,10%,11%,11%
Other Income +,7,8,9,14,4,13,13,9,37,40,42,34,43
Interest,10,9,8,11,17,14,13,14,14,14,14,17,19
Depreciation,14,15,16,15,16,16,16,19,19,20,20,23,28
Profit before tax,184,163,188,202,227,203,208,221,305,263,277,315,377
Tax %,25%,26%,26%,26%,26%,26%,26%,26%,26%,26%,27%,25%,25%
Net Profit +,138,121,140,151,168,150,155,165,227,196,204,235,284
EPS in Rs,15.31,13.46,15.54,16.70,18.67,16.65,17.15,17.25,23.71,20.49,21.29,24.57,29.74
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,033","2,351","2,628","3,466","4,231","4,888","4,182","5,727","6,908","8,121","9,736","11,748"
Expenses +,"1,839","2,108","2,360","3,126","3,790","4,391","3,726","5,138","6,206","7,267","8,745","10,519"
Operating Profit,194,243,269,339,441,497,456,589,702,854,991,"1,229"
OPM %,10%,10%,10%,10%,10%,10%,11%,10%,10%,11%,10%,10%
Other Income +,5,6,10,9,7,17,20,15,32,32,72,159
Interest,121,127,124,112,136,129,57,40,35,44,56,64
Depreciation,25,25,28,32,34,57,58,55,57,61,70,91
Profit before tax,53,96,126,204,278,328,361,508,642,781,937,"1,232"
Tax %,35%,35%,26%,29%,35%,22%,25%,26%,26%,26%,26%,25%
Net Profit +,34,63,94,145,181,256,270,376,477,581,696,918
EPS in Rs,4.43,8.10,12.04,18.47,22.92,28.64,29.92,41.73,52.93,64.35,72.88,96.07
Dividend Payout %,9%,6%,5%,5%,5%,5%,7%,6%,6%,5%,5%,5%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,16,16,16,18,18,18,18,18,19,19
Reserves,288,352,446,589,762,"1,489","1,756","2,118","2,571","3,130","5,767","6,646"
Borrowings +,452,498,813,842,599,367,333,355,162,166,217,253
Other Liabilities +,588,599,622,773,"1,387","1,395",902,"1,036","1,019","1,342","1,232","2,038"
Total Liabilities,"1,345","1,464","1,896","2,220","2,764","3,269","3,008","3,527","3,770","4,656","7,235","8,956"
Fixed Assets +,298,328,405,407,489,554,537,531,567,770,993,"1,686"
CWIP,4,29,3,23,32,11,7,17,15,121,385,"1,002"
Investments,3,3,3,3,2,1,1,2,1,2,2,2
Other Assets +,"1,039","1,103","1,485","1,787","2,242","2,703","2,463","2,978","3,187","3,764","5,854","6,266"
Total Assets,"1,345","1,464","1,896","2,220","2,764","3,269","3,008","3,527","3,770","4,656","7,235","8,956"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,199,186,-29,191,623,-13,154,229,514,610,-32,840
Cash from Investing Activity +,-17,-98,-63,-76,-275,11,75,-58,-137,-353,"-1,501",-350
Cash from Financing Activity +,-182,-87,229,-69,-386,99,-129,-31,-256,-72,"1,919",-98
Net Cash Flow,0,1,137,45,-38,97,101,139,121,186,386,392
Free Cash Flow,182,88,-91,126,501,-93,131,169,416,210,-726,-412
CFO/OP,107%,85%,1%,72%,161%,16%,54%,60%,98%,95%,20%,90%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,85,88,114,108,94,102,118,89,73,68,67,57
Inventory Days,109,95,114,97,95,103,102,96,79,84,87,99
Days Payable,119,97,110,110,139,139,99,68,54,63,39,55
Cash Conversion Cycle,75,86,119,95,49,66,121,117,99,89,115,101
Working Capital Days,24,32,17,28,19,61,94,81,80,70,89,80
ROCE %,,28%,23%,23%,29%,28%,21%,24%,26%,27%,21%,20%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,37.10%,37.08%,37.08%,37.08%,37.08%,37.06%,35.01%,35.01%,35.01%,35.00%,35.00%,35.00%
FIIs +,27.67%,29.57%,30.95%,31.00%,30.75%,31.11%,29.75%,25.83%,26.59%,25.82%,25.49%,27.27%
DIIs +,19.55%,17.64%,16.05%,16.30%,16.56%,16.01%,20.72%,23.51%,25.63%,26.71%,27.27%,25.83%
Public +,15.68%,15.70%,15.91%,15.60%,15.60%,15.82%,14.52%,15.65%,12.77%,12.47%,12.25%,11.88%
No. of Shareholders,"1,08,749","1,25,713","1,30,692","1,29,055","1,55,514","1,65,905","1,66,067","1,97,844","1,69,780","1,59,968","1,53,138","1,58,565"

--- CAGR BOXES ---




