--- ABOUT ---
"Incorporated in 1979, Lincoln Pharmaceuticals Ltd is in the business of manufacturing and trading of pharmaceutical products [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,231",615,770 / 440,14.0

Book Value,Dividend Yield,ROCE,ROE
378,0.29,16.3,12.3

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,112,136,156,146,142,147,161,147,168,154,163,166,187
Expenses +,96,115,125,117,124,125,133,123,141,130,138,143,162
Operating Profit,17,21,31,30,18,23,28,24,27,24,25,24,25
OPM %,15%,15%,20%,20%,13%,15%,18%,16%,16%,15%,16%,14%,13%
Other Income +,4,8,9,11,7,10,10,9,-7,15,7,15,-4
Interest,1,0,0,0,0,0,0,1,0,0,0,0,0
Depreciation,2,3,3,3,3,3,3,3,3,3,4,4,4
Profit before tax,17,25,37,38,22,29,35,29,16,35,29,35,17
Tax %,26%,25%,25%,26%,16%,20%,24%,28%,29%,22%,31%,18%,30%
Net Profit +,13,19,28,28,19,24,26,21,12,28,20,29,12
EPS in Rs,6.27,9.49,13.80,14.00,9.29,11.82,13.15,10.37,5.78,13.82,9.98,14.28,5.81
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,266,400,360,361,366,386,424,472,510,581,623,671
Expenses +,240,359,313,308,299,321,337,376,421,480,522,573
Operating Profit,26,41,47,53,68,66,87,96,90,100,102,98
OPM %,10%,10%,13%,15%,18%,17%,21%,20%,18%,17%,16%,15%
Other Income +,7,7,2,5,5,11,5,10,22,34,22,33
Interest,8,10,7,5,4,2,2,1,2,1,2,1
Depreciation,5,5,6,6,7,7,8,8,9,11,13,14
Profit before tax,20,33,37,46,62,67,84,96,100,122,109,116
Tax %,24%,28%,25%,25%,22%,23%,26%,28%,27%,24%,25%,24%
Net Profit +,15,24,28,35,49,51,62,69,73,93,82,88
EPS in Rs,9.20,14.52,14.06,17.31,24.36,25.72,31.12,34.63,36.40,46.58,41.11,43.88
Dividend Payout %,11%,7%,9%,9%,6%,6%,5%,4%,4%,4%,4%,4%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,20,20,20,20,20,20,20,20,20,20
Reserves,95,124,172,204,249,293,346,413,482,573,652,738
Borrowings +,76,78,64,61,34,5,1,2,2,1,0,4
Other Liabilities +,70,56,48,62,63,71,85,99,83,106,125,128
Total Liabilities,258,275,305,347,366,389,452,534,587,700,797,890
Fixed Assets +,66,98,103,117,121,123,111,132,151,179,182,191
CWIP,3,3,7,0,2,0,2,16,7,3,4,5
Investments,0,0,10,11,18,34,81,97,91,139,174,209
