--- ABOUT ---
"Incorporated in 2002, Cineline India Ltd is in the business of movie exhibition in India [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
272,79.3,104 / 73.0,32.8

Book Value,Dividend Yield,ROCE,ROE
41.8,0.00,4.75,5.66

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Sales +,15,30,24,42,45,37,64,52,37,36,56,63,55
Expenses +,9,22,22,33,39,31,44,41,33,33,42,49,46
Operating Profit,5,8,2,9,6,6,20,12,4,3,13,15,9
OPM %,36%,25%,7%,21%,14%,16%,31%,22%,12%,9%,24%,23%,16%
Other Income +,1,-2,28,1,1,0,-1,2,2,-3,1,4,-25
Interest,8,6,8,10,10,7,7,7,7,7,7,7,7
Depreciation,4,3,5,7,7,5,5,5,5,5,6,7,7
Profit before tax,-5,-4,17,-6,-10,-6,6,2,-7,-13,1,5,-31
Tax %,58%,-19%,0%,-24%,-27%,-18%,21%,24%,-3%,-17%,24%,6%,-59%
Net Profit +,-7,-3,17,-5,-7,-5,5,2,-7,-11,1,5,-12
EPS in Rs,-2.44,-1.10,5.37,-1.50,-2.22,-1.49,1.59,0.48,-1.92,-3.08,0.27,1.32,-3.64
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Sales +,102,159,192,192,286,24,26,29,45,141,190,211
Expenses +,76,131,162,162,247,8,9,15,34,116,148,171
Operating Profit,26,28,31,30,39,16,17,13,11,25,41,40
OPM %,25%,18%,16%,16%,14%,66%,66%,46%,25%,18%,22%,19%
Other Income +,5,13,1,6,-4,11,17,25,5,27,3,-24
Interest,3,6,8,11,15,10,18,22,35,34,29,29
Depreciation,7,19,17,19,21,4,5,8,19,22,20,24
Profit before tax,20,15,6,5,-2,14,10,8,-38,-5,-4,-37
Tax %,32%,27%,-164%,-8%,-260%,27%,21%,37%,-6%,-138%,11%,-53%
Net Profit +,14,11,17,5,4,10,8,5,-35,2,-5,-18
EPS in Rs,,,,,,3.52,2.72,1.71,-11.78,0.55,-1.32,-5.14
Dividend Payout %,31%,30%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Equity Capital,28,28,28,28,28,14,14,14,15,16,17,17
Reserves,120,125,138,143,147,100,108,113,94,123,132,126
Borrowings +,97,82,88,98,125,158,171,322,322,354,350,106
Other Liabilities +,40,61,45,73,76,16,32,19,18,86,78,65
Total Liabilities,285,295,298,342,375,288,325,468,449,580,577,314
Fixed Assets +,161,194,208,217,243,231,104,391,361,485,479,215
CWIP,37,28,20,40,24,0,0,0,3,5,9,4
Investments,29,0,0,1,1,0,0,0,0,0,0,0
Other Assets +,58,73,70,85,108,57,221,77,84,90,89,95
Total Assets,285,295,298,342,375,288,325,468,449,580,577,314

--- CASH FLOW ---
,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-9,38,35,26,42,-2,21,-2,10,76,42,50
Cash from Investing Activity +,-29,-29,-27,-48,-34,3,-38,146,11,16,-14,111
Cash from Financing Activity +,29,-13,-5,24,-10,20,-5,-141,2,-94,-40,-139
Net Cash Flow,-9,-4,2,3,-2,21,-22,3,23,-2,-13,21
Free Cash Flow,-76,-23,7,-21,8,-11,140,31,17,77,24,8
CFO/OP,-6%,141%,132%,88%,116%,1%,148%,5%,81%,308%,103%,124%

--- RATIOS ---
,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,20,16,13,18,14,42,26,55,26,14,10,3
Inventory Days,17,,,26,54,,,,,,,
Days Payable,"1,685",,,411,443,,,,,,,
Cash Conversion Cycle,"-1,648",16,13,-367,-375,42,26,55,26,14,10,3
Working Capital Days,56,36,40,-119,-52,385,70,37,-95,-182,-78,-46
ROCE %,11%,8%,8%,6%,8%,,10%,8%,-1%,1%,5%,5%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,67.00%,67.00%,69.60%,69.60%,69.60%,69.60%,69.60%,69.60%,69.60%,69.60%,69.60%,69.60%
FIIs +,0.00%,0.00%,0.00%,1.10%,1.35%,1.35%,1.43%,1.11%,1.41%,2.19%,2.19%,2.19%
DIIs +,0.00%,0.00%,0.47%,0.00%,0.00%,0.03%,0.03%,0.03%,0.03%,0.03%,0.00%,0.00%
Public +,33.00%,32.99%,29.94%,29.29%,29.06%,29.01%,28.93%,29.26%,28.96%,28.17%,28.21%,28.21%
No. of Shareholders,"17,718","16,947","16,049","16,055","15,829","15,583","15,538","15,387","15,292","15,009","14,734","14,521"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,52%
3 Years:,67%
TTM:,11%

Compounded Profit Growth
10 Years:,%
5 Years:,2%
3 Years:,31%
TTM:,470%

Stock Price CAGR
10 Years:,3%
5 Years:,10%
3 Years:,-3%
1 Year:,-11%

Return on Equity
10 Years:,%
5 Years:,-3%
3 Years:,2%
Last Year:,6%

