--- ABOUT ---
"Incorporated in 1990, Vakrangee Ltd provides diverse solutions, and activities in the e-commerce sector, including bullion and jewellery, through its Vakrangee Kendra (on B2B and B2C basis), and handles multi-state data digitization,  software, and licence [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
681,6.29,10.6,60.6

Book Value,Dividend Yield,ROCE,ROE
1.97,0.00,7.51,5.40

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,50.94,55.59,51.54,51.56,53.89,58.70,65.25,67.88,63.18,68.84,69.08,60.10,56.74
Expenses +,46.22,48.97,45.62,45.33,46.28,52.14,60.01,62.40,56.35,61.02,61.81,52.31,51.97
Operating Profit,4.72,6.62,5.92,6.23,7.61,6.56,5.24,5.48,6.83,7.82,7.27,7.79,4.77
OPM %,9.27%,11.91%,11.49%,12.08%,14.12%,11.18%,8.03%,8.07%,10.81%,11.36%,10.52%,12.96%,8.41%
Other Income +,0.86,0.31,0.87,1.32,0.39,0.89,0.82,0.75,1.55,1.51,1.64,1.47,2.03
Interest,1.52,1.99,1.83,1.93,1.96,0.45,0.60,0.38,0.40,0.36,0.35,0.44,0.37
Depreciation,3.39,3.95,3.97,3.92,3.85,3.89,4.28,4.24,4.29,4.30,4.45,4.61,4.24
Profit before tax,0.67,0.99,0.99,1.70,2.19,3.11,1.18,1.61,3.69,4.67,4.11,4.21,2.19
Tax %,-1.49%,49.49%,57.58%,26.47%,0.00%,27.97%,50.85%,35.40%,31.71%,28.91%,26.28%,25.18%,26.48%
Net Profit +,0.68,0.49,0.42,1.24,2.19,2.24,0.59,1.04,2.52,3.32,3.03,3.15,1.62
EPS in Rs,0.01,0.00,0.00,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.03,0.02
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,780","3,191","4,000","6,502","1,508",685,314,194,197,213,255,255
Expenses +,"2,057","2,370","3,054","5,495","1,530",661,286,176,179,186,231,227
Operating Profit,723,821,946,"1,007",-22,24,28,18,19,26,24,28
OPM %,26%,26%,24%,15%,-1%,3%,9%,9%,9%,12%,9%,11%
Other Income +,6,6,5,34,82,83,70,2,1,3,4,7
Interest,75,56,50,10,0,0,0,0,2,8,2,2
Depreciation,165,164,73,7,9,15,15,15,16,16,17,18
Profit before tax,489,606,828,"1,024",51,92,83,5,3,6,10,15
Tax %,34%,35%,36%,34%,51%,22%,24%,100%,63%,26%,33%,27%
Net Profit +,322,395,531,680,25,71,63,0,1,4,6,11
EPS in Rs,3.20,3.73,5.02,6.43,0.24,0.67,0.59,0.00,0.01,0.04,0.06,0.10
Dividend Payout %,4%,17%,20%,4%,105%,37%,17%,,530%,122%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,50,53,53,106,106,106,106,106,106,106,108,108
Reserves,"1,157","1,530","2,001","2,487","2,496","2,531","2,558",22,18,56,94,105
Borrowings +,416,320,144,0,0,0,0,27,58,12,5,4
Other Liabilities +,414,189,71,400,116,182,212,178,116,126,102,94
Total Liabilities,"2,037","2,092","2,268","2,993","2,718","2,819","2,876",333,298,300,309,312
Fixed Assets +,273,132,29,90,143,149,156,139,127,114,110,117
CWIP,10,0,0,3,13,5,5,6,8,10,17,9
Investments,2,2,2,29,4,3,1,2,3,7,4,52
Other Assets +,"1,753","1,959","2,238","2,871","2,558","2,662","2,714",186,160,169,177,134
Total Assets,"2,037","2,092","2,268","2,993","2,718","2,819","2,876",333,298,300,309,312

--- CASH FLOW ---
