--- ABOUT ---
"Established in 1910, ITC is the largest cigarette manufacturer and seller in the country. ITC operates in four business segments at present — FMCG Cigarettes, FMCG Others, Paperboards, Paper and Packaging, and Agri Business. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,66,487",292,427,17.5

Book Value,Dividend Yield,ROCE,ROE
57.9,4.96,38.9,29.3

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"17,635","17,164","17,774","17,195","17,038","17,778","19,990","18,790","18,765","21,495","19,502","20,047","17,825"
Expenses +,"11,011","10,494","11,320","10,985","10,736","11,233","13,438","12,428","12,246","14,678","12,807","13,165","10,900"
Operating Profit,"6,624","6,670","6,454","6,210","6,302","6,545","6,552","6,362","6,519","6,816","6,695","6,883","6,924"
OPM %,38%,39%,36%,36%,37%,37%,33%,34%,35%,32%,34%,34%,39%
Other Income +,683,722,674,820,868,771,690,803,"15,391",751,739,322,700
Interest,12,10,10,12,11,10,15,10,11,16,20,19,29
Depreciation,461,442,453,384,385,403,416,416,411,423,435,431,422
Profit before tax,"6,833","6,940","6,665","6,635","6,774","6,903","6,811","6,740","21,489","7,128","6,979","6,754","7,173"
Tax %,24%,25%,26%,19%,23%,25%,26%,26%,8%,25%,26%,26%,24%
Net Profit +,"5,243","5,190","4,965","5,407","5,191","5,177","5,054","5,013","19,808","5,343","5,187","5,018","5,470"
EPS in Rs,4.16,4.10,3.93,4.28,4.10,4.08,3.99,3.94,15.76,4.19,4.09,3.94,4.30
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"38,817","39,192","42,768","43,449","48,340","49,388","49,257","60,645","70,919","67,932","75,323","78,868"
Expenses +,"24,566","24,661","27,298","26,928","29,802","30,044","32,193","40,021","45,215","42,744","49,484","51,550"
Operating Profit,"14,252","14,531","15,470","16,521","18,537","19,344","17,065","20,623","25,704","25,188","25,839","27,318"
OPM %,37%,37%,36%,38%,38%,39%,35%,34%,36%,37%,34%,35%
Other Income +,"1,229","1,483","1,759","2,240","2,080","2,417","2,577","1,910","2,098","3,330","17,795","2,511"
Interest,91,78,49,115,71,81,58,60,78,39,45,85
Depreciation,"1,028","1,077","1,153","1,236","1,397","1,645","1,646","1,732","1,809","1,518","1,646","1,711"
Profit before tax,"14,362","14,859","16,026","17,409","19,150","20,035","17,938","20,740","25,915","26,961","41,943","28,033"
Tax %,32%,36%,35%,34%,33%,22%,25%,25%,25%,23%,16%,25%
Net Profit +,"9,779","9,501","10,477","11,493","12,836","15,593","13,383","15,503","19,477","20,751","35,052","21,018"
EPS in Rs,8.04,7.74,8.47,9.24,10.27,12.45,10.69,12.37,15.44,16.39,27.77,16.51
Dividend Payout %,52%,73%,56%,56%,56%,82%,101%,93%,100%,84%,52%,88%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,802,805,"1,215","1,220","1,226","1,229","1,231","1,232","1,243","1,248","1,251","1,253"
Reserves,"30,934","41,875","45,198","51,290","57,915","64,044","59,116","61,223","67,912","73,259","68,779","71,254"
