--- ABOUT ---
"Incorporated in 1985, Aeroflex Enterprises Ltd, is in the business of general trading of merchandise, manufacturing of goods, leasing of assets, and financing [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,536",136,138 / 62.2,23.7

Book Value,Dividend Yield,ROCE,ROE
73.1,0.22,12.6,8.48

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,107,130,137,118,115,123,138,157,161,134,172,191,200
Expenses +,96,109,117,103,99,101,113,129,133,116,143,154,164
Operating Profit,11,21,20,16,17,21,25,29,27,18,30,38,36
OPM %,10%,16%,14%,13%,15%,17%,18%,18%,17%,14%,17%,20%,18%
Other Income +,7,74,187,10,7,7,11,4,6,8,8,5,7
Interest,1,2,3,2,2,1,2,1,1,1,1,2,1
Depreciation,2,2,2,2,2,3,3,3,5,7,8,8,10
Profit before tax,15,90,201,21,20,24,31,27,27,17,28,33,32
Tax %,25%,22%,13%,31%,26%,24%,28%,20%,31%,17%,28%,25%,20%
Net Profit +,11,70,175,15,14,18,22,22,19,14,20,25,26
EPS in Rs,0.85,5.73,15.50,1.06,0.53,1.16,1.31,1.24,0.98,0.90,1.24,1.42,2.12
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,9,92,91,100,230,225,205,347,466,500,578,698
Expenses +,27,92,88,90,197,210,178,287,411,427,475,576
Operating Profit,-18,0,4,10,33,15,26,59,55,74,103,122
OPM %,-207%,0%,4%,10%,14%,7%,13%,17%,12%,15%,18%,17%
Other Income +,1,1,20,1,1,4,0,5,18,278,27,27
Interest,0,1,1,2,13,11,9,8,8,11,7,5
Depreciation,0,1,1,1,5,5,5,6,7,9,15,33
Profit before tax,-18,-2,22,8,15,2,12,50,58,332,109,111
Tax %,0%,13%,3%,13%,-2%,-18%,24%,23%,23%,17%,26%,23%
Net Profit +,-18,-2,21,7,16,3,9,39,45,274,81,85
EPS in Rs,-3.88,-0.35,2.13,0.65,1.24,0.23,0.78,3.14,3.78,22.81,4.70,5.68
Dividend Payout %,0%,0%,0%,15%,8%,0%,13%,5%,5%,1%,6%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,11,20,22,22,23,23,23,23,23,23,23
Reserves,-4,6,69,84,120,137,145,180,239,626,678,804
Borrowings +,3,24,11,28,86,71,73,91,105,63,31,41
Other Liabilities +,0,45,32,19,60,59,64,85,124,182,243,288
Total Liabilities,8,86,132,152,287,289,304,379,490,893,975,"1,156"
Fixed Assets +,0,27,27,29,77,75,75,80,112,144,271,345
CWIP,0,0,0,0,0,0,0,13,2,6,10,23
Investments,0,3,5,14,8,6,6,10,13,20,22,27
Other Assets +,8,56,100,110,202,209,223,275,363,723,672,761
Total Assets,8,86,132,152,287,289,304,379,490,893,975,"1,156"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,0,18,-26,-21,37,28,19,17,-7,-246,140,18
Cash from Investing Activity +,-1,-20,-2,-12,2,-26,-4,-21,-28,217,-83,-23
Cash from Financing Activity +,4,6,35,25,-44,-1,-11,8,58,79,-99,13
Net Cash Flow,3,4,7,-9,-5,1,4,4,22,50,-42,8
Free Cash Flow,1,-4,-26,-24,31,26,14,-2,-37,-291,42,-60
CFO/OP,-3%,"9,861%",-670%,-213%,118%,190%,75%,32%,14%,-255%,161%,39%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,15,151,179,56,84,84,95,85,84,108,120,112
Inventory Days,0,20,34,37,73,89,109,88,98,101,144,149
Days Payable,,175,134,47,89,108,123,75,61,75,78,95
Cash Conversion Cycle,15,-4,80,46,67,65,82,98,121,134,185,166
Working Capital Days,8,-68,129,209,159,165,196,114,115,145,187,203
ROCE %,-86%,-0%,6%,9%,15%,4%,9%,20%,17%,14%,14%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,51.59%,51.59%,51.59%,51.59%,51.59%,51.59%,51.59%,51.59%,51.59%,51.59%,51.59%,51.59%
FIIs +,1.97%,2.29%,0.75%,0.75%,1.11%,0.60%,0.56%,0.50%,0.50%,0.46%,0.56%,0.54%
DIIs +,0.00%,0.00%,0.00%,0.21%,0.21%,0.00%,0.00%,0.04%,0.04%,0.04%,0.04%,0.06%
Public +,46.44%,46.12%,47.66%,47.45%,47.11%,47.81%,47.84%,47.88%,47.87%,47.91%,47.81%,47.81%
No. of Shareholders,"6,958","16,588","24,970","28,519","33,216","42,081","43,125","43,045","42,832","39,451","37,000","35,374"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,23%
5 Years:,28%
3 Years:,14%
TTM:,21%

Compounded Profit Growth
10 Years:,43%
5 Years:,50%
3 Years:,18%
TTM:,25%

Stock Price CAGR
10 Years:,26%
5 Years:,46%
3 Years:,18%
1 Year:,38%

Return on Equity
10 Years:,10%
5 Years:,11%
3 Years:,9%
Last Year:,8%

