--- ABOUT ---
"XPRO India Ltd incorporated in 1997, is a diversified multi-divisional company in the polymer processing industry. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,156","1,345","1,493 / 785",164

Book Value,Dividend Yield,ROCE,ROE
324,0.15,3.78,2.81

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,124,131,110,96,128,139,134,105,158,145,120,106,134
Expenses +,105,112,95,81,112,122,121,94,148,147,113,96,118
Operating Profit,19,19,15,15,17,16,13,11,10,-3,7,11,16
OPM %,16%,15%,14%,16%,13%,12%,10%,10%,6%,-2%,6%,10%,12%
Other Income +,1,1,3,3,3,6,5,5,3,3,4,4,7
Interest,2,2,1,1,1,1,1,2,1,2,2,2,2
Depreciation,3,3,3,3,3,3,3,3,3,3,3,3,3
Profit before tax,15,16,14,14,17,19,14,11,9,-4,7,10,18
Tax %,72%,28%,30%,26%,25%,26%,28%,30%,25%,46%,26%,30%,25%
Net Profit +,4,11,9,11,12,14,10,7,7,-5,5,7,13
EPS in Rs,2.34,6.20,4.59,5.17,5.64,6.36,4.51,3.36,2.95,-2.46,2.12,2.89,5.53
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,259,275,318,307,345,354,370,469,509,463,533,505
Expenses +,256,262,292,286,318,324,330,405,434,397,482,474
Operating Profit,3,14,26,21,27,30,40,64,74,66,51,32
OPM %,1%,5%,8%,7%,8%,8%,11%,14%,15%,14%,10%,6%
Other Income +,5,2,4,27,8,1,2,2,4,10,18,18
Interest,13,22,25,21,20,19,17,13,8,5,6,8
Depreciation,14,18,17,16,13,12,12,12,12,11,11,12
Profit before tax,-19,-25,-12,11,2,0,13,41,59,60,52,30
Tax %,-26%,41%,1%,0%,2%,2%,38%,-11%,23%,27%,27%,36%
Net Profit +,-14,-35,-12,10,2,0,8,45,45,44,38,20
EPS in Rs,-7.93,-20.07,-7.03,5.93,1.31,0.23,4.72,25.38,24.91,19.91,17.04,8.19
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,5%,8%,10%,12%,24%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,12,12,12,12,12,18,22,22,23
Reserves,105,70,57,68,70,70,78,160,215,538,588,736
Borrowings +,178,181,215,190,172,168,135,90,39,39,269,325
Other Liabilities +,92,96,70,80,64,66,83,73,68,78,113,134
Total Liabilities,386,359,354,349,317,316,308,335,340,677,993,"1,218"
Fixed Assets +,250,251,226,202,188,188,179,168,160,151,179,651
CWIP,1,0,0,1,4,0,0,0,3,22,345,39
Investments,0,0,0,0,0,0,0,5,5,5,0,0
