--- ABOUT ---
"Incorporated in 1978, Kilitch Drugs Ltd is engaged in the operation and management of Pharmaceutical Products [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
650,186,250,21.5

Book Value,Dividend Yield,ROCE,ROE
80.0,0.00,14.4,12.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,45,37,41,32,45,33,47,56,61,43,49,54,90
Expenses +,39,30,33,30,38,32,41,47,47,40,44,48,67
Operating Profit,6,6,9,2,7,2,6,9,15,3,5,6,22
OPM %,14%,17%,21%,7%,16%,5%,13%,16%,24%,8%,10%,11%,25%
Other Income +,1,1,0,3,0,3,5,2,2,3,7,2,0
Interest,1,2,2,2,1,2,0,1,2,2,1,1,1
Depreciation,1,1,1,1,1,1,1,1,1,1,1,1,1
Profit before tax,5,5,7,3,5,2,10,8,14,3,9,6,20
Tax %,43%,33%,25%,38%,31%,93%,17%,32%,26%,34%,14%,23%,26%
Net Profit +,3,3,5,2,4,0,9,6,10,2,8,4,15
EPS in Rs,1.05,0.99,1.35,0.83,1.03,0.38,2.46,1.70,2.97,0.87,2.34,1.27,4.15
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,19,21,27,51,82,53,68,114,140,154,198,235
Expenses +,21,25,28,45,75,53,63,104,122,130,167,199
Operating Profit,-2,-4,-1,6,7,0,5,10,18,24,32,37
OPM %,-9%,-19%,-2%,11%,9%,1%,8%,9%,13%,16%,16%,16%
Other Income +,3,2,1,3,4,4,3,3,3,4,11,11
Interest,0,0,0,0,1,1,1,1,5,6,5,6
Depreciation,2,10,10,2,2,2,2,2,4,3,3,4
Profit before tax,-1,-12,-9,6,9,2,5,10,12,19,34,39
Tax %,-70%,-4%,-5%,16%,55%,48%,27%,35%,31%,30%,28%,24%
Net Profit +,-0,-11,-9,5,4,1,4,6,8,14,25,30
EPS in Rs,-0.10,-3.89,-3.09,1.72,1.15,0.25,1.09,2.17,3.08,4.17,7.63,8.63
Dividend Payout %,0%,0%,0%,13%,20%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,14,15,15,15,16,16,16,16,35
Reserves,107,95,88,98,106,103,112,124,136,160,186,245
Borrowings +,0,0,1,1,9,13,15,20,22,32,49,89
Other Liabilities +,7,8,11,15,13,12,61,50,46,32,61,89
Total Liabilities,127,117,113,128,144,143,203,210,220,240,313,458
Fixed Assets +,9,42,33,33,32,32,30,65,64,62,64,67
CWIP,0,0,1,3,20,30,65,3,4,6,47,140
Investments,72,49,53,56,53,52,60,71,62,72,72,75
Other Assets +,46,25,26,35,38,30,47,71,90,100,129,176
Total Assets,127,117,113,128,144,143,203,210,220,240,313,458

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-8,17,1,1,0,4,46,6,3,-2,18,24
Cash from Investing Activity +,-31,-20,-2,-4,-14,-10,-38,-15,8,-8,-40,-100
Cash from Financing Activity +,-0,0,-0,6,17,1,2,7,-1,9,13,82
Net Cash Flow,-39,-2,-0,2,3,-5,10,-2,10,-1,-9,6
Free Cash Flow,-10,-26,-0,-2,-19,-6,9,-2,-1,-8,-29,-76
CFO/OP,430%,-442%,-202%,25%,60%,"1,598%",877%,79%,39%,23%,82%,94%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,243,286,196,148,86,109,122,132,142,149,156,186
Inventory Days,124,110,84,39,36,70,35,28,10,18,53,33
Days Payable,124,154,184,108,33,89,525,239,200,118,189,230
Cash Conversion Cycle,243,241,96,79,89,89,-367,-79,-48,50,20,-11
Working Capital Days,197,234,115,93,37,22,-223,-40,-4,30,56,130
ROCE %,,-10%,-9%,5%,6%,1%,3%,6%,10%,13%,16%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,68.24%,69.23%,69.23%,69.23%,69.23%,69.23%,69.23%,69.23%,69.23%,63.77%,63.77%,63.77%
Public +,31.76%,30.78%,30.76%,30.77%,30.77%,30.77%,30.76%,30.77%,30.77%,36.22%,36.23%,36.22%
No. of Shareholders,"9,573","9,002","9,062","9,525","9,620","9,920","10,139","9,749","10,379","10,929","12,043","11,785"

--- CAGR BOXES ---




