--- ABOUT ---
"Incorporated in 1982, Nelcast Ltd is in the business of manufacturing Iron Castings [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,194",137,181,24.6

Book Value,Dividend Yield,ROCE,ROE
68.6,0.51,11.4,8.43

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,313,293,358,320,295,300,330,291,330,332,299,330,368
Expenses +,294,273,327,295,280,280,309,274,300,304,282,296,336
Operating Profit,19,19,32,26,16,20,21,17,30,28,17,33,32
OPM %,6%,7%,9%,8%,5%,7%,6%,6%,9%,9%,6%,10%,9%
Other Income +,2,4,4,20,4,4,6,6,5,4,4,3,3
Interest,8,8,8,8,8,8,9,9,9,9,8,8,7
Depreciation,6,6,6,6,6,6,6,6,7,6,7,7,7
Profit before tax,6,9,22,31,6,10,13,8,18,17,6,21,21
Tax %,25%,22%,25%,18%,14%,22%,24%,25%,26%,25%,25%,26%,26%
Net Profit +,4,7,17,26,5,8,10,6,14,12,5,16,15
EPS in Rs,0.51,0.83,1.91,2.93,0.58,0.91,1.13,0.69,1.56,1.44,0.55,1.83,1.76
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,545,561,575,745,856,567,615,927,"1,264","1,267","1,252","1,328"
Expenses +,500,497,510,673,780,518,569,869,"1,184","1,175","1,163","1,218"
Operating Profit,45,64,64,72,76,48,46,59,80,92,89,110
OPM %,8%,11%,11%,10%,9%,9%,8%,6%,6%,7%,7%,8%
Other Income +,2,2,5,4,6,14,5,9,16,32,20,14
Interest,5,7,6,3,7,13,17,26,31,32,35,33
Depreciation,13,13,13,16,17,19,22,23,24,24,25,27
Profit before tax,30,46,49,57,58,31,12,19,40,69,49,65
Tax %,26%,31%,31%,33%,33%,-17%,26%,25%,26%,21%,24%,25%
Net Profit +,22,32,34,38,38,36,9,14,30,54,37,48
EPS in Rs,2.52,3.66,3.92,4.40,4.42,4.14,1.04,1.63,3.42,6.25,4.29,5.57
Dividend Payout %,28%,22%,23%,23%,23%,0%,19%,18%,12%,6%,12%,13%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,17,17,17,17,17,17,17,17,17,17
Reserves,264,288,322,350,378,403,413,424,451,502,535,579
Borrowings +,98,96,77,98,200,225,215,280,304,329,294,257
Other Liabilities +,108,115,130,174,187,133,195,242,256,284,317,345
Total Liabilities,487,517,546,639,782,779,840,963,"1,028","1,132","1,164","1,199"
Fixed Assets +,254,275,271,264,318,304,455,467,459,446,512,503
CWIP,12,10,12,48,103,166,14,13,13,56,2,0
Investments,0,0,0,1,0,0,0,0,11,13,23,24
Other Assets +,221,232,262,326,360,309,371,482,545,617,627,672
Total Assets,487,517,546,639,782,779,840,963,"1,028","1,132","1,164","1,199"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,26,47,28,33,75,32,83,-13,80,20,105,92
Cash from Investing Activity +,-22,-30,-10,-44,-125,-63,-18,-32,-23,-31,-38,-11
Cash from Financing Activity +,-6,-16,-17,19,44,27,-51,2,-71,-39,-61,-76
Net Cash Flow,-1,0,1,8,-7,-4,14,-42,-13,-49,6,4
Free Cash Flow,3,16,15,-12,-52,-35,62,-48,64,-15,72,76
CFO/OP,68%,89%,64%,71%,116%,82%,178%,-21%,108%,39%,124%,95%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,47,43,48,57,52,73,97,95,74,87,99,98
Inventory Days,69,108,141,116,130,195,149,128,91,124,120,120
Days Payable,57,71,104,99,97,122,161,145,105,142,165,167
Cash Conversion Cycle,59,80,85,75,84,145,85,77,60,69,54,51
Working Capital Days,10,8,26,31,20,48,22,30,7,16,16,20
ROCE %,9%,14%,13%,14%,12%,7%,5%,7%,10%,10%,10%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.87%,74.87%,74.87%,74.87%,74.87%,74.87%,74.87%,74.87%,74.87%,74.87%,74.87%,74.87%
FIIs +,0.79%,1.05%,0.88%,0.90%,0.82%,0.03%,0.00%,0.06%,0.00%,0.79%,0.45%,0.36%
DIIs +,0.58%,0.58%,0.48%,0.48%,0.48%,0.00%,0.00%,0.00%,0.00%,0.01%,0.11%,0.11%
Public +,23.74%,23.49%,23.78%,23.75%,23.83%,25.10%,25.14%,25.06%,25.13%,24.32%,24.56%,24.65%
No. of Shareholders,"28,375","28,915","28,566","30,278","30,016","30,410","30,111","29,583","29,028","28,988","28,913","28,516"

--- CAGR BOXES ---




