--- ABOUT ---
"Incorporated in 2000, OnMobile Global Ltd provides value added services such as Ringback Tones, Digital Content Store and Infotainment [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
559,52.5,75.1,

Book Value,Dividend Yield,ROCE,ROE
58.7,0.00,-0.20,-1.85

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,128,137,134,120,123,124,129,164,156,125,128,136,128
Expenses +,126,126,126,120,120,124,129,154,155,119,120,130,169
Operating Profit,2,11,8,0,3,-1,1,10,1,6,8,6,-42
OPM %,2%,8%,6%,0%,2%,-1%,0%,6%,1%,5%,7%,4%,-33%
Other Income +,-6,4,8,4,3,-4,-2,-3,2,22,10,10,13
Interest,0,1,1,1,2,1,2,2,2,2,2,2,2
Depreciation,3,3,3,3,3,8,8,8,8,8,8,9,10
Profit before tax,-7,12,12,1,2,-14,-11,-3,-7,19,8,4,-40
Tax %,-71%,19%,30%,569%,141%,11%,12%,56%,17%,18%,25%,21%,-9%
Net Profit +,-2,10,9,-2,-1,-15,-12,-5,-8,16,6,4,-37
EPS in Rs,-0.20,0.93,0.80,-0.24,-0.06,-1.44,-1.11,-0.48,-0.75,1.47,0.57,0.34,-3.44
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,847,816,720,636,594,572,551,520,525,513,573,517
Expenses +,723,667,619,570,561,533,485,473,512,490,561,538
Operating Profit,124,148,101,66,33,39,66,46,13,23,12,-21
OPM %,15%,18%,14%,10%,6%,7%,12%,9%,3%,5%,2%,-4%
Other Income +,18,7,-6,11,27,25,15,13,6,20,-7,54
Interest,4,3,2,1,1,2,2,2,2,6,7,7
Depreciation,144,149,55,48,27,19,13,10,10,11,32,35
Profit before tax,-6,3,38,28,31,43,66,47,7,27,-35,-9
Tax %,474%,973%,63%,59%,40%,37%,31%,31%,6%,42%,17%,31%
Net Profit +,-32,-28,14,11,19,28,46,32,7,15,-41,-11
EPS in Rs,-2.96,-2.52,1.35,1.08,1.79,2.61,4.40,3.07,0.63,1.43,-3.78,-1.06
Dividend Payout %,-51%,-59%,111%,140%,84%,57%,34%,49%,236%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,109,108,104,106,106,106,104,106,106,106,106,106
Reserves,548,511,459,471,460,484,522,547,549,543,516,518
Borrowings +,46,20,0,0,0,14,15,7,13,17,44,77
Other Liabilities +,337,316,277,238,307,281,265,250,238,218,203,279
Total Liabilities,"1,040",955,841,814,872,885,906,910,906,885,869,981
Fixed Assets +,246,106,69,55,119,101,100,102,100,300,282,303
CWIP,5,5,4,2,1,1,20,71,146,1,11,0
Investments,72,93,93,120,192,183,141,95,67,68,68,67
Other Assets +,716,751,675,636,561,599,646,642,593,515,509,610
Total Assets,"1,040",955,841,814,872,885,906,910,906,885,869,981

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,115,108,90,35,10,17,39,-24,44,38,-24,87
Cash from Investing Activity +,93,-18,-3,-52,-92,17,-14,17,-32,-51,-32,-57
Cash from Financing Activity +,-108,-65,-81,-14,-19,-24,-23,-11,-8,-1,22,16
Net Cash Flow,100,25,6,-32,-101,10,2,-19,4,-14,-34,47
Free Cash Flow,103,106,72,3,10,11,14,-78,-43,-38,-46,53
CFO/OP,115%,106%,121%,82%,116%,102%,87%,-44%,515%,115%,-277%,-410%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,92,89,85,98,101,102,100,113,92,99,122,135
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,92,89,85,98,101,102,100,113,92,99,122,135
Working Capital Days,-0,11,10,18,-1,20,-1,22,16,-10,7,-63
ROCE %,-1%,4%,9%,5%,5%,5%,10%,6%,2%,5%,-2%,-0%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,48.01%,47.95%,47.94%,47.94%,47.90%,47.90%,47.90%,47.90%,47.90%,47.90%,47.90%,47.90%
FIIs +,0.50%,0.60%,0.42%,1.15%,0.36%,0.25%,0.31%,0.23%,0.24%,1.86%,0.91%,0.17%
DIIs +,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,51.48%,51.45%,51.63%,50.91%,51.75%,51.86%,51.80%,51.88%,51.87%,50.25%,51.19%,51.94%
No. of Shareholders,"94,005","87,760","85,026","88,304","87,454","91,802","92,092","91,084","89,673","85,960","82,627","80,233"

--- CAGR BOXES ---




