--- ABOUT ---
"Incorporated in 1913, The Industrial and Prudential Investment Company Ltd is in the business of investments and lending [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,089","6,500","7,400 / 4,311",17.1

Book Value,Dividend Yield,ROCE,ROE
"5,072",1.69,7.72,7.71

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,1,2,2,2,1,1,4,2,1,3,2,1,0
Expenses +,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Profit,0,2,1,1,0,1,4,1,0,3,2,1,0
OPM %,31%,94%,90%,85%,55%,75%,94%,81%,55%,91%,89%,85%,18%
Other Income +,12,9,14,11,12,10,15,13,16,11,15,15,17
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,12,11,15,12,12,11,18,15,16,14,17,16,18
Tax %,-9%,11%,-5%,2%,0%,0%,0%,0%,-1%,0%,0%,0%,0%
Net Profit +,14,10,16,12,12,11,18,15,16,14,17,16,17
EPS in Rs,80.56,57.94,93.57,71.25,72.32,63.13,108.72,87.00,97.39,82.11,99.71,94.10,104.37
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,8,8,8,5,6,3,8,7,7,6,7,7
Expenses +,1,1,1,1,1,3,1,1,1,1,1,1
Operating Profit,7,7,7,5,5,0,7,6,6,5,6,6
OPM %,90%,89%,89%,88%,89%,9%,91%,91%,86%,87%,85%,84%
Other Income +,0,0,0,0,0,26,20,32,39,45,53,58
Interest,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,7,7,7,5,5,26,27,38,46,50,60,64
Tax %,6%,2%,4%,7%,25%,7%,4%,4%,2%,2%,-0%,0%
Net Profit +,21,21,21,20,19,24,26,37,45,49,60,64
EPS in Rs,125.24,125.94,120.44,114.31,108.41,140.09,157.12,220.01,266.86,295.14,356.25,380.30
Dividend Payout %,15%,27%,21%,22%,23%,18%,16%,23%,23%,31%,31%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.58,0.58,2,2,2,2,2,2,2,2,2,2
Reserves,148,163,183,197,329,321,512,617,618,768,803,848
Borrowings +,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities +,5,8,1,1,85,79,9,26,19,32,30,30
Total Liabilities,154,171,186,199,416,402,523,645,639,802,834,880
Fixed Assets +,0,0,0,0,0,0,0,0,0,0,0,0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,152,169,183,197,411,400,521,637,632,794,827,876
Other Assets +,3,2,3,2,5,3,2,8,7,7,7,5
Total Assets,154,171,186,199,416,402,523,645,639,802,834,880

--- CASH FLOW ---
