--- ABOUT ---
"Jai Corp Ltd, incorporated in 1985, is engaged in the manufacturing businesses of Steel, Plastic Processing and Spinning yarn. It is also involved in Investment Advisory Services, Development of Land and Buildings. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,126",121,178,12.4

Book Value,Dividend Yield,ROCE,ROE
85.0,0.41,13.3,12.8

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,125,116,118,107,123,121,135,126,135,131,146,116,121
Expenses +,113,109,105,95,107,107,119,114,125,123,129,103,105
Operating Profit,11,7,13,12,16,14,16,12,10,8,17,13,16
OPM %,9%,6%,11%,11%,13%,11%,12%,10%,8%,6%,12%,11%,13%
Other Income +,-43,6,6,7,17,7,8,7,19,104,20,13,14
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,3,3,3,3,3,3,3,3,3,3,3,3,3
Profit before tax,-35,10,16,16,30,18,22,16,27,109,34,23,27
Tax %,12%,43%,27%,26%,21%,23%,21%,23%,13%,4%,21%,24%,23%
Net Profit +,-39,6,12,12,23,14,17,12,23,104,27,17,21
EPS in Rs,-2.19,0.31,0.65,0.67,1.31,0.77,0.98,0.71,1.32,5.94,1.52,1.00,1.18
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,706,669,695,588,636,527,472,720,594,463,518,514
Expenses +,616,581,616,525,565,481,423,665,551,415,465,460
Operating Profit,90,88,79,63,71,45,48,55,44,48,53,54
OPM %,13%,13%,11%,11%,11%,9%,10%,8%,7%,10%,10%,11%
Other Income +,23,18,21,26,-123,35,112,27,-26,36,41,150
Interest,2,83,78,52,34,25,16,4,0,0,0,0
Depreciation,23,18,17,18,18,15,14,13,13,12,11,12
Profit before tax,87,5,5,18,-104,40,130,66,5,72,82,193
Tax %,34%,366%,465%,106%,4%,17%,29%,20%,383%,27%,19%,12%
Net Profit +,52,-14,-18,-1,-108,34,93,53,-14,52,66,169
EPS in Rs,2.94,-0.79,-1.02,-0.11,-6.06,1.88,5.19,2.95,-0.76,2.94,3.79,9.64
Dividend Payout %,17%,-63%,-49%,-470%,-8%,27%,10%,17%,-66%,17%,13%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18
Reserves,"2,253","1,157","1,218","1,104","1,016","1,048","1,139","1,197","1,178","1,233","1,152","1,474"
Borrowings +,27,904,923,622,580,470,330,236,239,236,236,0
Other Liabilities +,62,109,97,97,73,59,54,62,53,49,44,67
Total Liabilities,"2,361","2,188","2,256","1,840","1,687","1,594","1,541","1,512","1,488","1,535","1,449","1,559"
Fixed Assets +,206,183,275,274,279,256,230,224,225,213,201,209
CWIP,6,10,6,20,6,6,1,0,1,1,0,0
