--- ABOUT ---
"Man Infraconstruction Limited (MICL) is an integrated EPC (Engineering, Procurement & Construction) company with experience and execution capabilities in Port, Residential, Commercial & Industrial and Road construction segments. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,237",105,192,21.1

Book Value,Dividend Yield,ROCE,ROE
56.2,0.86,13.9,9.95

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,680,510,215,242,297,342,230,242,294,183,149,153,146
Expenses +,556,401,151,139,247,258,203,181,187,142,112,121,127
Operating Profit,124,109,64,103,50,84,28,61,106,41,37,33,19
OPM %,18%,21%,30%,42%,17%,24%,12%,25%,36%,22%,25%,21%,13%
Other Income +,15,16,28,31,42,36,41,33,37,45,46,45,42
Interest,14,9,6,7,12,4,3,3,5,3,2,2,3
Depreciation,3,2,2,3,3,2,2,2,2,2,3,4,4
Profit before tax,122,114,83,123,77,113,63,89,136,80,78,72,55
Tax %,25%,23%,21%,30%,16%,25%,25%,5%,28%,27%,23%,28%,25%
Net Profit +,92,87,65,87,65,84,47,84,97,58,60,52,41
EPS in Rs,2.20,2.22,1.88,2.24,1.76,2.09,1.20,2.23,2.05,1.44,1.37,1.16,1.06
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,275,226,452,652,371,267,427,961,"1,890","1,263","1,108",630
Expenses +,245,191,343,453,271,269,331,714,"1,476",937,807,502
Operating Profit,29,35,109,199,101,-2,97,248,414,326,301,129
OPM %,11%,16%,24%,31%,27%,-1%,23%,26%,22%,26%,27%,20%
Other Income +,66,33,51,44,46,32,26,202,53,116,123,179
Interest,7,21,40,56,54,57,58,62,58,35,15,10
Depreciation,12,8,8,8,7,7,9,9,11,10,8,12
Profit before tax,75,39,112,179,85,-34,55,379,397,397,401,285
Tax %,35%,60%,42%,39%,50%,-64%,40%,21%,27%,24%,22%,26%
Net Profit +,49,15,66,109,43,-12,33,299,289,303,313,211
EPS in Rs,1.28,0.47,1.43,1.79,1.13,-0.19,0.86,5.83,6.96,8.09,7.53,4.97
Dividend Payout %,14%,215%,25%,20%,75%,-191%,70%,22%,13%,20%,12%,14%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,50,50,50,50,50,50,50,74,74,74,75,81
Reserves,588,552,605,639,644,620,625,785,"1,015","1,389","1,688","2,186"
Borrowings +,158,283,305,437,450,405,506,557,206,131,36,64
Other Liabilities +,148,139,239,226,202,224,275,300,486,560,378,448
Total Liabilities,943,"1,024","1,198","1,351","1,347","1,298","1,456","1,716","1,781","2,154","2,177","2,778"
Fixed Assets +,43,37,40,34,83,81,59,60,61,53,49,61
CWIP,125,130,130,130,132,0,1,2,0,0,0,0
Investments,120,115,168,97,24,22,63,150,113,277,272,530
Other Assets +,655,742,861,"1,090","1,108","1,195","1,333","1,504","1,607","1,824","1,856","2,187"
Total Assets,943,"1,024","1,198","1,351","1,347","1,298","1,456","1,716","1,781","2,154","2,177","2,778"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-45,-169,94,-169,16,88,78,187,448,573,133,-50
Cash from Investing Activity +,50,63,-59,87,119,83,-84,28,-102,-397,-115,-323
Cash from Financing Activity +,6,118,-17,44,-129,-137,20,-91,-458,-28,-116,306
Net Cash Flow,11,12,18,-39,6,34,14,123,-111,148,-98,-67
Free Cash Flow,-77,-179,131,-170,-4,93,107,191,441,579,130,-55
CFO/OP,-72%,-430%,123%,-48%,58%,"-5,254%",107%,114%,127%,199%,71%,19%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,182,199,77,54,132,112,89,48,64,42,29,41
Inventory Days,915,,"1,398","1,489","5,344","2,211","1,545",837,186,743,950,"2,772"
Days Payable,252,,340,241,396,257,301,195,97,181,141,277
Cash Conversion Cycle,845,199,"1,134","1,302","5,081","2,066","1,334",690,153,604,838,"2,536"
Working Capital Days,377,433,191,224,413,713,359,195,94,194,350,860
ROCE %,8%,7%,15%,21%,12%,2%,10%,33%,32%,28%,24%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,67.12%,67.15%,67.19%,67.31%,67.31%,67.18%,66.62%,66.65%,65.10%,62.29%,62.43%,62.46%
FIIs +,2.39%,3.72%,3.50%,3.55%,3.57%,3.71%,4.56%,3.81%,4.28%,5.21%,3.92%,3.80%
