--- ABOUT ---
"ICRA Limited was set up in 1991 by leading financial/investment institutions, commercial banks and financial services companies as an independent and professional investment Information and Credit Rating Agency. [1] It is involved in rating, management consulting and outsourcing and information services etc. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,136","5,322","7,135",27.5

Book Value,Dividend Yield,ROCE,ROE
"1,223",1.32,23.0,16.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,109,103,105,115,124,115,126,121,136,124,137,164,175
Expenses +,71,68,71,84,74,80,85,79,77,85,88,106,105
Operating Profit,38,35,34,30,50,35,41,42,59,40,49,57,70
OPM %,35%,34%,32%,26%,40%,31%,33%,35%,43%,32%,36%,35%,40%
Other Income +,16,18,16,17,24,18,20,19,21,24,21,9,14
Interest,0,0,0,3,7,2,0,1,1,2,1,1,1
Depreciation,3,2,3,4,4,4,4,4,4,4,4,10,10
Profit before tax,51,50,47,41,62,47,57,56,74,58,64,55,73
Tax %,24%,18%,32%,20%,24%,24%,35%,24%,24%,27%,25%,29%,28%
Net Profit +,39,41,32,32,47,36,37,42,56,43,48,39,53
EPS in Rs,39.76,41.77,32.92,33.31,48.56,36.80,38.05,43.55,57.75,43.97,49.54,40.22,54.35
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,322,341,333,309,328,321,301,343,403,446,498,600
Expenses +,252,240,231,194,215,225,220,222,260,297,320,384
Operating Profit,70,101,102,115,113,96,81,121,143,149,178,215
OPM %,22%,30%,31%,37%,34%,30%,27%,35%,35%,33%,36%,36%
Other Income +,42,27,39,49,45,48,43,41,50,75,77,68
Interest,2,1,0,0,0,2,2,2,1,10,5,4
Depreciation,10,10,9,8,6,10,10,8,10,13,16,28
Profit before tax,100,118,132,157,152,131,112,152,181,200,234,250
Tax %,35%,35%,33%,35%,30%,26%,26%,25%,25%,24%,27%,27%
Net Profit +,66,76,89,101,106,97,83,114,137,152,171,183
EPS in Rs,65.45,76.24,89.29,101.68,109.21,99.66,84.61,116.35,140.13,156.55,176.15,188.08
Dividend Payout %,37%,33%,30%,29%,27%,27%,32%,24%,93%,64%,34%,56%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,419,466,539,645,631,692,748,834,941,967,"1,044","1,171"
Borrowings +,10,0,0,0,0,0,17,14,13,13,13,18
Other Liabilities +,144,151,111,116,128,144,121,121,138,195,225,287
Total Liabilities,583,627,660,771,769,846,896,978,"1,101","1,184","1,292","1,486"
Fixed Assets +,91,92,37,36,34,54,46,46,47,91,90,315
CWIP,0,1,1,0,1,2,3,2,1,1,4,0
Investments,257,185,311,338,182,104,177,454,689,813,773,730
Other Assets +,234,350,312,396,552,685,669,478,364,278,426,442
Total Assets,583,627,660,771,769,846,896,978,"1,101","1,184","1,292","1,486"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,67,71,63,62,81,21,76,97,99,107,145,157
Cash from Investing Activity +,-31,-40,-12,-54,45,11,-32,-72,-77,28,-17,-110
Cash from Financing Activity +,-29,-40,-69,4,-121,-41,-32,-31,-32,-137,-103,-67
Net Cash Flow,7,-9,-17,12,5,-8,12,-7,-10,-2,25,-20
Free Cash Flow,63,61,60,63,81,17,74,91,90,100,133,145
CFO/OP,141%,114%,104%,98%,109%,59%,131%,114%,103%,106%,113%,103%

--- RATIOS ---
