--- ABOUT ---
"Incorporated in 1989, Indo Rama Synthetics Ltd is a manufacturer of polyester yarns and fibres [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,206",46.2,75.0,7.88

Book Value,Dividend Yield,ROCE,ROE
19.9,0.00,17.9,34.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,880,770,"1,259",940,904,944,951,"1,166","1,198","1,306","1,221","1,182","1,202"
Expenses +,857,794,"1,228",997,895,915,948,"1,102","1,116","1,215","1,152","1,132","1,099"
Operating Profit,23,-24,31,-56,10,29,3,63,82,91,68,50,102
OPM %,3%,-3%,2%,-6%,1%,3%,0%,5%,7%,7%,6%,4%,9%
Other Income +,5,1,1,4,1,1,3,2,23,3,2,6,5
Interest,20,24,31,37,41,38,38,40,42,29,34,36,32
Depreciation,8,8,10,10,11,12,12,13,12,12,12,12,12
Profit before tax,0,-55,-9,-99,-40,-19,-44,14,51,53,25,9,64
Tax %,"-1,373%",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit +,2,-55,-9,-99,-40,-19,-44,14,51,53,25,9,64
EPS in Rs,0.06,-2.11,-0.34,-3.79,-1.55,-0.73,-1.69,0.52,1.96,2.02,0.94,0.34,2.46
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,908","2,656","2,758","2,525","2,459","2,106","2,043","4,038","4,085","3,873","4,259","4,910"
Expenses +,"2,867","2,629","2,635","2,464","2,479","2,128","1,950","3,734","4,041","3,910","4,080","4,598"
Operating Profit,41,27,122,61,-20,-22,93,304,44,-37,179,312
OPM %,1%,1%,4%,2%,-1%,-1%,5%,8%,1%,-1%,4%,6%
Other Income +,202,136,5,-24,55,20,10,9,22,4,28,16
Interest,45,50,43,54,91,92,66,62,60,132,157,130
Depreciation,158,143,117,78,79,86,34,31,31,39,48,48
Profit before tax,40,-31,-33,-94,-135,-180,3,219,-25,-203,1,150
Tax %,-1%,-56%,-38%,-140%,-40%,75%,"-3,245%",-23%,-1%,0%,0%,0%
Net Profit +,40,-14,-21,38,-81,-317,113,269,-25,-203,1,150
EPS in Rs,2.65,-0.89,-1.36,2.48,-5.36,-12.12,4.34,10.30,-0.94,-7.79,0.05,5.75
Dividend Payout %,38%,-112%,-73%,40%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,152,152,152,152,152,261,261,261,261,261,261,261
Reserves,476,436,397,450,350,-39,72,339,312,107,107,258
Borrowings +,713,658,517,321,307,471,395,354,890,"1,339","1,136","1,133"
Other Liabilities +,846,823,820,"1,006",799,790,983,"1,152","1,250","1,199","1,431","1,592"
Total Liabilities,"2,187","2,069","1,886","1,929","1,608","1,483","1,711","2,105","2,713","2,907","2,936","3,244"
