--- ABOUT ---
"Polycab is India’s leading manufacturers of cables and wires and allied products such as uPVC conduits and lugs and glands. We have a range of cables and wires for practically every application. More recently Polycab has also launched a wide range of consumer electrical products like Fans, Switches, Switchgear, LED lights and Luminaries, Solar Inverters, and Pumps."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,51,885","10,083","10,121",60.4

Book Value,Dividend Yield,ROCE,ROE
798,0.47,33.2,23.0

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"4,324","3,889","4,218","4,340","5,592","4,698","5,498","5,226","6,986","5,906","6,477","7,636","8,864"
Expenses +,"3,721","3,341","3,609","3,771","4,830","4,115","4,867","4,506","5,960","5,048","5,456","6,670","7,703"
Operating Profit,603,549,609,570,762,583,632,720,"1,025",858,"1,021",966,"1,161"
OPM %,14%,14%,14%,13%,14%,12%,11%,14%,15%,15%,16%,13%,13%
Other Income +,52,64,35,71,54,58,76,25,48,80,45,50,60
Interest,28,25,27,32,24,41,45,50,33,51,48,69,75
Depreciation,53,57,60,62,66,67,72,79,80,86,97,106,98
Profit before tax,573,530,557,546,725,533,590,617,961,801,921,842,"1,049"
Tax %,25%,24%,23%,24%,24%,25%,25%,25%,24%,25%,25%,25%,25%
Net Profit +,429,403,430,417,553,402,445,464,734,600,693,630,786
EPS in Rs,28.38,26.67,28.37,27.49,36.34,26.34,29.24,30.42,48.31,39.34,45.54,41.30,51.33
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"4,707","5,202","5,500","6,770","7,986","8,830","8,792","12,204","14,108","18,039","22,408","28,884"
Expenses +,"4,266","4,710","5,020","6,041","7,035","7,701","7,681","10,940","12,265","15,548","19,445","24,870"
Operating Profit,442,492,480,729,950,"1,129","1,111","1,264","1,843","2,492","2,964","4,013"
OPM %,9%,9%,9%,11%,12%,13%,13%,10%,13%,14%,13%,14%
Other Income +,5,32,75,65,64,91,164,161,133,221,204,229
Interest,108,147,66,94,117,50,43,35,60,108,169,243
Depreciation,98,111,128,133,141,161,176,202,209,245,298,386
Profit before tax,241,265,361,567,756,"1,010","1,056","1,188","1,707","2,359","2,701","3,613"
Tax %,32%,30%,36%,37%,34%,24%,16%,23%,25%,24%,24%,25%
Net Profit +,164,185,233,359,500,766,886,917,"1,283","1,803","2,046","2,708"
EPS in Rs,11.64,13.09,16.48,25.35,35.39,50.97,59.15,60.80,84.85,118.75,134.28,177.48
Dividend Payout %,9%,13%,6%,0%,8%,14%,17%,23%,24%,25%,26%,26%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,141,141,141,141,141,149,149,149,150,150,150,151
Reserves,"1,489","1,642","1,853","2,206","2,706","3,688","4,605","5,394","6,487","8,037","9,678","11,858"
Borrowings +,546,796,856,800,272,157,282,118,109,161,202,236
Other Liabilities +,"1,138","1,296","1,729","1,300","2,509","1,967","1,978","1,750","2,678","3,718","3,718","8,220"
Total Liabilities,"3,314","3,875","4,579","4,448","5,628","5,961","7,015","7,412","9,424","12,066","13,749","20,465"
Fixed Assets +,822,985,"1,128","1,197","1,276","1,422","1,870","1,675","2,067","2,338","3,011","3,740"
CWIP,179,138,165,136,193,241,99,375,251,578,708,"1,139"
Investments,0,0,33,32,29,65,635,773,"1,350","1,822","1,749","3,405"
Other Assets +,"2,312","2,752","3,253","3,083","4,130","4,232","4,411","4,588","5,756","7,328","8,280","12,180"
Total Assets,"3,314","3,875","4,579","4,448","5,628","5,961","7,015","7,412","9,424","12,066","13,749","20,465"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,150,221,296,362,"1,230",244,"1,252",512,"1,428","1,296","1,809","3,811"
Cash from Investing Activity +,-173,-247,-295,-188,-408,-262,"-1,012",-427,"-1,203",-752,"-1,239","-2,850"
Cash from Financing Activity +,15,45,-10,-190,-651,11,-175,-201,-227,-387,-628,-799
Net Cash Flow,-8,20,-8,-15,171,-7,66,-116,-2,157,-59,162
Free Cash Flow,-52,-26,18,179,949,-45,"1,061",-8,969,438,853,"2,340"
CFO/OP,48%,69%,83%,69%,148%,48%,134%,67%,98%,75%,82%,117%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,84,95,80,70,61,59,60,39,32,41,42,48
Inventory Days,95,94,134,,128,116,113,86,104,105,86,99
Days Payable,101,101,120,,97,82,77,48,72,82,64,108
Cash Conversion Cycle,78,88,94,70,91,94,96,77,65,65,64,39
Working Capital Days,86,94,96,57,45,71,67,67,58,59,54,30
ROCE %,17%,17%,16%,22%,28%,29%,23%,21%,27%,31%,30%,33%

--- SHAREHOLDING PATTERN ---
