,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,65.99%,65.91%,65.78%,65.24%,65.02%,63.06%,63.05%,63.04%,63.01%,61.53%,61.50%,61.50%
FIIs +,9.66%,12.41%,13.41%,11.96%,13.63%,13.49%,12.76%,11.11%,11.45%,13.96%,14.82%,18.21%
DIIs +,9.75%,8.08%,7.61%,7.23%,6.93%,9.35%,10.66%,10.95%,11.61%,11.70%,11.13%,7.95%
Public +,14.61%,13.58%,13.18%,15.58%,14.42%,14.11%,13.52%,14.90%,13.94%,12.83%,12.54%,12.33%
No. of Shareholders,"3,09,229","3,17,468","3,37,380","4,23,787","3,85,285","3,84,949","3,74,787","4,27,928","3,98,064","3,70,871","3,62,580","3,62,997"

--- CAGR BOXES ---




