--- ABOUT ---
"Incorporated in 1986, HCL Infosystems Ltd is engaged in annual maintenance contracts related to Enterprise Distribution Customers [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
407,12.4,17.6,

Book Value,Dividend Yield,ROCE,ROE
-9.01,0.00,-53.0,

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,8,11,6,8,7,7,7,6,5,7,5,4,5
Expenses +,30,22,21,25,20,18,20,20,19,17,22,19,22
Operating Profit,-22,-11,-15,-17,-14,-10,-13,-14,-14,-10,-17,-15,-17
OPM %,-268%,-98%,-257%,-205%,-202%,-138%,-194%,-248%,-304%,-144%,-343%,-352%,-319%
Other Income +,17,5,20,8,8,6,6,9,10,6,12,5,8
Interest,0,0,0,0,0,0,0,0,0,0,0,0,5
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,-6,-6,5,-9,-5,-4,-8,-5,-4,-4,-6,-10,-13
Tax %,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit +,-6,-6,5,-9,-6,-4,-8,-5,-4,-4,-6,-10,-13
EPS in Rs,-0.17,-0.18,0.15,-0.28,-0.17,-0.13,-0.24,-0.16,-0.12,-0.14,-0.17,-0.30,-0.40
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Jun 2015,Mar 2016 9m,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"6,220","3,656","3,225","3,565","3,875","1,815",353,69,31,32,25,22
Expenses +,"6,317","3,846","3,434","4,304","4,011","2,033",601,170,103,88,76,81
Operating Profit,-97,-190,-208,-739,-137,-218,-248,-100,-71,-56,-51,-59
OPM %,-2%,-5%,-6%,-21%,-4%,-12%,-70%,-144%,-227%,-173%,-208%,-274%
Other Income +,130,138,135,99,140,243,113,143,37,42,31,31
Interest,155,135,152,141,123,90,56,16,4,2,1,5
Depreciation,52,32,31,27,12,9,4,1,1,1,0,0
Profit before tax,-174,-219,-257,-809,-132,-74,-195,26,-39,-16,-21,-33
Tax %,6%,-2%,-4%,1%,2%,84%,1%,5%,0%,0%,0%,0%
Net Profit +,-185,-214,-248,-814,-135,-136,-197,25,-39,-16,-21,-33
EPS in Rs,-5.61,-6.51,-7.53,-24.72,-4.11,-4.14,-5.98,0.74,-1.18,-0.48,-0.64,-1.00
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,45,45,45,66,66,66,66,66,66,66,66,66
Reserves,"1,213",759,505,170,38,-108,-306,-281,-319,-335,-357,-362
