--- ABOUT ---
"Avenue Supermarts Limited (DMart) is a national supermarket chain, with a focus on value-retailing. We offer a wide range of products with a focus on the Foods, Non-Foods (FMCG) and General Merchandise & Apparel product categories. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,79,605","4,287","4,950",94.1

Book Value,Dividend Yield,ROCE,ROE
375,0.00,17.2,13.0

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"10,594","11,865","12,624","13,572","12,727","14,069","14,444","15,973","14,872","16,360","16,676","18,101","17,684"
Expenses +,"9,823","10,830","11,619","12,453","11,783","12,848","13,351","14,755","13,917","15,061","15,463","16,638","16,473"
Operating Profit,772,"1,035","1,005","1,120",944,"1,221","1,094","1,217",955,"1,299","1,214","1,463","1,211"
OPM %,7%,9%,8%,8%,7%,9%,8%,8%,6%,8%,7%,8%,7%
Other Income +,33,39,37,33,38,42,34,24,25,19,20,17,18
Interest,16,15,16,15,13,16,16,18,19,29,35,37,41
Depreciation,164,162,174,189,205,193,208,228,241,232,253,268,284
Profit before tax,625,897,852,949,763,"1,054",903,995,720,"1,057",945,"1,175",904
Tax %,26%,27%,27%,27%,26%,27%,27%,27%,24%,27%,28%,27%,27%
Net Profit +,460,659,623,690,563,774,659,724,551,773,685,856,656
EPS in Rs,7.10,10.12,9.58,10.61,8.66,11.89,10.14,11.12,8.47,11.88,10.53,13.15,10.07
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"6,439","8,584","11,898","15,033","20,005","24,870","24,143","30,976","42,840","50,789","59,358","68,821"
Expenses +,"5,983","7,919","10,929","13,680","18,371","22,742","22,398","28,474","39,201","46,683","54,864","63,634"
Operating Profit,456,664,969,"1,353","1,633","2,128","1,745","2,502","3,639","4,106","4,495","5,187"
OPM %,7%,8%,8%,9%,8%,9%,7%,8%,8%,8%,8%,8%
Other Income +,20,17,28,88,48,60,194,114,128,145,117,74
Interest,72,91,122,60,47,69,42,54,67,58,69,142
Depreciation,82,98,128,159,212,374,414,498,639,731,870,"1,037"
Profit before tax,323,492,747,"1,222","1,422","1,745","1,483","2,064","3,060","3,461","3,673","4,082"
Tax %,34%,35%,36%,34%,37%,25%,26%,28%,22%,27%,26%,27%
Net Profit +,212,320,479,806,902,"1,301","1,099","1,492","2,378","2,536","2,707","2,970"
EPS in Rs,3.77,5.70,7.67,12.92,14.46,20.09,16.97,23.04,36.69,38.97,41.61,45.56
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,562,562,624,624,624,648,648,648,648,651,651,652
Reserves,638,959,"3,218","4,045","4,963","10,432","11,536","13,030","15,430","18,047","20,777","23,812"
Borrowings +,904,"1,192","1,497",439,700,333,393,647,643,592,820,"2,425"
Other Liabilities +,251,389,480,540,718,663,"1,079","1,146","1,383","1,882","2,065","2,635"
Total Liabilities,"2,355","3,102","5,819","5,648","7,006","12,076","13,655","15,471","18,105","21,172","24,313","29,524"
Fixed Assets +,"1,528","2,094","2,578","3,400","4,400","5,948","7,009","9,260","11,340","13,415","16,206","20,090"
CWIP,98,82,153,147,377,364,"1,020","1,129",829,935,"1,099","1,300"
Investments,15,29,26,68,17,15,3,6,202,107,3,4
Other Assets +,713,897,"3,063","2,033","2,212","5,749","5,624","5,076","5,733","6,716","7,004","8,130"
