--- ABOUT ---
"Incorporated in 1999, Adani Wilmar Ltd deals in edible oil and food and other FMCG products. Adani has exited the joint venture in FY24 to focus on other segments. AWL Agri Business is the new name decided in online voting. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"23,954",184,286,22.6

Book Value,Dividend Yield,ROCE,ROE
80.3,0.54,18.3,10.7

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"13,873","12,928","12,267","12,828","13,223","14,154","14,460","16,839","18,230","17,059","17,605","18,603","21,465"
Expenses +,"13,755","12,798","12,123","12,324","12,866","13,528","13,845","16,047","17,781","16,693","16,916","18,050","20,941"
Operating Profit,118,130,144,505,357,626,615,792,448,366,688,553,524
OPM %,1%,1%,1%,4%,3%,4%,4%,5%,2%,2%,4%,3%,2%
Other Income +,313,66,11,59,104,54,56,67,62,206,-79,106,159
Interest,210,171,220,187,171,166,177,204,178,159,189,185,174
Depreciation,92,94,96,95,79,96,92,108,98,103,107,111,128
Profit before tax,129,-68,-162,281,211,418,402,546,234,311,313,363,380
Tax %,28%,-12%,-19%,27%,27%,25%,30%,28%,25%,25%,27%,28%,29%
Net Profit +,94,-79,-131,201,157,313,311,411,191,238,245,269,293
EPS in Rs,0.72,-0.61,-1.01,1.55,1.21,2.41,2.39,3.16,1.46,1.82,1.88,2.07,2.25
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"28,797","29,657","37,090","54,155","58,185","51,225","63,672","74,731"
Expenses +,"27,666","28,348","35,765","52,418","57,223","50,090","61,186","72,600"
Operating Profit,"1,131","1,310","1,326","1,736",962,"1,135","2,486","2,131"
OPM %,4%,4%,4%,3%,2%,2%,4%,3%
Other Income +,122,110,104,172,961,240,233,392
Interest,487,569,407,541,775,749,724,707
Depreciation,199,241,268,309,358,364,395,449
Profit before tax,567,609,755,"1,059",789,262,"1,601","1,367"
Tax %,37%,34%,14%,27%,30%,35%,27%,28%
Net Profit +,376,461,729,804,582,148,"1,226","1,045"
EPS in Rs,32.86,40.32,63.74,6.18,4.48,1.14,9.43,8.02
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,12%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,114,114,114,130,130,130,130,129
Reserves,"1,997","2,456","3,185","7,476","8,036","8,186","9,294","10,311"
Borrowings +,"1,829","2,300","3,051","2,701","2,396","2,628","1,937","1,109"
Other Liabilities +,"7,662","6,915","6,978","11,010","10,417","8,833","11,051","13,209"
Total Liabilities,"11,603","11,786","13,328","21,317","20,979","19,777","22,412","24,759"
Fixed Assets +,"3,027","3,758","3,702","4,601","4,793","4,921","5,481","7,143"
CWIP,570,325,531,275,324,879,"1,060",443
Investments,147,206,332,362,392,312,624,"1,082"
Other Assets +,"7,858","7,497","8,763","16,079","15,469","13,665","15,248","16,092"
Total Assets,"11,603","11,786","13,328","21,317","20,979","19,777","22,412","24,759"

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,693",781,726,"1,198",663,289,"2,150","3,928"
Cash from Investing Activity +,-934,-506,-484,"-3,786",524,138,-278,"-1,066"
Cash from Financing Activity +,-762,-8,-531,"2,658",-919,-847,"-1,544","-1,678"
Net Cash Flow,-3,267,-289,70,268,-419,328,"1,184"
Free Cash Flow,785,151,265,663,-11,-641,"1,190","3,104"
CFO/OP,162%,69%,77%,83%,86%,40%,98%,201%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,16,11,15,15,12,13,14,13
Inventory Days,61,57,55,58,53,58,56,45
Days Payable,101,85,60,69,59,56,56,18
Cash Conversion Cycle,-24,-17,10,4,6,15,14,40
Working Capital Days,-19,-18,-8,-12,-6,-4,2,7
ROCE %,,27%,21%,19%,15%,10%,21%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,87.94%,87.94%,87.88%,87.88%,87.88%,87.88%,87.88%,74.36%,74.36%,63.94%,56.94%,56.94%
FIIs +,1.14%,0.63%,0.65%,0.77%,0.73%,0.95%,1.16%,4.31%,4.61%,14.11%,21.15%,21.86%
DIIs +,0.06%,0.06%,0.12%,0.29%,0.25%,0.07%,0.05%,8.90%,8.62%,8.82%,9.28%,8.37%
Public +,10.85%,11.36%,11.35%,11.08%,11.15%,11.11%,10.91%,12.08%,12.08%,12.78%,12.30%,12.38%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,0.34%,0.34%,0.34%,0.45%
No. of Shareholders,"11,44,602","11,53,748","12,00,267","11,73,450","11,61,453","10,75,647","10,59,390","10,57,695","10,34,675","10,13,527","9,66,721","9,41,828"

--- CAGR BOXES ---




