--- ABOUT ---
Time Technoplast is a multinational conglomerate involved in the manufacturing of technology and innovation driven polymer & composite products.(Source : 202003-01 Annual Report Page No:74)

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"8,807",178,249,18.8

Book Value,Dividend Yield,ROCE,ROE
82.8,0.70,16.7,13.4

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,192","1,079","1,194","1,325","1,394","1,230","1,371","1,388","1,469","1,353","1,511","1,565","1,677"
Expenses +,"1,023",932,"1,027","1,134","1,208","1,056","1,174","1,187","1,255","1,158","1,288","1,331","1,436"
Operating Profit,169,147,167,191,186,174,196,201,214,195,223,234,241
OPM %,14%,14%,14%,14%,13%,14%,14%,14%,15%,14%,15%,15%,14%
Other Income +,1,1,0,2,11,1,1,2,2,1,1,2,5
Interest,33,26,25,25,25,24,23,22,22,22,22,19,18
Depreciation,45,45,46,42,40,41,42,43,44,45,46,46,47
Profit before tax,92,76,96,126,133,110,133,137,150,129,157,171,181
Tax %,29%,25%,25%,26%,29%,27%,25%,25%,25%,25%,25%,25%,26%
Net Profit +,65,57,71,93,94,80,100,102,112,97,117,129,134
EPS in Rs,1.41,1.24,1.56,2.02,2.03,1.75,2.17,2.22,2.41,2.10,2.54,2.56,2.67
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,447","2,396","2,755","3,103","3,564","3,578","3,005","3,650","4,289","4,992","5,457","6,105"
Expenses +,"2,108","2,048","2,350","2,630","3,040","3,079","2,618","3,144","3,712","4,302","4,672","5,213"
Operating Profit,339,348,404,473,524,499,387,506,577,691,785,892
OPM %,14%,15%,15%,15%,15%,14%,13%,14%,13%,14%,14%,15%
Other Income +,4,22,2,2,3,2,4,3,4,14,5,9
Interest,104,96,90,88,99,108,98,92,105,101,92,80
Depreciation,87,99,116,137,146,156,151,157,171,173,170,183
Profit before tax,150,174,201,250,282,237,142,259,305,431,529,638
Tax %,25%,19%,25%,26%,26%,26%,26%,26%,27%,27%,25%,25%
Net Profit +,113,142,151,185,209,175,106,192,224,316,394,477
EPS in Rs,2.61,3.29,3.25,3.99,4.48,3.74,2.29,4.16,4.84,6.84,8.55,9.50
Dividend Payout %,10%,8%,10%,10%,10%,13%,15%,12%,13%,15%,15%,16%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,21,21,23,23,23,23,23,23,23,23,23,49
Reserves,"1,016","1,147","1,304","1,461","1,647","1,792","1,880","2,050","2,247","2,530","2,869","4,039"
Borrowings +,804,746,722,777,840,890,863,906,900,829,732,733
Other Liabilities +,493,505,523,632,691,659,538,626,660,732,775,817
Total Liabilities,"2,334","2,420","2,571","2,892","3,200","3,364","3,304","3,604","3,829","4,114","4,399","5,639"
Fixed Assets +,"1,154","1,147","1,100","1,200","1,279","1,349","1,281","1,314","1,383","1,368","1,373","1,435"
CWIP,43,71,87,94,98,81,40,70,68,41,79,230
Investments,0,0,0,0,0,0,0,0,0,2,3,6
Other Assets +,"1,138","1,202","1,384","1,598","1,822","1,934","1,983","2,220","2,379","2,703","2,943","3,968"
Total Assets,"2,334","2,420","2,571","2,892","3,200","3,364","3,304","3,604","3,829","4,114","4,399","5,639"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,269,289,188,303,281,301,257,291,370,406,431,233
Cash from Investing Activity +,-98,-120,-212,-244,-231,-138,-105,-179,-216,-187,-147,-446
Cash from Financing Activity +,-172,-167,19,-51,-58,-148,-151,-104,-154,-197,-249,624
Net Cash Flow,-0,1,-5,8,-7,16,1,8,1,22,35,411
Free Cash Flow,172,173,-24,59,51,164,155,104,147,251,275,-137
CFO/OP,87%,92%,56%,75%,65%,73%,75%,68%,76%,72%,70%,41%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,69,75,77,79,80,84,97,87,80,79,78,87
Inventory Days,102,104,104,109,107,110,132,129,117,107,108,111
Days Payable,67,70,66,74,69,65,56,55,48,45,42,37
Cash Conversion Cycle,104,110,115,113,118,130,173,161,150,141,143,161
Working Capital Days,19,26,53,61,65,81,111,104,96,93,106,127
ROCE %,13%,14%,14%,15%,16%,13%,9%,12%,13%,16%,17%,17%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,51.69%,51.69%,51.51%,51.56%,51.56%,51.56%,51.56%,51.62%,51.62%,51.62%,47.51%,47.57%
FIIs +,6.88%,5.96%,5.70%,6.18%,6.78%,6.69%,7.65%,8.07%,8.29%,8.41%,11.66%,10.88%
DIIs +,6.21%,9.95%,10.42%,10.93%,10.97%,12.87%,13.20%,12.99%,12.92%,13.18%,16.70%,17.37%
Public +,35.22%,32.39%,32.37%,31.32%,30.67%,28.88%,27.60%,27.32%,27.16%,26.79%,24.13%,24.18%
No. of Shareholders,"77,998","73,779","74,109","78,632","1,02,531","1,10,983","1,22,333","1,27,605","1,37,345","1,44,320","1,49,655","1,36,962"

--- CAGR BOXES ---




