--- ABOUT ---
"Having started its operations in 1920 as Gahagan Paints & Varnish in Mumbai,  Kansai Nerolac Paints is principally engaged in the manufacturing of Paints and is a market leader in Industrial coatings. [1] The company is subsidiary of Kansai Paints Co. Ltd Japan, from whom it continuously gets support and guidance in improvement of quality standards and getting best technology upgrades."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"17,074",211,264 / 158,29.5

Book Value,Dividend Yield,ROCE,ROE
83.0,1.18,12.0,8.82

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,734","2,157","1,957","1,919","1,769","2,133","1,951","1,922","1,817","2,162","1,954","1,982","1,954"
Expenses +,"1,565","1,825","1,683","1,675","1,590","1,803","1,739","1,687","1,651","1,859","1,739","1,742","1,737"
Operating Profit,168,332,273,244,179,330,212,235,166,303,215,240,216
OPM %,10%,15%,14%,13%,10%,15%,11%,12%,9%,14%,11%,12%,11%
Other Income +,10,678,22,20,33,34,27,671,37,53,28,-10,11
Interest,7,7,8,7,7,7,7,9,8,7,8,9,8
Depreciation,46,47,47,48,48,48,49,53,52,53,54,60,61
Profit before tax,125,956,240,208,157,308,183,844,144,295,182,161,158
Tax %,23%,23%,27%,27%,27%,27%,34%,22%,29%,27%,27%,27%,31%
Net Profit +,96,734,175,152,114,225,120,662,102,216,133,117,110
EPS in Rs,1.16,9.13,2.19,1.91,1.44,2.86,1.52,8.42,1.34,2.73,1.67,1.50,1.39
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,505","3,767","4,053","4,658","5,424","5,280","5,074","6,369","7,543","7,801","7,823","8,052"
Expenses +,"3,054","3,182","3,315","3,864","4,672","4,476","4,211","5,720","6,725","6,774","6,881","7,077"
Operating Profit,451,585,737,794,753,804,863,649,818,"1,028",942,975
OPM %,13%,16%,18%,17%,14%,15%,17%,10%,11%,13%,12%,12%
Other Income +,22,563,98,71,61,26,38,25,26,753,769,83
Interest,1,0,0,1,10,21,24,29,29,29,31,32
Depreciation,68,68,70,77,106,142,165,170,180,190,202,228
Profit before tax,404,"1,079",765,787,697,667,712,476,635,"1,561","1,478",797
Tax %,32%,16%,33%,35%,36%,23%,26%,28%,26%,25%,25%,28%
Net Profit +,275,902,510,514,448,516,526,343,468,"1,176","1,109",576
EPS in Rs,3.39,11.15,6.29,6.36,5.60,6.44,6.55,4.44,5.86,14.66,14.14,7.29
Dividend Payout %,28%,18%,32%,27%,31%,33%,53%,34%,31%,26%,27%,51%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,54,54,54,54,54,54,54,54,54,81,81,81
Reserves,"1,548","2,456","2,761","3,078","3,362","3,706","3,999","4,078","4,480","5,502","6,342","6,633"
Borrowings +,51,46,29,35,108,242,173,203,160,276,296,303
Other Liabilities +,720,685,793,962,994,881,"1,307","1,374","1,613","1,551","1,497","1,695"
