--- ABOUT ---
"Piccadily Agro Industries Ltd (PAIL),  was incorporated in the year 1994 and started its commercial operations in 1997 as a sugar processing company. Later in 2007, PAIL has set up a distillery unit. At present the company is engaged in manufacturing sugar and distillery products at a manufacturing plant in Haryana. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,707",579,806,41.5

Book Value,Dividend Yield,ROCE,ROE
91.4,0.00,18.0,17.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,200,219,114,178,269,196,185,182,255,214,212,276,335
Expenses +,185,194,90,143,202,168,143,135,190,176,166,199,264
Operating Profit,15,25,24,34,67,28,42,48,66,38,46,78,71
OPM %,7%,11%,21%,19%,25%,14%,23%,26%,26%,18%,22%,28%,21%
Other Income +,0,0,0,29,1,1,1,3,2,1,2,1,4
Interest,3,4,5,3,4,4,5,9,9,9,7,6,7
Depreciation,4,6,4,4,4,5,5,5,5,5,6,6,6
Profit before tax,9,15,15,57,59,20,33,36,54,25,35,68,63
Tax %,42%,26%,26%,21%,27%,29%,25%,32%,26%,26%,26%,29%,28%
Net Profit +,5,11,11,44,43,13,25,25,40,18,27,48,45
EPS in Rs,0.50,1.16,1.18,4.70,4.59,1.39,2.61,2.63,4.23,1.94,2.71,4.84,4.53
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,344,271,329,334,371,399,488,572,598,742,797,"1,038"
Expenses +,316,248,282,308,344,359,437,503,537,592,614,804
Operating Profit,28,23,47,26,27,40,52,69,62,150,183,233
OPM %,8%,9%,14%,8%,7%,10%,11%,12%,10%,20%,23%,22%
Other Income +,6,7,1,5,9,-1,3,1,1,30,7,8
Interest,9,15,17,16,17,15,16,14,13,16,28,28
Depreciation,11,11,13,13,13,13,13,15,16,18,19,23
Profit before tax,15,5,18,2,7,11,25,41,33,146,142,190
Tax %,39%,68%,57%,-148%,21%,-21%,29%,29%,30%,25%,28%,28%
Net Profit +,9,2,8,5,2,19,18,29,22,110,102,138
EPS in Rs,0.94,0.16,0.84,0.48,0.23,2.03,1.90,3.10,2.37,11.63,10.85,13.95
Dividend Payout %,0%,0%,0%,0%,0%,10%,26%,3%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,24,47,95,95,95,95,95,95,95,94,94,99
Reserves,110,86,59,64,55,75,91,112,137,245,586,802
Borrowings +,85,156,128,144,131,126,125,135,154,172,308,531
Other Liabilities +,130,102,141,156,189,166,198,187,207,228,156,208
Total Liabilities,349,391,423,458,470,461,509,529,593,739,"1,144","1,639"
Fixed Assets +,149,162,156,152,148,141,135,144,195,218,282,580
CWIP,4,30,47,50,46,46,46,52,32,42,201,73
Investments,52,53,64,64,65,69,62,59,61,61,60,70
Other Assets +,145,146,155,191,211,205,265,273,305,419,601,916
Total Assets,349,391,423,458,470,461,509,529,593,739,"1,144","1,639"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,42,-6,98,41,58,-0,22,45,37,51,-27,118
