Reserves,"10,641","11,356","12,383","14,068","14,851","15,602","18,165","20,680","23,246","26,545","31,032","34,270"
Borrowings +,"1,703","5,202","4,113","4,098","4,316","2,816","2,014","1,056",803,559,438,614
Other Liabilities +,"3,166","4,331","4,213","4,346","4,433","4,843","4,514","4,960","5,089","5,267","5,702","7,297"
Total Liabilities,"15,670","21,049","20,869","22,673","23,762","23,423","24,855","26,857","29,300","32,533","37,334","42,343"
Fixed Assets +,"6,830","9,368","9,492","9,950","9,608","9,683","9,516","9,683","9,160","9,607","10,006","12,434"
CWIP,581,"2,061","1,683",981,676,825,969,766,"1,093","1,153","1,566","2,042"
Investments,640,759,973,"1,259","2,554","1,471","2,710","2,551","3,662","5,449","7,933","8,223"
Other Assets +,"7,620","8,862","8,721","10,483","10,923","11,444","11,661","13,857","15,384","16,323","17,828","19,643"
Total Assets,"15,670","21,049","20,869","22,673","23,762","23,423","24,855","26,857","29,300","32,533","37,334","42,343"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,173","1,741","2,382","1,463","1,691","3,068","3,755","3,326","3,238","4,134","5,005","3,940"
Cash from Investing Activity +,-950,"-4,533","-1,304",-834,"-1,688",114,"-2,374","-1,858","-2,376","-2,982","-3,682","-2,234"
Cash from Financing Activity +,165,"3,104","-1,326",-385,-349,"-2,949","-1,240","-1,600",-958,"-1,200","-1,293","-1,234"
Net Cash Flow,388,312,-248,243,-345,234,141,-132,-97,-49,30,473
Free Cash Flow,548,688,"1,284",723,"1,187","2,083","2,964","2,645","2,102","2,819","3,490",928
CFO/OP,72%,91%,113%,77%,74%,122%,113%,98%,90%,91%,94%,94%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,64,62,65,75,93,83,66,57,65,68,73,73
Inventory Days,329,273,239,271,250,267,232,230,228,217,231,252
Days Payable,126,106,108,142,123,139,103,108,112,102,116,123
Cash Conversion Cycle,267,230,196,204,220,211,195,180,181,182,188,202
Working Capital Days,89,-10,99,118,132,113,94,95,113,120,128,106
ROCE %,15%,13%,7%,9%,11%,12%,17%,17%,18%,23%,23%,15%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,33.46%,33.46%,33.46%,33.46%,30.91%,30.93%,29.19%,29.20%,29.19%,29.22%,29.22%,29.22%
FIIs +,25.49%,25.74%,25.73%,25.82%,27.82%,28.80%,26.65%,26.28%,25.24%,24.54%,23.93%,22.55%
DIIs +,24.05%,23.90%,24.05%,24.15%,24.66%,23.95%,27.49%,27.89%,28.98%,29.98%,30.45%,31.71%
Government +,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.23%,0.26%,0.27%,0.27%,0.27%,0.27%
Public +,16.76%,16.68%,16.53%,16.36%,16.40%,16.11%,16.43%,16.36%,16.30%,15.99%,16.12%,16.26%
No. of Shareholders,"4,66,515","4,26,863","4,25,731","4,36,154","4,63,569","4,70,234","5,25,114","5,43,420","5,49,655","5,34,587","5,40,521","5,84,217"

--- CAGR BOXES ---




