--- ABOUT ---
"Incorporated in 1935, Cipla Ltd is in the business of manufacturing, developing, and marketing a wide range of branded and generic formulations and APIs [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,09,205","1,352","1,673",28.7

Book Value,Dividend Yield,ROCE,ROE
426,0.96,15.5,11.6

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"5,739","6,329","6,678","6,604","6,163","6,694","7,051","7,073","6,730","6,957","7,589","7,074","6,541"
Expenses +,"4,566","4,835","4,944","4,856","4,847","4,978","5,165","5,084","5,192","5,179","5,695","5,819","5,586"
Operating Profit,"1,174","1,494","1,734","1,748","1,316","1,716","1,886","1,989","1,538","1,778","1,895","1,255",955
OPM %,20%,24%,26%,26%,21%,26%,27%,28%,23%,26%,25%,18%,15%
Other Income +,-48,136,176,-10,249,160,191,222,289,259,269,-70,148
Interest,34,16,26,30,18,18,15,15,14,14,13,14,13
Depreciation,346,239,290,233,288,247,272,280,309,253,297,278,383
Profit before tax,745,"1,375","1,594","1,474","1,259","1,611","1,789","1,916","1,504","1,770","1,854",893,707
Tax %,30%,28%,28%,28%,26%,27%,27%,17%,19%,27%,27%,24%,22%
Net Profit +,522,998,"1,155","1,068",932,"1,175","1,305","1,575","1,214","1,292","1,353",674,543
EPS in Rs,6.51,12.33,14.01,13.08,11.63,14.58,16.13,19.45,15.13,16.06,16.73,8.37,6.87
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"11,345","13,790","14,394","15,156","16,362","17,132","19,160","21,763","22,753","25,774","27,548","28,163"
Expenses +,"9,183","11,310","11,898","12,329","13,265","13,926","14,907","17,211","17,726","19,483","20,420","22,280"
Operating Profit,"2,163","2,480","2,496","2,826","3,097","3,206","4,252","4,553","5,027","6,291","7,128","5,883"
OPM %,19%,18%,17%,19%,19%,19%,22%,21%,22%,24%,26%,21%
Other Income +,164,208,208,280,477,344,266,99,293,552,862,606
Interest,168,207,159,114,168,197,161,106,110,90,62,54
Depreciation,505,754,"1,323","1,323","1,326","1,175","1,068","1,052","1,172","1,051","1,107","1,211"
Profit before tax,"1,654","1,727","1,222","1,669","2,079","2,178","3,290","3,493","4,038","5,702","6,821","5,224"
Tax %,24%,19%,15%,15%,27%,29%,27%,27%,30%,27%,22%,26%
Net Profit +,"1,229","1,383","1,035","1,417","1,492","1,500","2,389","2,547","2,833","4,154","5,269","3,862"
EPS in Rs,14.71,16.93,12.51,17.52,18.96,19.18,29.82,31.19,34.71,51.05,65.28,48.02
Dividend Payout %,14%,12%,16%,17%,16%,21%,17%,16%,24%,25%,25%,27%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,161,161,161,161,161,161,161,161,161,161,162,162
