--- ABOUT ---
"GMR Infrastructure is mainly engaged in development, maintenance and operation of airports, generation of power, coal mining and exploration activities, development of highways, development, maintenance and operation of special economic zones, and construction business including Engineering, Procurement and Construction (EPC) contracting activities.(Source : 201903 Annual Report Page No: 145)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,14,913",109,111,553

Book Value,Dividend Yield,ROCE,ROE
-2.35,0.00,11.6,

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,890","2,018","2,064","2,227","2,447","2,402","2,495","2,653","2,863","3,205","3,670","3,994","3,938"
Expenses +,"1,635","1,265","1,337","1,558","1,630","1,506","1,636","1,662","1,854","2,041","2,223","2,293","2,493"
Operating Profit,254,753,726,669,817,896,859,992,"1,009","1,165","1,447","1,701","1,445"
OPM %,13%,37%,35%,30%,33%,37%,34%,37%,35%,36%,39%,43%,37%
Other Income +,118,251,184,116,263,160,260,562,241,208,130,-73,260
Interest,672,594,673,857,823,889,"1,031",829,955,949,"1,043",917,950
Depreciation,301,296,373,393,405,466,474,479,491,489,431,465,452
Profit before tax,-601,114,-135,-465,-148,-300,-386,246,-196,-65,103,246,302
Tax %,6%,85%,40%,5%,13%,13%,11%,18%,29%,111%,66%,29%,-32%
Net Profit +,-637,17,-190,-486,-168,-338,-429,202,-253,-137,35,174,400
EPS in Rs,-0.73,0.03,-0.15,-0.53,-0.20,-0.23,-0.27,0.25,-0.23,-0.20,-0.04,0.12,0.29
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"11,088","8,261","9,557","8,556","7,411","8,395","3,566","4,601","6,674","8,755","10,414","14,807"
Expenses +,"8,533","7,804","6,394","6,999","5,958","6,217","2,661","2,316","4,947","5,783","6,639","9,050"
Operating Profit,"2,555",457,"3,163","1,558","1,453","2,178",905,"2,285","1,727","2,972","3,775","5,757"
OPM %,23%,6%,33%,18%,20%,26%,25%,50%,26%,34%,36%,39%
Other Income +,23,369,381,718,"-1,228",144,"-1,930",-521,923,788,"1,205",524
Interest,"3,572","2,196","2,128","2,316","2,684","3,545","1,803","2,019","2,338","2,929","3,705","3,859"
Depreciation,"1,813","1,197","1,019","1,028",984,"1,064",886,889,"1,038","1,466","1,910","1,837"
Profit before tax,"-2,806","-2,568",397,"-1,069","-3,444","-2,287","-3,714","-1,144",-727,-635,-635,586
Tax %,5%,7%,187%,4%,-3%,-4%,-8%,-1%,16%,30%,29%,19%
Net Profit +,"-2,972","-2,749",-347,"-1,115","-3,356","-2,202","-3,428","-1,131",-840,-828,-817,472
EPS in Rs,-5.16,-4.49,-0.94,-2.26,-5.93,-4.02,-4.63,-1.70,-0.30,-0.93,-0.37,0.17
Dividend Payout %,-0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,436,604,604,604,604,604,604,604,604,604,"1,056","1,056"
