--- ABOUT ---
"Incorporated in 1952 by Johnston Pump Company Inc., USA, WPIL is engaged in the entire value chain of Pumps & Pumping Systems from concept to commissioning and execution of water supply projects on a turnkey basis for industrial units, power utilities, irrigation departments, etc. Clients include irrigation departments of various states like Telangana, Madhya Pradesh, central utilities, large PSUs, and various private sector entities. In 2002, Mr. Prakash Agarwal acquired a controlling stake in the company from the B. M. Khaitan group. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,563",467,524,28.8

Book Value,Dividend Yield,ROCE,ROE
163,0.43,14.6,10.7

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,520,324,319,431,591,363,491,382,572,379,426,539,511
Expenses +,418,264,252,361,489,302,387,333,492,329,346,426,436
Operating Profit,102,59,67,70,102,60,104,48,80,49,80,113,76
OPM %,20%,18%,21%,16%,17%,17%,21%,13%,14%,13%,19%,21%,15%
Other Income +,18,8,7,504,4,13,10,17,6,12,14,18,14
Interest,7,7,7,9,7,8,9,11,12,11,13,11,12
Depreciation,7,7,7,8,8,8,8,8,9,9,10,10,11
Profit before tax,105,53,59,557,92,59,98,46,65,40,71,109,67
Tax %,25%,24%,28%,4%,28%,26%,28%,19%,136%,36%,28%,31%,30%
Net Profit +,79,40,43,535,66,43,70,37,-24,26,52,76,47
EPS in Rs,7.32,3.25,3.53,35.30,6.53,3.96,6.17,3.21,0.18,2.29,4.20,5.56,4.14
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,482,730,708,845,"1,156",909,995,"1,181","1,605","1,664","1,807","1,855"
Expenses +,417,680,658,748,922,790,838,971,"1,337","1,366","1,514","1,536"
Operating Profit,65,49,50,97,234,119,157,210,268,298,293,318
OPM %,13%,7%,7%,11%,20%,13%,16%,18%,17%,18%,16%,17%
Other Income +,2,10,9,17,21,16,32,10,68,524,47,58
Interest,29,27,27,22,13,21,22,20,24,31,39,48
Depreciation,7,27,22,22,19,37,37,37,28,30,33,41
Profit before tax,31,5,10,69,223,77,129,163,284,762,267,288
Tax %,40%,174%,118%,48%,29%,30%,24%,28%,23%,10%,53%,31%
Net Profit +,19,-4,-2,36,157,54,99,118,220,684,127,200
EPS in Rs,1.89,0.10,0.73,4.10,12.87,5.75,8.62,9.96,19.36,48.62,13.52,16.19
Dividend Payout %,11%,193%,28%,10%,6%,13%,12%,10%,10%,8%,15%,12%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,238,236,249,284,397,444,533,625,800,"1,236","1,362","1,581"
Borrowings +,103,268,273,173,138,377,312,317,258,220,465,502
Other Liabilities +,136,306,268,521,498,572,660,855,"1,134","1,162","1,093","1,173"
Total Liabilities,487,819,799,988,"1,044","1,403","1,514","1,806","2,202","2,628","2,930","3,265"
Fixed Assets +,141,207,180,182,176,449,429,421,467,439,497,654
CWIP,1,1,2,0,1,1,1,9,9,14,9,2
Investments,-0,0,14,13,14,13,16,17,20,25,32,42
Other Assets +,345,611,603,792,853,939,"1,070","1,359","1,706","2,150","2,391","2,568"
Total Assets,487,819,799,988,"1,044","1,403","1,514","1,806","2,202","2,628","2,930","3,265"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,26,-97,63,182,141,55,230,115,187,-90,-150,-93
Cash from Investing Activity +,-4,-91,3,-50,-34,-296,-38,-49,-109,517,-320,180
