--- ABOUT ---
"APL Apollo Tubes Limited (APL Apollo) is one of India’s leading branded steel products manufacturers. Headquartered at Delhi NCR, the Company runs 10 manufacturing facilities churning out over 1,500 varieties of MS Black Pipes, Galvanised Tubes, Pre-Galvanised Tubes, Structural ERW Steel Tubes and Hollow Sections to serve industry applications like urban infrastructures, housing, irrigation, solar plants, greenhouses and engineering. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"51,967","1,872","2,301 / 1,492",43.2

Book Value,Dividend Yield,ROCE,ROE
191,0.31,31.6,25.3

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"4,431","4,545","4,630","4,178","4,766","4,974","4,774","5,433","5,509","5,170","5,206","5,982","6,269"
Expenses +,"4,108","4,238","4,305","3,898","4,485","4,673","4,636","5,087","5,095","4,798","4,759","5,511","5,758"
Operating Profit,323,307,325,280,280,302,138,346,414,372,447,472,511
OPM %,7%,7%,7%,7%,6%,6%,3%,6%,8%,7%,9%,8%,8%
Other Income +,18,22,20,15,19,25,15,22,35,26,25,25,36
Interest,25,27,27,28,31,28,36,37,32,33,28,33,32
Depreciation,47,41,41,47,47,46,47,50,58,54,58,59,59
Profit before tax,269,261,277,219,221,252,70,280,359,310,386,404,457
Tax %,25%,26%,27%,24%,23%,23%,23%,23%,18%,23%,22%,23%,22%
Net Profit +,202,194,203,166,170,193,54,217,293,237,302,310,354
EPS in Rs,7.28,6.98,7.32,5.96,6.14,6.96,1.94,7.82,10.56,8.55,10.86,11.17,12.76
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,090","4,154","3,924","5,335","7,152","7,723","8,500","13,063","16,166","18,119","20,690","23,079"
Expenses +,"2,908","3,872","3,590","4,964","6,759","7,246","7,821","12,118","15,143","16,926","19,490","21,277"
Operating Profit,182,282,334,371,393,478,679,946,"1,022","1,193","1,199","1,802"
OPM %,6%,7%,9%,7%,5%,6%,8%,7%,6%,7%,6%,8%
Other Income +,4,-15,5,8,12,22,36,40,46,74,96,112
Interest,66,70,72,81,113,107,66,44,67,113,133,125
Depreciation,22,34,51,53,64,96,103,109,138,176,201,231
Profit before tax,98,163,216,244,227,296,546,832,863,978,960,"1,557"
Tax %,35%,38%,30%,35%,35%,14%,25%,26%,26%,25%,21%,23%
Net Profit +,64,101,152,158,148,256,408,619,642,732,757,"1,203"
EPS in Rs,2.72,4.29,6.45,6.66,6.22,9.58,14.42,24.73,23.14,26.39,27.28,43.33
Dividend Payout %,22%,23%,19%,21%,23%,0%,0%,14%,22%,21%,21%,20%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,23,24,24,24,25,25,50,55,56,56,56
Reserves,472,544,680,814,940,"1,331","1,670","2,414","2,950","3,549","4,153","5,241"
Borrowings +,482,651,594,775,858,834,520,581,873,"1,144",634,498
Other Liabilities +,345,442,547,568,952,"1,075","1,184","1,407","1,973","2,438","2,753","3,039"
Total Liabilities,"1,323","1,660","1,845","2,181","2,774","3,266","3,399","4,452","5,852","7,187","7,596","8,833"
Fixed Assets +,614,666,670,886,"1,034","1,708","1,736","1,837","2,580","3,281","3,668","4,060"
CWIP,24,32,122,46,27,10,108,504,374,203,336,328
Investments,19,13,0,1,49,2,1,91,96,103,126,48
Other Assets +,666,949,"1,052","1,248","1,663","1,546","1,554","2,020","2,801","3,600","3,467","4,396"
