--- ABOUT ---
"Incorporated in 1920, Aspinwall & Company Ltd is in diversified business activities including coffee processing and trading, logistics services [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
193,247,315,21.5

Book Value,Dividend Yield,ROCE,ROE
257,2.63,6.35,4.57

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,65.53,72.40,59.26,86.09,77.89,82.98,74.00,89.77,89.21,90.00,83.19,113.66,130.30
Expenses +,63.29,71.65,56.60,82.88,75.41,78.72,69.33,83.55,85.49,91.78,83.10,103.49,121.17
Operating Profit,2.24,0.75,2.66,3.21,2.48,4.26,4.67,6.22,3.72,-1.78,0.09,10.17,9.13
OPM %,3.42%,1.04%,4.49%,3.73%,3.18%,5.13%,6.31%,6.93%,4.17%,-1.98%,0.11%,8.95%,7.01%
Other Income +,2.21,3.10,0.74,1.28,3.93,2.18,1.20,1.45,1.50,1.09,6.50,0.33,2.16
Interest,0.27,0.76,1.24,1.05,0.36,0.63,0.77,0.76,1.91,1.96,1.94,1.83,1.11
Depreciation,1.33,1.16,1.19,1.28,1.56,1.23,1.27,1.27,1.26,1.32,1.38,1.48,1.47
Profit before tax,2.85,1.93,0.97,2.16,4.49,4.58,3.83,5.64,2.05,-3.97,3.27,7.19,8.71
Tax %,47.02%,21.24%,8.25%,-21.76%,-25.61%,19.87%,1.31%,14.54%,-10.24%,-17.63%,14.37%,-5.98%,31.00%
Net Profit +,1.51,1.52,0.89,2.63,5.64,3.67,3.78,4.82,2.26,-3.27,2.80,7.62,6.01
EPS in Rs,1.93,1.94,1.14,3.36,7.21,4.69,4.83,6.17,2.89,-4.18,3.58,9.75,7.69
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,226,239,245,283,276,256,253,260,295,296,336,417
Expenses +,215,223,224,255,265,255,241,241,273,286,317,400
Operating Profit,11,16,21,27,11,1,12,19,21,10,19,18
OPM %,5%,7%,9%,10%,4%,0%,5%,7%,7%,3%,6%,4%
Other Income +,5,4,4,1,8,7,5,7,21,9,6,10
Interest,8,5,6,5,7,5,4,3,2,4,4,7
Depreciation,2,2,2,3,3,3,3,4,5,5,5,6
Profit before tax,6,13,16,21,9,-1,9,19,36,10,16,15
Tax %,12%,36%,40%,37%,16%,-30%,31%,18%,20%,-12%,10%,13%
Net Profit +,5,8,10,13,7,-0,6,15,29,11,15,13
EPS in Rs,6.38,10.53,12.68,16.51,9.29,-0.54,8.22,19.53,36.52,13.66,18.58,16.83
Dividend Payout %,28%,24%,24%,21%,32%,-465%,43%,31%,16%,44%,35%,39%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,8
Reserves,101,107,119,129,132,127,134,146,169,175,185,193
Borrowings +,37,39,26,69,67,46,34,24,17,23,69,79
Other Liabilities +,37,49,59,57,49,55,58,62,52,44,50,53
Total Liabilities,183,203,211,263,256,237,233,240,246,251,312,333
Fixed Assets +,50,52,52,53,75,75,72,82,81,87,84,89
CWIP,0,6,12,18,0,0,2,1,1,1,3,2
Investments,2,3,3,3,3,1,1,2,2,1,1,1
Other Assets +,131,143,144,189,178,161,158,155,161,162,224,241
Total Assets,183,203,211,263,256,237,233,240,246,251,312,333

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,6,13,24,-30,17,31,20,16,35,4,-35,-22
Cash from Investing Activity +,8,-3,-7,-6,-3,0,-1,3,9,-7,-23,20
