--- ABOUT ---
"Carborundum Universal Ltd, a part of the Chennai-based Murugappa group, is engaged in the manufacturing of abrasives, ceramics, refractories, and electro-minerals. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"23,654","1,242","1,307 / 735",92.4

Book Value,Dividend Yield,ROCE,ROE
205,0.32,10.5,6.89

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,200","1,203","1,146","1,151","1,201","1,198","1,224","1,255","1,217","1,219","1,298","1,291","1,398"
Expenses +,"1,009","1,034",979,960,992,"1,004","1,029","1,078","1,071","1,098","1,142","1,134","1,254"
Operating Profit,190,169,168,191,209,194,195,177,146,121,156,157,144
OPM %,16%,14%,15%,17%,17%,16%,16%,14%,12%,10%,12%,12%,10%
Other Income +,59,41,31,25,25,19,23,-77,18,27,23,22,-103
Interest,7,5,5,5,4,3,4,4,3,3,4,5,6
Depreciation,53,46,46,48,51,51,52,53,56,59,62,61,65
Profit before tax,190,160,148,163,180,158,162,43,105,86,113,113,-30
Tax %,22%,26%,30%,31%,21%,27%,28%,13%,71%,30%,34%,35%,34%
Net Profit +,149,118,104,112,143,115,116,38,30,60,74,73,-40
EPS in Rs,7.22,5.96,5.36,5.86,7.09,5.94,6.09,1.83,1.53,3.25,3.91,3.99,-0.92
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,042","1,944","2,112","2,374","2,689","2,599","2,632","3,325","4,654","4,702","4,894","5,206"
Expenses +,"1,808","1,636","1,777","1,975","2,250","2,199","2,166","2,784","3,999","3,961","4,178","4,627"
Operating Profit,234,308,336,400,439,400,466,540,655,741,717,579
OPM %,11%,16%,16%,17%,16%,15%,18%,16%,14%,16%,15%,11%
Other Income +,112,39,41,37,46,62,32,56,136,118,-23,-32
Interest,25,23,18,9,8,6,4,6,24,18,14,19
Depreciation,100,87,96,106,108,105,99,115,187,191,212,247
Profit before tax,220,237,262,322,369,351,395,477,580,650,468,282
Tax %,37%,34%,30%,32%,33%,22%,26%,27%,24%,27%,36%,40%
Net Profit +,138,155,184,220,248,275,293,350,442,476,299,168
EPS in Rs,7.05,7.65,9.27,11.41,13.09,14.38,15.00,17.56,21.80,24.24,15.37,10.22
Dividend Payout %,18%,20%,19%,20%,21%,19%,20%,20%,16%,16%,26%,24%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,"1,070","1,173","1,364","1,545","1,705","1,839","2,113","2,345","2,802","3,107","3,510","3,881"
Borrowings +,340,320,156,129,97,70,62,240,277,172,216,413
Other Liabilities +,387,348,374,394,401,354,486,692,774,793,835,978
Total Liabilities,"1,816","1,860","1,913","2,088","2,222","2,283","2,679","3,296","3,872","4,091","4,580","5,291"
Fixed Assets +,793,659,705,736,695,748,777,"1,006","1,527","1,555","1,716","1,906"
CWIP,43,85,73,30,46,39,28,58,87,84,118,141
Investments,41,131,124,180,227,189,127,138,161,172,201,199
Other Assets +,938,985,"1,011","1,141","1,254","1,307","1,747","2,094","2,096","2,280","2,544","3,045"
Total Assets,"1,816","1,860","1,913","2,088","2,222","2,283","2,679","3,296","3,872","4,091","4,580","5,291"

--- CASH FLOW ---
