--- ABOUT ---
"Incorporated in 1979, Fineotex Chemicals  Ltd is engaged in the business of manufacturing auxiliaries and specialty chemicals for textiles, construction, water treatment, fertilizer, leather, and paint industries [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,068",43.5,45.7 / 19.0,46.6

Book Value,Dividend Yield,ROCE,ROE
7.58,0.18,18.3,13.5

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,138,132,145,138,153,142,146,126,120,137,138,184,314
Expenses +,105,101,107,98,115,107,109,92,99,112,107,149,270
Operating Profit,33,32,38,40,38,35,36,34,21,25,31,35,44
OPM %,24%,24%,26%,29%,25%,25%,25%,27%,18%,18%,23%,19%,14%
Other Income +,2,4,4,5,4,5,7,5,8,9,8,7,9
Interest,0,0,0,0,1,0,0,0,0,0,0,0,1
Depreciation,1,1,1,1,2,2,2,3,2,3,3,3,4
Profit before tax,33,34,40,44,40,38,41,36,26,31,35,38,48
Tax %,22%,22%,22%,24%,24%,22%,21%,24%,24%,21%,26%,21%,9%
Net Profit +,26,26,31,33,30,29,32,28,20,25,26,30,44
EPS in Rs,0.23,0.23,0.28,0.29,0.27,0.26,0.28,0.24,0.17,0.22,0.23,0.23,0.27
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,102,110,127,141,182,196,219,368,517,569,533,772
Expenses +,85,82,98,111,148,162,178,297,404,421,406,637
Operating Profit,16,28,29,30,34,35,41,71,113,148,127,135
OPM %,16%,26%,23%,21%,19%,18%,19%,19%,22%,26%,24%,17%
Other Income +,5,2,10,5,1,-11,17,6,7,17,24,33
Interest,0,0,0,1,1,1,1,1,1,1,1,1
Depreciation,0,1,1,1,1,1,1,3,4,6,9,13
Profit before tax,20,29,38,34,34,22,56,73,115,158,141,153
Tax %,28%,31%,24%,29%,28%,35%,20%,22%,22%,23%,23%,18%
Net Profit +,15,20,29,24,24,14,45,57,90,121,109,125
EPS in Rs,0.11,0.16,0.23,0.20,0.20,0.12,0.38,0.50,0.80,1.08,0.94,0.93
Dividend Payout %,9%,13%,4%,10%,5%,4%,8%,8%,10%,15%,8%,3%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,22,22,22,22,22,22,22,23,116
Reserves,54,69,90,113,137,147,187,240,327,425,708,766
Borrowings +,2,3,1,5,2,3,3,2,7,5,0,8
Other Liabilities +,23,20,26,21,34,35,54,75,67,96,83,269
