--- ABOUT ---
"Oriental Hotels Limited is an associate company of The Indian Hotels Company Limited (IHCL). The company has seven hotels – Taj Coromandel, Chennai; Taj Fisherman’s Cove Resort & Spa, Chennai; Taj Malabar Resort & Spa, Cochin; Vivanta Coimbatore; Vivanta Mangalore; The Gateway Hotel Pasumalai, Madurai; and Gateway Coonoor – an IHCL SeleQtions hotel. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,167",121,169,31.6

Book Value,Dividend Yield,ROCE,ROE
42.7,0.41,12.1,9.50

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,111,93,91,102,107,82,103,122,133,108,110,139,136
Expenses +,79,70,71,74,81,70,79,87,94,82,84,97,98
Operating Profit,32,22,20,29,27,12,25,35,39,26,26,42,39
OPM %,29%,24%,22%,28%,25%,14%,24%,28%,29%,24%,24%,30%,28%
Other Income +,4,1,2,5,4,1,0,1,1,0,5,1,2
Interest,5,5,5,5,3,4,5,5,4,4,4,4,3
Depreciation,6,6,6,6,6,7,8,9,9,8,9,9,9
Profit before tax,26,13,11,22,21,2,13,22,26,14,19,31,29
Tax %,30%,32%,31%,24%,21%,26%,34%,34%,32%,33%,33%,33%,-3%
Net Profit +,21,7,4,19,19,-1,6,15,19,7,8,21,32
EPS in Rs,1.16,0.41,0.24,1.04,1.08,-0.08,0.32,0.86,1.09,0.37,0.45,1.17,1.81
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,367,311,335,358,347,291,116,219,395,393,440,494
Expenses +,306,278,286,302,295,253,148,196,282,295,330,361
Operating Profit,60,33,49,56,51,38,-32,23,112,98,110,132
OPM %,16%,11%,15%,16%,15%,13%,-28%,11%,29%,25%,25%,27%
Other Income +,3,-6,5,4,104,7,7,7,11,11,3,8
Interest,32,32,32,31,27,24,22,22,20,17,17,14
Depreciation,33,24,25,28,28,28,29,26,23,24,33,34
Profit before tax,-2,-28,-3,2,100,-6,-76,-18,80,68,63,92
Tax %,-125%,-29%,15%,136%,13%,3%,-29%,-29%,31%,26%,33%,22%
Net Profit +,1,-12,5,6,92,-8,-71,-20,54,50,39,68
EPS in Rs,0.09,-0.69,0.28,0.34,5.13,-0.46,-3.99,-1.13,3.04,2.78,2.20,3.80
Dividend Payout %,436%,-29%,-0%,-0%,10%,-43%,-0%,-0%,16%,18%,23%,17%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18
Reserves,329,402,394,424,516,513,433,422,521,601,664,744
Borrowings +,348,317,322,313,243,228,253,280,215,202,183,131
Other Liabilities +,141,82,75,72,75,69,67,66,74,70,85,89
Total Liabilities,836,819,809,827,852,828,771,786,828,890,950,981
Fixed Assets +,537,407,391,376,395,396,372,355,380,388,481,478
CWIP,5,4,4,17,2,2,5,0,4,54,1,1
Investments,100,238,235,259,289,272,248,252,296,334,366,397
Other Assets +,194,170,179,175,167,158,146,179,148,114,101,105
Total Assets,836,819,809,827,852,828,771,786,828,890,950,981

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,64,28,42,52,38,45,-21,29,104,91,100,128
Cash from Investing Activity +,-26,-7,-4,-19,82,39,-1,-32,-10,-57,-56,-47
Cash from Financing Activity +,-43,-18,-32,-40,-98,-65,-0,4,-105,-40,-46,-75
Net Cash Flow,-5,3,7,-7,22,18,-23,1,-10,-7,-2,5
Free Cash Flow,37,16,33,26,3,27,-25,24,72,14,30,93
CFO/OP,112%,92%,91%,96%,112%,111%,71%,106%,103%,103%,101%,105%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,21,18,15,16,14,15,28,24,17,13,19,21
Inventory Days,92,78,74,76,71,103,197,125,86,90,95,84
Days Payable,293,341,317,326,376,441,756,460,315,274,293,269
Cash Conversion Cycle,-180,-245,-227,-234,-291,-324,-532,-311,-212,-171,-179,-164
