--- ABOUT ---
"Zota Health Care Limited is a renowned pharmaceutical company that manufactures, markets, and exports pharmaceutical, ayurvedic, nutraceutical, and over-the-counter (OTC) products across boundaries into the semi-regulated and regulated markets of Asian Countries markets of African Countries, Russian Countries & Latin America. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,529","1,308","1,740",

Book Value,Dividend Yield,ROCE,ROE
200,0.08,-8.47,-15.0

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,37,39,45,47,50,56,67,72,97,104,129,143,163
Expenses +,36,37,41,44,51,58,68,78,95,100,123,143,154
Operating Profit,1,1,4,3,-1,-1,-1,-6,2,4,6,-0,9
OPM %,3%,3%,10%,7%,-3%,-2%,-1%,-8%,3%,4%,5%,-0%,5%
Other Income +,1,0,0,0,0,0,1,1,1,1,2,2,-3
Interest,1,1,1,1,2,3,3,2,3,3,4,5,5
Depreciation,4,3,5,5,7,8,10,11,14,15,19,22,27
Profit before tax,-3,-3,-1,-3,-10,-12,-13,-18,-14,-13,-14,-26,-26
Tax %,-15%,1%,49%,7%,-27%,5%,-4%,2%,-10%,5%,13%,14%,-45%
Net Profit +,-3,-3,-2,-3,-7,-13,-12,-19,-13,-14,-16,-30,-14
EPS in Rs,-1.05,-1.13,-0.64,-1.14,-2.68,-4.79,-4.41,-6.78,-4.50,-4.81,-5.20,-8.73,-4.09
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2011,Mar 2012,Mar 2014,Mar 2015,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,25,38,50,56,85,95,106,131,139,180,292,539
Expenses +,21,33,43,47,77,90,105,116,132,173,298,520
Operating Profit,4,5,6,8,8,5,1,15,7,8,-6,19
OPM %,14%,13%,13%,15%,9%,5%,1%,11%,5%,4%,-2%,3%
Other Income +,0,0,0,0,2,2,2,2,2,1,2,1
Interest,0,1,1,1,0,0,0,0,3,5,11,17
Depreciation,0,1,1,2,1,2,3,4,12,20,43,82
Profit before tax,3,3,5,6,8,4,-0,12,-5,-16,-58,-80
Tax %,34%,33%,33%,33%,29%,29%,-41%,28%,23%,-11%,-2%,-7%
Net Profit +,2,2,3,4,6,3,-0,9,-6,-14,-57,-74
EPS in Rs,2.17,1.43,1.85,2.12,2.26,1.12,-0.09,3.54,-2.29,-5.55,-19.70,-21.35
Dividend Payout %,0%,50%,38%,34%,32%,90%,"-1,170%",42%,-44%,-18%,-5%,-5%

--- BALANCE SHEET ---
,Mar 2011,Mar 2012,Mar 2014,Mar 2015,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,10,12,14,18,25,25,25,25,26,29,35
Reserves,5,3,4,4,51,44,42,64,55,64,195,659
Borrowings +,3,6,5,5,0,0,0,15,45,95,140,270
Other Liabilities +,5,10,14,17,21,20,19,35,33,43,76,167
Total Liabilities,20,29,35,40,90,88,85,139,158,228,439,"1,131"
Fixed Assets +,8,10,9,8,10,15,14,29,62,103,185,383
CWIP,0,0,0,0,2,0,0,0,3,5,6,2
Investments,0,0,0,0,16,14,10,33,8,5,54,264
Other Assets +,12,19,26,32,63,59,61,77,85,116,193,483
Total Assets,20,29,35,40,90,88,85,139,158,228,439,"1,131"

--- CASH FLOW ---
