--- ABOUT ---
"AIA manufactures high-chrome grinding media, liners and diaphragms, collectively known as mill internals. These are used for crushing and grinding operations in the cement, power utility & aggregates and mining industries. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"43,739","4,687","4,780",34.4

Book Value,Dividend Yield,ROCE,ROE
860,0.34,21.1,17.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,274","1,240","1,295","1,169","1,150","1,020","1,044","1,066","1,157","1,039","1,048","1,067","1,266"
Expenses +,958,897,913,858,853,731,769,783,855,733,751,777,904
Operating Profit,316,343,382,311,297,289,276,283,302,306,297,290,363
OPM %,25%,28%,30%,27%,26%,28%,26%,27%,26%,29%,28%,27%,29%
Other Income +,64,60,62,84,77,83,91,72,98,114,99,132,140
Interest,10,8,7,7,6,6,5,1,8,7,8,16,5
Depreciation,23,24,25,27,25,25,24,26,28,28,28,28,29
Profit before tax,346,371,412,361,344,341,337,327,363,386,360,378,468
Tax %,23%,26%,21%,22%,24%,24%,24%,21%,21%,21%,23%,22%,16%
Net Profit +,268,273,324,280,260,259,256,259,285,305,277,293,393
EPS in Rs,28.43,28.87,34.25,29.64,27.62,27.52,27.51,27.78,30.56,32.69,29.73,31.55,42.14
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,182","2,097","2,246","2,445","3,070","2,970","2,881","3,567","4,909","4,854","4,287","4,420"
Expenses +,"1,593","1,484","1,607","1,906","2,406","2,285","2,220","2,841","3,663","3,513","3,134","3,164"
Operating Profit,589,613,639,540,664,685,661,726,"1,245","1,340","1,154","1,256"
OPM %,27%,29%,28%,22%,22%,23%,23%,20%,25%,28%,27%,28%
Other Income +,83,101,104,122,121,142,170,156,235,281,343,485
Interest,8,8,8,11,11,10,8,8,25,33,26,37
Depreciation,70,66,72,66,79,98,94,92,93,100,103,113
Profit before tax,594,641,662,585,694,719,730,781,"1,362","1,488","1,368","1,592"
Tax %,27%,29%,31%,24%,26%,18%,22%,21%,22%,24%,23%,20%
Net Profit +,431,457,457,444,511,590,566,620,"1,056","1,137","1,060","1,269"
EPS in Rs,45.69,48.44,48.43,47.00,54.16,62.59,60.02,65.70,111.95,120.39,113.67,136.11
Dividend Payout %,18%,37%,17%,17%,17%,43%,15%,14%,14%,13%,14%,12%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,"2,065","2,304","2,698","2,990","3,495","3,682","4,225","4,736","5,672","6,639","6,908","8,007"
Borrowings +,99,184,140,123,128,127,193,10,503,461,491,10
Other Liabilities +,367,278,333,426,391,334,321,361,437,375,416,502
Total Liabilities,"2,549","2,785","3,190","3,559","4,033","4,162","4,758","5,125","6,630","7,494","7,833","8,538"
