--- ABOUT ---
"Tata Consultancy Services is the flagship company and a part of Tata group. It is an IT services, consulting and business solutions organization that has been partnering with many of the world's largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,68,844","2,125","3,490",14.7

Book Value,Dividend Yield,ROCE,ROE
296,3.01,63.0,51.8

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"59,162","59,381","59,692","60,583","61,237","62,613","64,259","63,973","64,479","63,437","65,799","67,087","70,698"
Expenses +,"43,388","44,383","43,946","44,195","44,073","45,951","47,528","46,939","47,499","46,562","47,821","48,818","51,422"
Operating Profit,"15,774","14,998","15,746","16,388","17,164","16,662","16,731","17,034","16,980","16,875","17,978","18,269","19,276"
OPM %,27%,25%,26%,27%,28%,27%,26%,27%,26%,27%,27%,27%,27%
Other Income +,"1,175","1,397","1,006",-96,"1,157",962,729,"1,243","1,028","1,660",-268,"-2,273",757
Interest,272,163,159,230,226,173,162,234,227,195,229,538,265
Depreciation,"1,286","1,243","1,263","1,233","1,246","1,220","1,266","1,377","1,379","1,361","1,413","1,380","1,406"
Profit before tax,"15,391","14,989","15,330","14,829","16,849","16,231","16,032","16,666","16,402","16,979","16,068","14,078","18,362"
Tax %,26%,26%,26%,25%,26%,25%,25%,25%,25%,24%,24%,24%,25%
Net Profit +,"11,436","11,120","11,380","11,097","12,502","12,105","11,955","12,444","12,293","12,819","12,131","10,720","13,784"
EPS in Rs,31.13,30.26,31.00,30.56,34.37,33.28,32.92,34.22,33.79,35.27,33.37,29.45,37.92
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"94,648","108,646","117,966","123,104","146,463","156,949","164,177","191,754","225,458","240,893","255,324","267,021"
Expenses +,"70,167","77,969","85,655","90,588","106,957","114,840","117,631","138,697","166,199","176,597","187,917","194,623"
Operating Profit,"24,482","30,677","32,311","32,516","39,506","42,109","46,546","53,057","59,259","64,296","67,407","72,398"
OPM %,26%,28%,27%,26%,27%,27%,28%,28%,26%,27%,26%,27%
Other Income +,"3,720","3,084","4,221","3,642","4,311","4,592","1,916","4,018","3,449","3,464","3,962",-124
Interest,104,33,32,52,198,924,637,784,779,778,796,"1,227"
Depreciation,"1,799","1,888","1,987","2,014","2,056","3,529","4,065","4,604","5,022","4,985","5,242","5,560"
Profit before tax,"26,298","31,840","34,513","34,092","41,563","42,248","43,760","51,687","56,907","61,997","65,331","65,487"
Tax %,24%,24%,24%,24%,24%,23%,26%,26%,26%,26%,25%,24%
Net Profit +,"20,060","24,338","26,357","25,880","31,562","32,447","32,562","38,449","42,303","46,099","48,797","49,454"
EPS in Rs,50.68,61.58,66.71,67.46,83.87,86.19,87.67,104.75,115.19,126.88,134.20,136.01
Dividend Payout %,78%,35%,35%,37%,36%,85%,43%,41%,100%,58%,94%,81%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,196,197,197,191,375,375,370,366,366,362,362,362
Reserves,"50,439","70,875","86,017","84,937","89,071","83,751","86,063","88,773","90,058","90,127","94,394","106,878"
Borrowings +,358,245,289,247,62,"8,174","7,795","7,818","7,688","8,021","9,392","11,283"
