--- ABOUT ---
"It is India’s 1st Global Scale Theme Leisure & Entertainment Destination. Its flagship Imagicaa park at Khopoli is spread over 110 acres, an all-weather family entertainment destination comprising Theme Park, Water Park, Snow Park, and a 5-star Hotel – Novotel Imagica Khopoli. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,520",44.5,71.8,"4,000"

Book Value,Dividend Yield,ROCE,ROE
22.2,0.00,1.86,0.05

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,53.89,100.33,35.84,67.56,56.63,183.98,39.97,91.86,94.40,148.10,41.81,92.08,91.86
Expenses +,39.42,50.35,31.56,42.39,39.39,73.85,43.45,62.25,53.94,75.50,50.91,69.89,61.57
Operating Profit,14.47,49.98,4.28,25.17,17.24,110.13,-3.48,29.61,40.46,72.60,-9.10,22.19,30.29
OPM %,26.85%,49.82%,11.94%,37.26%,30.44%,59.86%,-8.71%,32.23%,42.86%,49.02%,-21.77%,24.10%,32.97%
Other Income +,-490.83,570.58,-42.33,0.57,-1.36,-0.55,3.11,1.70,3.24,2.30,4.35,1.59,2.10
Interest,-1.24,0.40,0.38,0.41,0.38,0.39,2.09,3.69,4.46,4.26,4.45,5.40,5.64
Depreciation,-119.16,22.70,22.96,18.09,15.54,21.11,21.87,23.13,22.99,25.66,25.54,22.69,24.12
Profit before tax,-355.96,597.46,-61.39,7.24,-0.04,88.08,-24.33,4.49,16.25,44.98,-34.74,-4.31,2.63
Tax %,-55.08%,1.39%,-6.55%,40.47%,"-12,500.00%",25.25%,-74.19%,28.51%,3.20%,1.47%,12.00%,19.95%,85.17%
Net Profit +,-159.88,589.15,-57.37,4.32,4.95,65.84,-6.28,3.22,15.73,44.31,-38.91,-5.17,0.40
EPS in Rs,-3.88,12.23,-1.19,0.09,0.10,1.21,-0.12,0.06,0.28,0.78,-0.69,-0.09,0.01
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,189,234,239,236,240,200,22,72,251,269,410,374
Expenses +,169,194,178,174,193,204,57,40,165,164,235,258
Operating Profit,20,40,61,63,47,-4,-35,32,85,106,175,116
OPM %,11%,17%,25%,26%,20%,-2%,-159%,45%,34%,39%,43%,31%
Other Income +,2,5,0,1,6,1,24,3,78,519,7,10
Interest,115,111,121,128,134,152,163,188,53,2,11,20
Depreciation,80,88,95,93,102,243,96,91,-51,79,89,98
Profit before tax,-172,-154,-154,-156,-182,-397,-269,-244,161,543,83,9
Tax %,-38%,-33%,-23%,0%,91%,0%,0%,0%,-122%,0%,7%,93%
Net Profit +,-107,-104,-118,-156,-348,-397,-269,-244,357,541,77,1
EPS in Rs,-13.43,-13.00,-14.80,-17.75,-39.49,-45.13,-30.51,-27.60,8.68,11.23,1.36,0.01
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,80,80,80,88,88,88,88,88,412,482,566,566
Reserves,629,524,406,306,-42,-439,-706,-949,-416,258,687,688
Borrowings +,"1,173","1,008","1,065","1,074","1,073","1,076","1,078","1,078","1,046",340,167,343
Other Liabilities +,128,68,86,100,183,303,475,656,66,114,468,158
Total Liabilities,"2,010","1,680","1,637","1,569","1,302","1,029",935,873,"1,107","1,194","1,888","1,754"
Fixed Assets +,"1,344","1,322","1,233","1,156","1,146",916,822,731,788,691,"1,448","1,430"
CWIP,131,61,95,87,3,0,0,0,11,119,32,4
Investments,1,0,0,0,0,0,0,0,6,10,66,13
Other Assets +,535,297,308,326,152,113,113,142,302,374,342,307
Total Assets,"2,010","1,680","1,637","1,569","1,302","1,029",935,873,"1,107","1,194","1,888","1,754"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,34,57,85,38,48,22,4,4,117,105,147,110
Cash from Investing Activity +,-137,-85,-43,4,-8,-10,-2,-0,-9,-130,-461,-287
Cash from Financing Activity +,465,-343,-53,-46,-41,-11,-2,-1,-53,66,251,156
Net Cash Flow,362,-371,-11,-4,-1,0,1,3,55,40,-63,-21
Free Cash Flow,-108,-32,40,27,40,13,2,4,100,-25,30,62
CFO/OP,167%,148%,140%,62%,104%,-516%,-10%,12%,138%,100%,85%,96%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,11,6,5,8,14,9,33,17,7,6,9,6
Inventory Days,341,"1,638","1,706","1,618","1,739","1,401","10,698",,196,204,178,183
Days Payable,644,465,466,390,409,376,"4,203",,300,398,367,242
Cash Conversion Cycle,-291,"1,178","1,246","1,235","1,344","1,034","6,528",17,-98,-189,-181,-53
Working Capital Days,-400,33,-54,-210,"-1,683","-2,320","-24,025","-8,109",-907,-347,-206,-126
