--- ABOUT ---
"Incorporated in 2008, Transrail Lighting Ltd is an integrated transmission & distribution, and pole manufacturing company [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,816",508,856,16.4

Book Value,Dividend Yield,ROCE,ROE
170,0.16,29.2,20.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Sep 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,977,"1,392",916,"1,088","1,358","1,946","1,660","1,561","1,796","1,863"
Expenses +,860,"1,224",796,950,"1,178","1,710","1,461","1,377","1,569","1,657"
Operating Profit,117,169,120,138,179,236,199,184,227,207
OPM %,12%,12%,13%,13%,13%,12%,12%,12%,13%,11%
Other Income +,6,24,14,8,10,16,12,16,-4,11
Interest,43,41,44,46,49,59,50,60,55,54
Depreciation,13,13,13,13,14,16,15,15,17,20
Profit before tax,68,139,77,87,126,177,147,125,151,144
Tax %,32%,29%,33%,36%,26%,28%,28%,27%,27%,33%
Net Profit +,46,100,52,55,93,127,106,91,110,96
EPS in Rs,18.67,8.04,4.17,4.41,6.94,9.43,7.88,6.78,8.17,7.19
Raw PDF,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,881","2,172","2,338","3,152","4,077","5,308","6,880"
Expenses +,"1,603","1,888","2,091","2,788","3,518","4,532","6,060"
Operating Profit,278,284,247,364,559,776,820
OPM %,15%,13%,11%,12%,14%,15%,12%
Other Income +,22,19,20,19,56,48,32
Interest,146,138,139,189,246,300,219
Depreciation,32,34,37,46,50,56,66
Profit before tax,121,132,91,148,318,467,567
Tax %,15%,25%,28%,27%,27%,30%,29%
Net Profit +,102,98,65,108,233,327,404
EPS in Rs,242.83,129.70,28.49,47.18,18.81,24.33,30.06
Dividend Payout %,0%,0%,0%,0%,8%,3%,7%

--- BALANCE SHEET ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,8,23,23,25,27,27
Reserves,435,560,640,749,"1,114","1,854","2,254"
Borrowings +,346,429,469,621,667,661,678
Other Liabilities +,"1,253","1,185","1,710","2,053","2,814","3,691","4,395"
Total Liabilities,"2,038","2,182","2,842","3,445","4,621","6,233","7,354"
Fixed Assets +,321,317,334,379,374,425,600
CWIP,11,4,17,4,6,12,65
Investments,0,3,3,3,5,0,1
Other Assets +,"1,705","1,858","2,487","3,059","4,236","5,795","6,688"
Total Assets,"2,038","2,182","2,842","3,445","4,621","6,233","7,354"

--- CASH FLOW ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,188,65,46,143,35,287,643
Cash from Investing Activity +,-50,-3,-81,-105,-78,-498,-209
Cash from Financing Activity +,-146,5,3,29,28,242,-190
Net Cash Flow,-7,66,-32,67,-15,32,244
Free Cash Flow,176,40,-29,91,8,150,532
CFO/OP,79%,41%,33%,43%,26%,54%,100%

--- RATIOS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,93,82,100,75,92,91,92
Inventory Days,107,80,86,63,62,77,91
Days Payable,316,292,329,263,274,332,330
Cash Conversion Cycle,-116,-129,-144,-126,-120,-165,-147
Working Capital Days,28,33,45,30,52,48,41
ROCE %,,30%,22%,27%,35%,35%,29%

--- SHAREHOLDING PATTERN ---
,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,71.12%,71.12%,71.12%,71.12%,71.12%,71.12%
FIIs +,1.00%,0.61%,1.43%,1.16%,1.14%,2.17%
DIIs +,15.15%,14.08%,12.44%,8.41%,8.21%,8.14%
Public +,12.74%,14.20%,15.01%,19.31%,19.53%,18.58%
No. of Shareholders,"1,42,684","1,29,923","1,27,752","1,52,942","1,61,306","1,58,376"

--- CAGR BOXES ---




