--- ABOUT ---
"FDC (Fairdeal Corporation) Ltd Limited (found in 1936) is among India’s leading fully integrated pharmaceutical companies. The Company is a pioneer in the manufacture of specialized formulations, and among the world’s foremost manufacturers and marketers of Oral Rehydration Salts (ORS). Some of FDC’s leading brands in India include Zifi, Electral, Enerzal, Vitcofol, Pyrimon, Zocon, Zathrin, Zipod, Cotaryl and Mycoderm in the domestic and international markets. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,339",389,528,21.3

Book Value,Dividend Yield,ROCE,ROE
153,1.28,16.7,12.5

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,435,536,486,458,462,638,514,464,492,648,473,465,585
Expenses +,386,414,410,374,406,492,444,417,438,508,439,412,478
Operating Profit,49,122,76,84,56,147,70,47,54,140,34,52,106
OPM %,11%,23%,16%,18%,12%,23%,14%,10%,11%,22%,7%,11%,18%
Other Income +,7,29,27,25,20,28,35,19,16,36,21,0,50
Interest,1,1,1,1,1,1,1,1,1,1,1,1,2
Depreciation,10,10,10,10,10,11,14,13,16,15,15,15,14
Profit before tax,45,141,93,98,65,163,90,51,53,160,38,36,140
Tax %,32%,22%,25%,19%,29%,27%,20%,28%,27%,24%,26%,22%,26%
Net Profit +,31,110,70,79,46,119,72,37,39,121,28,28,103
EPS in Rs,1.85,6.62,4.29,4.87,2.84,7.31,4.42,2.28,2.38,7.45,1.74,1.74,6.35
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,888,994,"1,013","1,074","1,089","1,341","1,331","1,525","1,784","1,943","2,108","2,171"
Expenses +,690,765,769,841,860,"1,038",997,"1,271","1,533","1,604","1,783","1,825"
Operating Profit,199,229,243,233,229,304,334,254,251,339,325,346
OPM %,22%,23%,24%,22%,21%,23%,25%,17%,14%,17%,15%,16%
Other Income +,46,39,44,45,42,57,95,76,50,102,91,93
Interest,2,1,1,1,1,3,3,3,4,4,5,5
Depreciation,39,34,35,35,33,37,38,37,39,40,54,59
Profit before tax,204,232,252,241,237,320,388,289,258,396,357,375
Tax %,27%,27%,25%,28%,28%,25%,22%,25%,25%,23%,25%,25%
Net Profit +,148,169,189,174,170,240,301,216,194,305,267,281
EPS in Rs,8.33,9.48,10.60,9.95,9.74,14.03,17.85,12.82,11.70,18.75,16.39,17.29
Dividend Payout %,27%,24%,21%,0%,0%,6%,0%,0%,0%,0%,31%,29%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,18,18,18,17,17,17,17,16,16,16
Reserves,919,"1,065","1,252","1,259","1,428","1,530","1,717","1,940","1,965","2,081","2,265","2,469"
Borrowings +,2,1,1,1,1,15,15,32,28,21,21,15
Other Liabilities +,210,182,197,228,194,250,207,281,333,350,412,418
Total Liabilities,"1,148","1,266","1,468","1,505","1,640","1,813","1,956","2,270","2,343","2,468","2,714","2,919"
Fixed Assets +,393,675,678,674,682,674,689,705,699,680,852,"1,000"
CWIP,29,20,6,13,12,24,19,105,198,261,137,96
Investments,489,325,491,471,585,665,790,886,806,843,"1,028","1,048"
Other Assets +,237,246,293,348,360,451,458,575,640,684,698,775
