--- ABOUT ---
"Everest Industries Ltd is one of India’s leading and fastest growing complete building solutions providers. Incorporated in 1934, Everest has a rich history in manufacturing of Building materials and Pre-Engineered Steel Buildings. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
600,378,750,

Book Value,Dividend Yield,ROCE,ROE
312,0.66,-8.54,-16.1

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,446,484,308,352,432,522,377,371,453,501,306,283,327
Expenses +,437,464,309,344,417,495,379,377,442,484,315,302,353
Operating Profit,10,20,-2,8,15,27,-2,-6,10,16,-9,-19,-26
OPM %,2%,4%,-1%,2%,3%,5%,-0%,-2%,2%,3%,-3%,-7%,-8%
Other Income +,20,12,7,5,2,9,2,1,14,3,2,-12,5
Interest,26,3,3,3,4,4,6,6,7,6,7,7,9
Depreciation,8,8,8,8,8,9,9,9,12,10,10,10,11
Profit before tax,-4,22,-6,1,3,22,-15,-20,6,3,-25,-48,-42
Tax %,-388%,21%,3%,28%,-56%,29%,-20%,-22%,-36%,51%,-27%,-21%,12%
Net Profit +,13,18,-6,1,5,16,-12,-15,8,2,-18,-38,-47
EPS in Rs,8.24,11.17,-3.70,0.51,3.45,10.07,-7.38,-9.79,4.83,1.03,-11.46,-23.95,-29.75
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,268","1,313","1,160","1,271","1,408","1,285","1,218","1,365","1,648","1,575","1,723","1,417"
Expenses +,"1,186","1,227","1,118","1,181","1,303","1,243","1,105","1,292","1,580","1,534","1,693","1,455"
Operating Profit,82,86,42,90,105,43,113,73,68,42,30,-38
OPM %,6%,7%,4%,7%,7%,3%,9%,5%,4%,3%,2%,-3%
Other Income +,10,13,9,10,6,9,8,26,41,25,26,-2
Interest,19,23,21,13,8,7,4,3,32,13,24,30
Depreciation,25,26,25,24,21,24,25,29,34,32,39,41
Profit before tax,48,50,4,64,83,21,92,67,43,21,-6,-112
Tax %,29%,32%,32%,17%,25%,35%,38%,34%,1%,15%,-43%,-9%
Net Profit +,34,34,3,53,62,14,56,44,42,18,-4,-102
EPS in Rs,22.39,22.38,1.96,33.96,39.56,8.65,36.06,28.12,26.92,11.40,-2.28,-64.13
Dividend Payout %,22%,22%,51%,19%,19%,12%,21%,21%,22%,22%,-110%,-2%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,16,16,16,16,16,16,16,16,16
Reserves,304,331,323,382,436,437,493,527,566,582,581,479
Borrowings +,301,256,198,84,90,79,8,55,113,96,265,227
Other Liabilities +,330,324,309,320,361,317,413,461,437,506,449,489
Total Liabilities,950,927,846,802,902,849,930,"1,058","1,132","1,199","1,311","1,211"
Fixed Assets +,321,350,345,341,337,359,355,398,388,399,562,542
CWIP,32,9,18,21,26,21,13,19,26,80,12,12
Investments,0,0,0,0,0,0,0,0,0,0,9,10
Other Assets +,597,567,483,441,539,469,561,641,718,720,727,646
Total Assets,950,927,846,802,902,849,930,"1,058","1,132","1,199","1,311","1,211"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,43,93,58,148,35,56,264,32,-168,182,-90,109
Cash from Investing Activity +,-36,-20,-19,-16,-22,-26,-140,36,40,-93,-59,-10
Cash from Financing Activity +,36,-78,-86,-123,-16,-46,-79,-18,42,-39,96,-64
Net Cash Flow,42,-5,-47,9,-4,-16,45,50,-85,50,-53,35
