--- ABOUT ---
"Incorporated in 1960, Elgi Equipments Limited along with its subsidiaries, is in the business of manufacturing and supplying Air Compressors ** & Automotive Equipments**. It is also providing related after sales services [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"19,419",613,634,44.0

Book Value,Dividend Yield,ROCE,ROE
70.4,0.44,23.7,21.5

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,836,724,806,822,866,801,869,848,993,867,968,"1,003","1,113"
Expenses +,708,635,663,692,741,687,727,728,843,746,828,860,940
Operating Profit,127,89,143,129,125,114,142,119,150,121,140,144,173
OPM %,15%,12%,18%,16%,14%,14%,16%,14%,15%,14%,14%,14%,16%
Other Income +,128,20,13,13,15,14,16,15,18,23,55,11,22
Interest,5,5,7,8,10,9,8,6,8,7,7,5,6
Depreciation,20,19,19,19,20,19,19,19,20,19,21,21,25
Profit before tax,231,86,130,114,110,100,131,111,140,118,167,129,164
Tax %,26%,29%,30%,27%,31%,27%,28%,27%,27%,27%,27%,26%,22%
Net Profit +,170,60,91,84,76,73,95,81,102,86,121,95,128
EPS in Rs,5.37,1.91,2.88,2.65,2.41,2.30,2.99,2.54,3.22,2.70,3.83,3.00,4.04
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,294","1,401","1,370","1,604","1,863","1,829","1,924","2,525","3,041","3,218","3,510","3,951"
Expenses +,"1,204","1,274","1,229","1,426","1,669","1,692","1,707","2,227","2,604","2,727","2,982","3,372"
Operating Profit,90,127,141,178,194,138,217,298,437,491,529,579
OPM %,7%,9%,10%,11%,10%,8%,11%,12%,14%,15%,15%,15%
Other Income +,32,6,14,10,11,14,25,54,175,60,63,110
Interest,17,14,9,7,11,17,15,15,24,34,34,25
Depreciation,37,44,45,44,51,65,74,74,78,77,76,86
Profit before tax,68,75,100,137,144,70,153,263,510,440,482,577
Tax %,30%,32%,26%,30%,28%,39%,33%,32%,27%,29%,27%,25%
Net Profit +,48,51,74,95,103,43,102,178,371,312,350,430
EPS in Rs,1.52,1.61,2.34,3.01,3.25,1.34,3.23,5.63,11.70,9.85,11.05,13.57
Dividend Payout %,33%,31%,21%,20%,20%,61%,25%,20%,17%,20%,20%,20%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,16,16,16,16,32,32,32,32,32,32
Reserves,478,530,591,673,755,753,838,"1,001","1,339","1,580","1,834","2,200"
Borrowings +,367,304,251,266,238,448,465,436,577,638,577,533
Other Liabilities +,296,256,250,298,366,334,430,491,531,558,594,780
Total Liabilities,"1,156","1,106","1,108","1,253","1,375","1,551","1,765","1,959","2,479","2,807","3,037","3,546"
Fixed Assets +,454,462,441,440,504,600,572,553,587,587,592,699
CWIP,10,2,4,2,6,4,4,7,3,10,53,136
Investments,15,15,15,15,14,12,24,31,37,41,81,261
Other Assets +,677,627,648,795,851,935,"1,165","1,367","1,852","2,170","2,312","2,450"
Total Assets,"1,156","1,106","1,108","1,253","1,375","1,551","1,765","1,959","2,479","2,807","3,037","3,546"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,78,126,126,47,172,35,240,69,166,285,391,454
Cash from Investing Activity +,-17,-16,-39,-53,-107,-152,-110,2,-217,-101,-283,-98
Cash from Financing Activity +,-52,-100,-77,-10,-60,91,-48,-81,60,-79,-217,-312
Net Cash Flow,10,10,9,-17,5,-25,82,-11,8,105,-109,43
Free Cash Flow,55,103,98,7,120,-6,211,44,109,243,298,348
CFO/OP,106%,119%,102%,49%,114%,57%,124%,49%,65%,92%,100%,104%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,69,66,65,78,72,69,76,68,66,67,63,67
Inventory Days,132,106,109,110,99,128,122,130,143,145,129,134
Days Payable,82,79,83,86,87,78,103,86,75,80,72,87
Cash Conversion Cycle,119,92,91,102,83,119,95,112,135,132,121,114
Working Capital Days,28,34,36,39,38,36,23,36,28,27,30,45
ROCE %,8%,11%,13%,16%,16%,8%,13%,19%,24%,22%,22%,24%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,31.19%,31.19%,31.19%,31.19%,31.19%,31.19%,31.19%,31.19%,31.19%,31.19%,31.19%,31.19%
FIIs +,29.33%,28.82%,29.02%,29.54%,29.47%,29.40%,29.40%,29.09%,27.62%,26.12%,23.11%,22.20%
DIIs +,4.87%,4.84%,4.92%,4.97%,5.00%,5.04%,5.07%,4.98%,5.23%,6.24%,8.08%,9.08%
Public +,34.47%,34.96%,34.70%,34.12%,34.11%,34.17%,34.16%,34.36%,35.58%,36.06%,37.26%,37.00%
Others +,0.14%,0.18%,0.16%,0.16%,0.23%,0.17%,0.18%,0.38%,0.38%,0.38%,0.35%,0.53%
No. of Shareholders,"49,934","58,126","56,754","55,150","54,988","63,568","65,977","68,533","76,951","79,971","92,465","89,695"

--- CAGR BOXES ---




