--- ABOUT ---
"IIFL Finance Ltd is a diversified NBFC in India engaged in the business of loans and mortgages along with its subsidiaries. It offers offering diversified loan products, including home, gold, MSME, microfinance, and capital market finance. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"22,653",533,675,13.6

Book Value,Dividend Yield,ROCE,ROE
327,0.75,10.8,12.6

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"2,187","2,301","2,478","2,649","2,854","2,621","2,556","2,443","2,591","2,953","3,305","3,427","3,692"
Interest,861,888,932,985,"1,063","1,042",963,996,"1,169","1,289","1,382","1,437","1,610"
Expenses +,779,822,877,948,"1,255","1,109","1,105","1,307","1,065","1,267","1,323","1,280","1,194"
Financing Profit,547,591,670,715,536,470,488,140,357,397,600,710,889
Financing Margin %,25%,26%,27%,27%,19%,18%,19%,6%,14%,13%,18%,21%,24%
Other Income +,89,69,57,46,68,12,-582,6,3,6,4,5,7
Depreciation,42,42,43,45,50,46,46,46,51,47,47,53,64
Profit before tax,594,618,684,716,554,436,-140,101,309,356,557,663,833
Tax %,23%,24%,23%,24%,22%,22%,-33%,19%,19%,23%,25%,24%,25%
Net Profit +,458,473,526,545,431,338,-93,82,251,274,418,501,623
EPS in Rs,9.76,10.06,11.20,11.58,8.81,6.79,-3.72,0.96,4.89,5.49,8.86,10.92,13.80
Gross NPA %,1.84%,1.84%,1.84%,1.71%,2.32%,2.25%,2.35%,2.42%,2.23%,2.34%,2.14%,1.60%,1.46%
Net NPA %,1.08%,1.06%,1.02%,0.87%,1.20%,1.11%,1.06%,1.01%,1.05%,1.13%,1.02%,0.75%,0.73%
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"3,551","3,952","3,163","6,405","4,978","4,847","5,968","6,991","8,444","10,472","10,234","13,351"
Interest,"1,445","1,690","1,786","2,730","2,593","2,413","2,638","3,011","3,245","3,896","4,196","5,717"
Expenses +,"1,319","1,362",689,"2,221","1,435","1,682","2,239","2,355","2,936","3,842","4,559","5,037"
Financing Profit,787,900,689,"1,454",950,752,"1,090","1,625","2,263","2,734","1,479","2,596"
Financing Margin %,22%,23%,22%,23%,19%,16%,18%,23%,27%,26%,14%,19%
Other Income +,-4,8,375,61,212,79,20,32,2,18,-584,23
Depreciation,59,66,16,67,32,106,106,122,153,181,189,211
Profit before tax,724,843,"1,048","1,448","1,130",725,"1,005","1,536","2,113","2,572",707,"2,409"
Tax %,34%,34%,22%,30%,30%,31%,24%,23%,24%,23%,18%,25%
Net Profit +,476,555,822,"1,021",796,503,761,"1,188","1,608","1,974",578,"1,817"
EPS in Rs,12.98,14.53,19.42,22.42,22.40,11.94,18.06,28.16,35.49,41.60,8.92,39.05
Dividend Payout %,21%,26%,21%,20%,20%,17%,15%,11%,10%,9%,0%,10%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,62,63,64,64,64,76,76,76,76,76,85,85
Reserves,"2,496","3,289","4,318","4,679","4,290","4,684","5,312","6,388","8,916","10,561","12,327","13,835"
Borrowing,"14,639","15,948","24,330","34,326","26,517","27,996","32,583","36,086","40,017","47,136","51,533","69,698"
Other Liabilities +,"2,221","3,566","5,049","5,426","2,368","1,617","2,696","3,360","3,993","4,630","3,699","5,441"
Total Liabilities,"19,418","22,866","33,761","44,495","33,239","34,373","40,667","45,910","53,002","62,403","67,644","89,059"
Fixed Assets +,500,533,656,871,369,607,675,775,862,905,"1,487","1,514"
CWIP,10,6,71,110,7,2,7,6,28,52,23,6
Investments,"1,283","1,867","4,153","2,150",212,770,32,"1,192","3,511","4,059","4,438","6,092"
Other Assets +,"17,624","20,461","28,881","41,365","32,651","32,994","39,954","43,937","48,602","57,387","61,696","81,447"
Total Assets,"19,418","22,866","33,761","44,495","33,239","34,373","40,667","45,910","53,002","62,403","67,644","89,059"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-2,126",-54,"-4,329","-10,483",422,"1,101","-3,587","1,784","-5,225","-8,716","-4,781","-13,976"
Cash from Investing Activity +,-361,-671,"-2,602",-374,562,-919,236,-996,"-2,716",468,"-1,149","-2,606"
Cash from Financing Activity +,"2,904",525,"9,094","8,468",20,109,"4,428","2,781","5,361","7,088","5,526","17,843"
Net Cash Flow,417,-200,"2,162","-2,389","1,004",290,"1,077","3,569","-2,580","-1,160",-403,"1,262"
Free Cash Flow,"-2,211",-131,"-4,343","-10,654",355,"1,052","-3,621","1,684","-5,484","-8,804","-4,839","-14,056"
CFO/OP,-83%,8%,-165%,-237%,20%,42%,-88%,45%,-90%,-121%,-77%,-163%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,19%,17%,18%,17%,16%,11%,15%,20%,19%,18%,5%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,24.84%,24.81%,24.80%,24.78%,24.92%,24.91%,24.90%,24.90%,24.86%,24.86%,24.85%,24.84%
FIIs +,28.63%,28.31%,31.27%,29.14%,30.31%,29.64%,27.78%,28.03%,26.62%,26.77%,27.77%,28.16%
DIIs +,5.54%,7.30%,8.27%,8.59%,7.43%,6.25%,4.50%,5.54%,8.09%,9.13%,9.16%,7.09%
Public +,40.98%,39.59%,35.67%,37.47%,37.35%,39.19%,42.84%,41.54%,40.41%,39.23%,38.20%,39.92%
No. of Shareholders,"65,440","67,660","83,676","1,49,309","1,45,073","1,58,133","1,73,530","1,69,374","1,49,247","1,42,808","1,34,274","1,24,543"

--- CAGR BOXES ---




