--- ABOUT ---
"Incorporated in 1971, Unitech Ltd is in the business of Real Estate, Power Transmission and Hospitality [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,311",5.01,9.43,

Book Value,Dividend Yield,ROCE,ROE
-35.8,0.00,,

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,97,84,76,61,256,74,73,74,101,105,136,141,130
Expenses +,122,71,83,68,"1,022",756,314,354,-674,115,133,380,-109
Operating Profit,-25,14,-7,-7,-766,-682,-241,-280,775,-10,3,-239,240
OPM %,-26%,16%,-9%,-12%,-300%,-918%,-331%,-380%,768%,-9%,2%,-169%,184%
Other Income +,67,7,5,10,17,10,7,31,28,12,15,-306,15
Interest,673,721,744,789,835,534,532,469,"1,137",740,756,429,820
Depreciation,2,2,2,2,1,2,2,2,-1,1,1,1,1
Profit before tax,-633,-702,-747,-788,"-1,586","-1,208",-768,-720,-334,-738,-739,-974,-567
Tax %,-1%,0%,-0%,0%,-1%,-0%,-0%,-0%,46%,0%,-0%,0%,-0%
Net Profit +,-627,-703,-744,-788,"-1,572","-1,206",-767,-717,-489,-739,-739,-975,-566
EPS in Rs,-2.00,-2.25,-2.40,-2.54,-5.52,-4.11,-2.41,-2.21,-1.18,-2.26,-2.19,-3.25,-1.69
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,431","1,850","1,730","1,911","1,337","1,716",548,533,406,477,322,512
Expenses +,"2,525","2,560","1,971","1,956","1,534","2,182",635,561,432,"1,241",734,518
Operating Profit,906,-710,-241,-46,-197,-466,-87,-27,-27,-764,-412,-6
OPM %,26%,-38%,-14%,-2%,-15%,-27%,-16%,-5%,-7%,-160%,-128%,-1%
Other Income +,-712,111,38,-938,-40,-294,-317,64,86,38,75,-263
Interest,199,328,312,328,591,765,897,"1,011","3,167","3,091","2,688","2,745"
Depreciation,46,17,12,9,6,7,7,6,6,6,4,4
Profit before tax,-51,-944,-528,"-1,320",-834,"-1,531","-1,308",-981,"-3,114","-3,823","-3,029","-3,018"
Tax %,220%,-7%,-17%,-1%,-5%,3%,19%,1%,-0%,-0%,5%,0%
Net Profit +,-162,-880,-427,"-1,306",-794,"-1,583","-1,608","-1,026","-3,103","-3,807","-3,178","-3,018"
EPS in Rs,-0.49,-3.44,-1.54,-4.83,-3.02,-5.97,-6.09,-3.87,-10.65,-12.72,-9.91,-9.39
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,523,523,523,523,523,523,523,523,523,523,523,523
