--- ABOUT ---
"Incorporated in 1997, Ramco Systems Ltd develops ERP Software solutions, and provides that with related solutions and services [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,094",557,682,34.9

Book Value,Dividend Yield,ROCE,ROE
93.4,0.00,19.3,18.0

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,126,140,127,128,131,137,143,157,155,161,176,178,185
Expenses +,162,165,253,133,129,134,126,143,114,132,136,134,140
Operating Profit,-36,-25,-127,-4,2,3,17,14,42,29,39,45,45
OPM %,-28%,-18%,-100%,-3%,2%,3%,12%,9%,27%,18%,22%,25%,24%
Other Income +,2,0,2,1,1,1,1,1,2,4,1,-20,1
Interest,3,2,2,2,1,1,1,1,1,1,1,1,1
Depreciation,20,22,21,21,23,22,23,23,35,22,23,23,23
Profit before tax,-57,-48,-148,-27,-21,-18,-7,-9,7,9,17,1,22
Tax %,-20%,-3%,-1%,-2%,10%,7%,46%,11%,31%,88%,25%,-306%,-14%
Net Profit +,-45,-47,-146,-26,-23,-20,-10,-10,5,1,13,3,25
EPS in Rs,-12.94,-13.27,-41.30,-7.45,-6.50,-5.54,-2.62,-2.74,1.42,0.25,3.37,0.87,6.69
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,360,441,449,469,542,569,626,531,492,526,591,701
Expenses +,292,360,439,392,453,465,453,532,626,679,514,542
Operating Profit,68,81,10,77,89,104,173,-1,-134,-153,77,158
OPM %,19%,18%,2%,16%,16%,18%,28%,-0%,-27%,-29%,13%,23%
Other Income +,4,3,10,10,10,9,14,9,5,4,5,-14
Interest,12,4,3,2,5,13,10,7,11,8,6,4
Depreciation,45,46,48,50,51,66,69,75,81,87,103,91
Profit before tax,15,33,-30,34,42,34,108,-73,-221,-244,-26,49
Tax %,16%,27%,-136%,66%,60%,68%,47%,-1%,-6%,-1%,29%,14%
Net Profit +,13,24,11,12,17,11,57,-73,-207,-242,-34,42
EPS in Rs,5.19,8.05,3.51,3.70,5.35,3.32,18.16,-23.81,-58.71,-68.30,-9.19,11.17
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,24,30,30,31,31,31,31,31,35,35,37,38
Reserves,228,485,510,523,547,575,621,550,498,276,278,312
Borrowings +,298,0,5,38,82,170,63,56,106,63,54,43
Other Liabilities +,102,145,132,160,183,203,226,238,294,294,299,353
Total Liabilities,652,660,677,752,843,978,941,875,933,668,669,745
Fixed Assets +,373,273,267,260,264,339,340,356,420,430,413,402
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,1,2,3,3,3,3,3,3,12,2,29,2
Other Assets +,278,384,407,489,576,636,598,515,502,237,227,341
Total Assets,652,660,677,752,843,978,941,875,933,668,669,745

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,22,19,37,8,8,50,166,92,40,104,113,134
Cash from Investing Activity +,-46,-44,-44,-39,-57,-46,-59,-85,-133,-87,-109,-46
Cash from Financing Activity +,24,22,8,36,46,-2,-103,-9,148,-56,13,-18
Net Cash Flow,-0,-4,1,4,-3,2,4,-3,55,-39,17,70
Free Cash Flow,-23,-27,-5,-36,-46,-8,96,4,-77,15,33,58
CFO/OP,34%,25%,381%,12%,13%,52%,98%,"-14,174%",-32%,-71%,152%,88%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,131,119,93,92,98,122,106,115,113,66,57,58
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,131,119,93,92,98,122,106,115,113,66,57,58
Working Capital Days,70,144,118,95,72,93,145,125,30,-64,-74,-61
ROCE %,5%,7%,-5%,6%,8%,7%,16%,-10%,-33%,-46%,-5%,19%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,52.12%,52.02%,51.96%,51.89%,51.79%,53.43%,53.37%,53.21%,53.17%,53.10%,53.03%,55.69%
FIIs +,7.98%,9.69%,10.09%,10.06%,10.00%,9.65%,9.68%,9.60%,9.89%,9.88%,9.95%,10.02%
DIIs +,5.94%,5.93%,5.94%,5.91%,5.90%,5.65%,5.64%,5.62%,5.62%,5.77%,5.78%,2.03%
Public +,33.96%,32.35%,32.02%,32.13%,32.31%,31.28%,31.30%,31.58%,31.34%,31.27%,31.25%,32.27%
No. of Shareholders,"40,928","39,934","37,396","34,922","34,724","32,505","31,647","31,019","30,674","29,170","28,532","27,987"

--- CAGR BOXES ---




