--- ABOUT ---
"Transformers and Rectifiers (India) Ltd. is a manufacturer of Power, Furnace and Rectifier Transformers. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"10,732",358,579 / 224,40.6

Book Value,Dividend Yield,ROCE,ROE
50.5,0.06,23.3,19.1

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,438,156,257,369,513,322,462,559,676,529,460,737,783
Expenses +,406,151,237,331,441,280,392,475,545,441,409,612,664
Operating Profit,33,4,20,38,72,42,69,85,131,88,52,125,118
OPM %,7%,3%,8%,10%,14%,13%,15%,15%,19%,17%,11%,17%,15%
Other Income +,1,1,1,2,1,4,12,9,10,20,14,4,22
Interest,12,15,12,13,11,12,10,14,15,10,13,13,14
Depreciation,7,6,6,6,6,7,6,6,7,8,7,8,7
Profit before tax,15,-15,3,21,56,28,64,74,119,90,45,108,119
Tax %,35%,-20%,37%,24%,26%,25%,28%,25%,21%,25%,18%,30%,24%
Net Profit +,10,-12,2,16,42,21,46,55,94,67,37,76,91
EPS in Rs,0.34,-0.48,0.06,0.55,1.40,0.67,1.51,1.82,3.14,2.24,1.13,2.46,2.97
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,553,657,821,716,855,701,742,"1,158","1,396","1,291","2,017","2,509"
Expenses +,523,618,733,650,794,649,673,"1,084","1,275","1,157","1,689","2,126"
Operating Profit,31,38,87,65,61,51,69,74,121,134,327,383
OPM %,6%,6%,11%,9%,7%,7%,9%,6%,9%,10%,16%,15%
Other Income +,3,4,6,6,12,16,9,10,9,6,35,61
Interest,32,38,42,44,46,46,46,44,48,51,51,51
Depreciation,13,15,15,16,19,20,19,17,25,25,27,30
Profit before tax,-11,-10,36,11,9,2,13,23,57,64,285,363
Tax %,-34%,-32%,34%,41%,41%,44%,39%,39%,26%,27%,24%,25%
Net Profit +,-8,-7,24,6,5,1,8,14,42,47,216,272
EPS in Rs,-0.30,-0.28,0.88,0.20,0.17,0.02,0.27,0.53,1.54,1.56,7.14,8.81
Dividend Payout %,0%,0%,0%,0%,0%,0%,19%,14%,5%,6%,3%,3%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,13,13,13,13,14,30,30
Reserves,321,313,312,317,322,323,330,343,381,540,"1,222","1,485"
Borrowings +,157,164,209,399,263,308,263,325,330,256,283,457
Other Liabilities +,232,299,341,358,281,289,319,428,463,359,652,694
Total Liabilities,723,789,876,"1,088",880,933,925,"1,109","1,187","1,170","2,187","2,666"
Fixed Assets +,192,185,187,195,201,193,181,168,153,144,251,250
CWIP,11,11,6,12,3,2,0,3,3,5,62,138
Investments,0,0,0,0,0,0,0,1,1,4,268,184
Other Assets +,519,592,682,881,676,738,744,936,"1,030","1,017","1,605","2,093"
Total Assets,723,789,876,"1,088",880,933,925,"1,109","1,187","1,170","2,187","2,666"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,93,37,66,-102,179,16,96,2,28,29,157,-105
Cash from Investing Activity +,-30,-5,-24,-31,-8,-15,-7,-8,9,-22,-625,-7
Cash from Financing Activity +,-50,-31,-61,145,-182,2,-93,17,-45,-10,472,116
Net Cash Flow,13,0,-18,12,-11,3,-4,11,-7,-3,4,3
Free Cash Flow,61,29,55,-132,163,7,91,-6,19,14,-75,-215
CFO/OP,310%,100%,78%,-152%,296%,37%,140%,4%,34%,38%,58%,2%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,158,171,166,256,161,218,205,164,166,174,85,129
Inventory Days,147,155,120,182,109,153,147,104,93,109,118,133
Days Payable,160,209,149,203,114,161,179,129,118,95,109,62
Cash Conversion Cycle,145,117,138,235,156,210,173,139,141,188,94,199
Working Capital Days,76,77,63,57,55,73,94,60,68,119,34,102
ROCE %,4%,6%,15%,9%,8%,8%,9%,10%,15%,15%,28%,23%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.91%,74.91%,69.65%,69.65%,66.16%,66.16%,64.36%,64.36%,64.36%,64.36%,64.36%,64.36%
FIIs +,0.03%,0.56%,3.48%,4.45%,8.00%,9.34%,11.08%,11.33%,10.94%,11.21%,7.01%,8.33%
DIIs +,0.00%,0.00%,0.00%,1.89%,6.33%,6.93%,7.68%,7.22%,6.04%,5.95%,4.18%,1.77%
Public +,25.07%,24.53%,26.87%,24.00%,19.50%,17.57%,16.88%,17.07%,18.67%,18.47%,24.43%,25.54%
No. of Shareholders,"51,342","54,118","61,972","64,977","86,041","90,218","99,687","1,45,463","1,81,103","1,79,367","2,06,060","2,11,907"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,14%
5 Years:,28%
3 Years:,22%
TTM:,24%

Compounded Profit Growth
10 Years:,44%
5 Years:,106%
3 Years:,87%
TTM:,25%

Stock Price CAGR
10 Years:,36%
5 Years:,87%
3 Years:,102%
1 Year:,-27%

Return on Equity
10 Years:,12%
5 Years:,17%
3 Years:,19%
Last Year:,19%

