--- ABOUT ---
"MPS is a B2B learning and platform solutions company powering education, and research for corporates. MPS has unlocked a new growth trajectory due to the combined effect of lower attention spans, rapid growth in digital consumption, and the recent advances in AI/ML."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,100","1,812","2,979",18.5

Book Value,Dividend Yield,ROCE,ROE
349,4.58,39.3,31.2

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,127,133,130,134,149,181,178,186,182,186,194,182,205
Expenses +,82,91,89,89,107,140,124,126,126,136,134,125,138
Operating Profit,46,42,41,45,43,41,54,60,56,50,60,58,68
OPM %,36%,32%,31%,33%,29%,23%,30%,32%,31%,27%,31%,32%,33%
Other Income +,2,3,5,1,3,2,2,2,13,6,15,-5,7
Interest,0,0,0,0,0,0,0,0,0,0,0,0,1
Depreciation,5,5,5,5,6,7,7,7,7,7,6,6,8
Profit before tax,43,41,41,41,39,36,48,55,62,50,69,46,65
Tax %,25%,25%,26%,27%,27%,28%,27%,26%,24%,29%,20%,22%,28%
Net Profit +,32,30,30,30,29,26,35,41,47,35,55,36,47
EPS in Rs,18.78,17.71,17.56,17.38,16.78,15.14,20.60,23.80,27.52,20.60,32.41,20.75,27.50
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,224,257,289,267,363,332,423,449,501,545,727,768
Expenses +,143,166,195,180,269,253,316,323,344,375,516,533
Operating Profit,81,91,93,87,94,79,107,126,157,170,211,236
OPM %,36%,35%,32%,33%,26%,24%,25%,28%,31%,31%,29%,31%
Other Income +,18,18,15,23,25,20,10,14,11,12,18,23
Interest,0,0,0,0,0,2,2,2,1,1,1,2
Depreciation,5,4,6,8,11,15,21,21,19,20,27,28
Profit before tax,93,105,103,102,107,81,93,118,147,161,201,229
Tax %,34%,32%,31%,31%,29%,26%,37%,26%,26%,26%,26%,24%
Net Profit +,61,71,70,70,76,60,59,87,109,119,149,173
EPS in Rs,33.00,38.27,37.83,37.71,40.84,32.15,32.44,50.93,63.83,69.43,87.05,101.26
Dividend Payout %,67%,58%,0%,32%,61%,156%,0%,59%,31%,108%,95%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,19,19,19,18,17,17,17,17,17
Reserves,237,261,329,400,453,348,363,350,407,443,461,579
Borrowings +,0,0,0,0,0,19,18,12,8,5,4,61
Other Liabilities +,26,26,34,33,65,57,107,118,119,271,188,285
Total Liabilities,282,305,381,451,537,443,507,497,551,736,670,942
Fixed Assets +,33,36,49,49,103,115,154,144,173,388,343,540
CWIP,0,0,0,0,0,0,0,0,0,1,3,0
Investments,159,169,206,288,212,86,12,6,28,30,21,25
Other Assets +,91,100,127,114,221,242,340,347,350,317,303,377
Total Assets,282,305,381,451,537,443,507,497,551,736,670,942

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,50,49,45,78,54,53,99,115,113,118,101,197
Cash from Investing Activity +,-149,-2,-42,-71,-2,157,-62,16,-64,25,-5,-133
Cash from Financing Activity +,104,-49,-0,-0,-27,-175,-53,-116,-70,-93,-140,-52
Net Cash Flow,5,-2,2,6,25,34,-15,15,-21,50,-45,12
Free Cash Flow,48,42,41,76,51,48,93,111,109,111,92,188
CFO/OP,95%,95%,83%,125%,95%,93%,111%,118%,95%,94%,71%,103%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,64,64,76,63,69,69,78,70,63,67,59,63
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,64,64,76,63,69,69,78,70,63,67,59,63
Working Capital Days,43,49,74,71,69,81,49,39,47,-13,24,8
ROCE %,49%,34%,32%,23%,21%,17%,24%,31%,36%,36%,41%,39%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%
FIIs +,3.85%,3.80%,3.71%,3.70%,3.45%,2.69%,2.02%,1.98%,1.82%,1.47%,1.63%,1.47%
DIIs +,0.60%,0.60%,0.56%,0.48%,0.33%,0.34%,0.43%,0.88%,0.78%,0.47%,1.16%,1.96%
Public +,26.37%,26.42%,26.53%,26.61%,27.02%,27.77%,28.36%,27.95%,28.23%,28.90%,28.06%,27.41%
Others +,0.85%,0.85%,0.85%,0.85%,0.85%,0.85%,0.85%,0.85%,0.82%,0.82%,0.82%,0.82%
No. of Shareholders,"13,602","14,299","15,737","15,627","15,376","16,091","18,333","26,119","26,529","29,852","29,778","25,010"

--- CAGR BOXES ---




