--- ABOUT ---
Expleo Solutions Ltd is an India-based software service provider primarily delivering software validation and verification services to the BFSI industry worldwide. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,258",810,"1,371",9.30

Book Value,Dividend Yield,ROCE,ROE
500,6.17,24.8,19.2

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,231,225,234,250,255,252,259,258,256,260,283,279,286
Expenses +,188,192,200,212,221,213,217,219,216,230,236,233,244
Operating Profit,43,33,34,38,34,39,42,39,40,30,47,46,43
OPM %,19%,15%,14%,15%,13%,15%,16%,15%,16%,11%,17%,16%,15%
Other Income +,4,2,2,11,2,2,13,3,5,7,13,-6,15
Interest,0,1,1,1,1,1,1,1,1,1,1,0,1
Depreciation,7,8,8,8,9,9,10,12,8,8,7,7,6
Profit before tax,39,26,27,41,26,31,44,28,36,28,51,32,51
Tax %,26%,22%,24%,16%,40%,23%,20%,30%,32%,28%,23%,31%,18%
Net Profit +,29,20,21,34,16,24,35,20,24,20,40,22,42
EPS in Rs,28.34,13.01,13.22,21.93,10.12,15.40,22.87,12.75,15.52,13.16,25.62,14.26,26.85
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,214,264,260,271,283,270,301,743,903,965,"1,025","1,108"
Expenses +,177,210,219,231,230,217,231,618,703,816,859,938
Operating Profit,37,54,41,40,53,53,70,124,200,149,166,170
OPM %,17%,20%,16%,15%,19%,20%,23%,17%,22%,15%,16%,15%
Other Income +,2,6,1,13,6,8,5,6,16,7,16,23
Interest,2,0,0,0,0,1,1,1,2,3,3,2
Depreciation,5,4,5,6,6,6,6,19,28,34,39,28
Profit before tax,32,56,37,48,54,54,68,110,186,120,139,163
Tax %,32%,34%,36%,33%,32%,26%,26%,39%,28%,24%,26%,24%
Net Profit +,22,37,24,32,36,40,50,68,134,90,103,124
EPS in Rs,20.53,34.68,22.29,29.86,33.79,38.92,49.20,66.01,130.59,58.27,66.52,79.89
Dividend Payout %,117%,69%,108%,80%,0%,0%,0%,0%,6%,0%,75%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,11,11,10,10,16,16,16,16,16
Reserves,91,98,116,118,128,142,192,379,515,596,620,761
Borrowings +,10,0,0,0,0,0,7,15,26,26,30,8
Other Liabilities +,54,73,43,63,53,62,56,185,174,128,165,145
Total Liabilities,165,182,171,191,192,214,264,594,730,765,831,929
Fixed Assets +,24,25,27,22,19,26,25,108,142,131,113,73
CWIP,1,0,0,0,0,0,0,6,6,5,0,0
Investments,0,0,0,0,0,0,0,0,0,15,0,0
Other Assets +,139,157,144,169,173,188,239,480,582,614,719,856
Total Assets,165,182,171,191,192,214,264,594,730,765,831,929

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,33,58,42,25,41,17,66,24,23,71,179,119
Cash from Investing Activity +,-6,11,-14,-18,24,-7,-44,3,-37,-33,-51,32
Cash from Financing Activity +,-11,-39,-31,-31,-26,-29,-3,-10,-7,-15,-87,-9
Net Cash Flow,16,30,-2,-23,38,-19,19,17,-21,24,41,142
Free Cash Flow,31,55,35,24,38,14,62,-1,-20,54,172,117
CFO/OP,118%,133%,136%,99%,121%,55%,124%,42%,35%,76%,133%,95%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,97,75,60,92,59,103,74,85,97,94,79,76
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,97,75,60,92,59,103,74,85,97,94,79,76
Working Capital Days,23,-7,8,21,15,50,48,46,93,112,67,68
ROCE %,29%,51%,31%,38%,40%,38%,39%,36%,39%,20%,21%,25%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,71.05%,71.05%,71.05%,71.05%,71.05%,71.05%,71.05%,71.05%,71.05%,71.05%,71.05%,71.05%
FIIs +,0.15%,0.00%,0.03%,0.04%,0.06%,0.21%,0.49%,0.33%,0.09%,0.13%,0.32%,0.42%
DIIs +,2.92%,2.73%,3.26%,2.37%,1.83%,1.78%,1.00%,0.91%,0.84%,0.84%,0.07%,0.01%
Public +,25.87%,26.22%,25.67%,26.56%,27.06%,26.96%,27.46%,27.71%,28.03%,28.00%,28.57%,28.53%
No. of Shareholders,"21,831","25,651","27,179","29,462","29,083","28,506","27,530","28,556","28,491","29,017","29,158","29,133"

--- CAGR BOXES ---




