Reserves,"1,707","1,749","1,818","2,693","5,312","4,515","4,503","4,908","4,925","5,572","5,827","5,820"
Borrowings +,367,302,259,272,360,416,225,436,432,177,173,367
Other Liabilities +,482,417,444,727,"1,191",608,760,915,"1,112","1,002","1,188","1,354"
Total Liabilities,"2,595","2,507","2,560","3,731","6,902","5,578","5,527","6,297","6,508","6,790","7,227","7,580"
Fixed Assets +,640,591,667,702,664,637,640,691,789,948,"1,094","1,153"
CWIP,10,65,32,8,17,35,80,142,127,145,65,61
Investments,369,475,631,"1,208","2,590","2,067","2,804","2,494","2,322","3,569","4,024","4,063"
Other Assets +,"1,576","1,375","1,230","1,813","3,631","2,839","2,003","2,971","3,270","2,128","2,044","2,303"
Total Assets,"2,595","2,507","2,560","3,731","6,902","5,578","5,527","6,297","6,508","6,790","7,227","7,580"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,171,268,260,760,"2,323",253,584,-488,-160,680,500,82
Cash from Investing Activity +,4,-88,-226,-552,"-1,287",549,-519,222,328,-239,-202,-123
Cash from Financing Activity +,-173,-192,-39,-179,-676,-839,-199,105,-213,-427,-226,-47
Net Cash Flow,1,-11,-5,29,360,-37,-134,-162,-45,14,72,-88
Free Cash Flow,145,213,174,702,"2,286",208,510,-576,-328,"1,396",343,-168
CFO/OP,163%,238%,765%,83%,75%,-455%,-296%,-45%,-153%,-587%,234%,18%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,92,113,110,92,40,48,63,65,63,65,67,85
Inventory Days,479,423,376,372,531,267,312,541,628,252,376,321
Days Payable,101,97,135,195,159,33,71,141,82,30,84,80
Cash Conversion Cycle,470,439,350,269,412,282,305,464,609,287,359,326
Working Capital Days,170,168,133,88,82,167,127,175,192,118,84,430
ROCE %,5%,6%,4%,58%,119%,1%,1%,14%,7%,1%,10%,5%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,65.34%,65.34%,65.34%,65.34%,65.34%,65.34%,65.34%,65.34%,65.34%,65.34%,65.34%,65.34%
FIIs +,4.05%,4.39%,4.27%,4.56%,4.39%,4.59%,5.06%,5.46%,4.99%,6.60%,6.43%,6.70%
DIIs +,8.51%,9.48%,10.63%,12.17%,11.39%,10.00%,9.93%,10.51%,10.09%,9.58%,10.02%,10.49%
Public +,22.09%,20.79%,19.77%,17.93%,18.88%,20.08%,19.67%,18.69%,19.58%,18.47%,18.20%,17.48%
No. of Shareholders,"2,45,194","2,29,843","2,22,065","2,10,231","2,13,320","2,22,128","2,30,058","2,29,700","2,26,558","2,16,512","2,07,329","1,99,456"

--- CAGR BOXES ---




