--- ABOUT ---
"Dhanuka Agritech manufactures a wide range of agro-chemicals like herbicides, insecticides, fungicides, plant growth regulators in various forms  liquid, dust, powder and granules.(Source : 202003 Annual Report Page No:93)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,816","1,068","1,975",16.5

Book Value,Dividend Yield,ROCE,ROE
311,0.19,28.3,22.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Sales +,318,393,543,393,371,369,618,403,368,494,654,445,442
Expenses +,253,341,445,342,293,325,476,341,288,422,495,370,332
Operating Profit,65,51,98,52,78,44,142,62,80,72,160,76,110
OPM %,20%,13%,18%,13%,21%,12%,23%,15%,22%,15%,24%,17%,25%
Other Income +,12,17,6,8,15,7,6,7,15,7,11,7,11
Interest,1,1,1,1,1,1,1,1,1,1,1,1,2
Depreciation,4,4,4,4,5,5,10,13,13,12,13,13,17
Profit before tax,72,64,98,54,87,45,137,56,81,66,157,68,102
Tax %,25%,23%,25%,15%,25%,26%,26%,19%,28%,26%,25%,19%,26%
Net Profit +,54,49,73,46,65,33,102,45,59,49,118,55,76
EPS in Rs,11.68,10.54,15.68,9.89,14.33,7.23,22.33,9.95,12.95,10.73,26.07,12.21,16.75
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Sales +,738,785,829,883,963,"1,006","1,120","1,387","1,478","1,700","1,759","2,035"
Expenses +,618,653,689,713,796,860,947,"1,118","1,214","1,421","1,431","1,619"
Operating Profit,121,132,140,170,166,146,174,269,264,279,327,417
OPM %,16%,17%,17%,19%,17%,15%,15%,19%,18%,16%,19%,20%
Other Income +,5,6,13,18,16,21,25,34,34,45,35,36
Interest,4,3,1,1,1,1,2,3,3,3,3,5
Depreciation,5,6,6,15,14,12,16,15,16,18,41,55
Profit before tax,116,129,145,172,167,154,181,285,278,303,319,392
Tax %,20%,18%,26%,29%,24%,27%,22%,26%,25%,23%,25%,24%
Net Profit +,93,106,107,122,126,113,141,211,209,234,239,297
EPS in Rs,18.62,21.21,21.45,24.83,25.71,23.66,29.71,45.21,44.85,51.23,52.46,65.88
Dividend Payout %,21%,6%,30%,2%,21%,3%,40%,4%,31%,4%,27%,3%

--- BALANCE SHEET ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Equity Capital,10,3,10,10,10,10,10,9,9,9,9,9
Reserves,322,410,470,512,624,633,698,787,951,"1,052","1,247","1,394"
Borrowings +,39,16,8,8,5,22,8,48,32,34,27,74
Other Liabilities +,145,166,169,185,185,171,217,286,320,310,296,323
Total Liabilities,517,594,657,715,823,835,932,"1,131","1,312","1,405","1,579","1,800"
Fixed Assets +,67,70,133,138,131,117,117,167,159,165,338,504
CWIP,22,38,0,0,0,1,4,8,48,153,28,9
Investments,1,47,92,66,182,120,159,278,336,255,240,230
Other Assets +,427,438,431,510,510,597,652,679,769,833,973,"1,057"
Total Assets,517,594,657,715,823,835,932,"1,131","1,312","1,405","1,579","1,800"

--- CASH FLOW ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,33,110,140,63,138,13,162,231,104,136,134,263
Cash from Investing Activity +,-19,-70,-66,20,-111,63,-44,-127,-43,3,-81,-143
Cash from Financing Activity +,-17,-38,-76,-81,-20,-87,-93,-129,-61,-137,-57,-120
Net Cash Flow,-3,2,-2,3,7,-10,25,-25,1,2,-3,0
Free Cash Flow,5,85,113,44,131,9,152,219,46,36,46,74
CFO/OP,46%,101%,124%,63%,107%,46%,114%,108%,65%,75%,65%,86%

--- RATIOS ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,84,90,82,76,79,79,79,64,70,73,72,82
Inventory Days,168,161,125,222,147,137,141,137,148,123,159,132
