--- ABOUT ---
"Tanla Platforms Ltd (formerly Tanla Solutions Ltd) is a cloud communications provider enabling businesses to communicate with their customers and intended recipients. It is headquartered in Hyderabad, India. It is a global A2P(application to person) messaging platform provider. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,914",521,766,13.6

Book Value,Dividend Yield,ROCE,ROE
188,2.30,26.2,21.4

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,833,911,"1,009","1,003","1,006","1,002","1,001","1,000","1,024","1,041","1,078","1,121","1,178"
Expenses +,667,729,812,810,845,814,825,837,861,877,901,931,986
Operating Profit,166,182,197,193,160,189,175,163,163,164,177,191,192
OPM %,20%,20%,20%,19%,16%,19%,18%,16%,16%,16%,16%,17%,16%
Other Income +,5,5,6,5,26,10,10,9,11,12,9,8,8
Interest,0,1,2,2,2,2,2,1,1,1,1,1,1
Depreciation,15,16,23,23,23,23,23,25,27,27,30,32,33
Profit before tax,156,170,179,173,162,174,161,147,146,147,156,165,167
Tax %,23%,20%,20%,19%,20%,19%,19%,19%,20%,20%,20%,20%,19%
Net Profit +,120,135,143,140,130,141,130,119,117,118,125,131,134
EPS in Rs,8.95,10.07,10.60,10.42,9.69,10.50,9.68,8.80,8.72,8.80,9.43,9.91,10.13
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,242,432,579,792,"1,004","1,943","2,341","3,206","3,355","3,928","4,028","4,418"
Expenses +,166,362,523,726,907,"1,758","1,907","2,504","2,764","3,193","3,335","3,694"
Operating Profit,77,70,56,66,97,184,435,702,590,735,692,724
OPM %,32%,16%,10%,8%,10%,9%,19%,22%,18%,19%,17%,16%
Other Income +,5,-2,2,5,11,-36,22,16,26,42,40,37
Interest,0,1,0,0,0,7,2,3,4,9,8,4
Depreciation,76,53,20,57,73,378,40,41,46,85,98,122
Profit before tax,5,14,39,13,33,-237,415,674,567,683,627,634
Tax %,53%,47%,-5%,-51%,11%,-11%,14%,20%,21%,20%,19%,20%
Net Profit +,3,7,41,19,30,-211,356,539,448,548,507,509
EPS in Rs,0.26,0.71,3.81,1.70,2.58,-14.47,26.18,39.73,33.31,40.78,37.68,38.39
Dividend Payout %,0%,28%,7%,18%,14%,0%,8%,5%,30%,29%,32%,31%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,11,11,12,15,14,14,13,13,13,13
Reserves,611,645,646,676,714,687,880,"1,340","1,504","1,928","2,255","2,475"
Borrowings +,0,0,0,0,60,5,4,54,83,75,64,53
