--- ABOUT ---
"Brigade Enterprises Ltd was established in 1986. It is a real estate developer in South India, based in Bengaluru, and expanding its area of operations in other parts of India. It has completed over 250 buildings aggregating to over 70 mn. sqft of developed space in residential, offices, retail, and hospitality sectors across Bengaluru and Mysuru, Chennai, Ahmedabad, Hyderabad, Kochi [1] [2] [3]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"17,791",545,881,27.4

Book Value,Dividend Yield,ROCE,ROE
209,0.34,10.5,10.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,843,654,"1,367","1,174","1,702","1,078","1,072","1,464","1,460","1,281","1,383","1,575","1,458"
Expenses +,641,479,"1,042",912,"1,270",785,780,"1,050","1,044",958,"1,056","1,164","1,093"
Operating Profit,202,175,325,262,433,293,292,414,416,323,328,411,365
OPM %,24%,27%,24%,22%,25%,27%,27%,28%,28%,25%,24%,26%,25%
Other Income +,47,31,41,34,60,36,66,66,72,52,46,29,72
Interest,100,108,110,135,138,152,123,114,107,106,102,90,112
Depreciation,83,68,76,82,76,68,69,76,76,76,76,80,80
Profit before tax,65,30,180,79,279,108,166,289,306,194,196,270,245
Tax %,3%,27%,38%,30%,24%,26%,31%,18%,18%,18%,13%,24%,22%
Net Profit +,63,22,112,56,211,81,115,236,249,158,170,206,191
EPS in Rs,2.25,1.25,4.34,2.39,6.69,2.72,3.65,7.25,7.58,4.60,4.98,5.72,4.46
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,311","2,038","2,024","1,897","2,973","2,632","1,950","2,999","3,445","4,897","5,074","5,697"
Expenses +,928,"1,548","1,444","1,341","2,174","1,965","1,474","2,229","2,578","3,695","3,654","4,270"
Operating Profit,383,490,580,557,799,667,476,770,866,"1,202","1,421","1,427"
OPM %,29%,24%,29%,29%,27%,25%,24%,26%,25%,25%,28%,25%
Other Income +,20,34,29,36,47,27,-17,9,161,160,233,198
Interest,131,199,246,259,278,340,347,444,434,491,495,409
Depreciation,99,106,123,138,140,192,237,351,315,302,289,312
Profit before tax,172,219,240,196,427,161,-125,-15,278,569,869,904
Tax %,33%,37%,31%,32%,34%,29%,-23%,331%,20%,29%,22%,20%
Net Profit +,116,139,167,133,282,114,-96,-65,222,401,680,725
EPS in Rs,4.22,5.47,6.73,5.12,8.81,4.79,-1.65,2.70,9.47,14.66,21.05,19.76
Dividend Payout %,24%,18%,19%,20%,11%,31%,-55%,42%,16%,10%,9%,8%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,113,113,114,136,136,204,211,230,231,231,244,245
Reserves,"1,244","1,425","1,581","2,151","2,033","2,077","2,137","2,680","3,014","3,285","5,394","6,576"
Borrowings +,"1,663","2,459","2,576","3,390","3,785","4,522","5,005","4,906","4,634","5,470","5,464","6,344"
Other Liabilities +,"1,278","2,000","2,079","2,133","4,845","5,448","6,461","7,285","8,486","8,874","10,973","13,089"
Total Liabilities,"4,298","5,997","6,350","7,810","10,800","12,251","13,814","15,101","16,365","17,860","22,076","26,253"
Fixed Assets +,"1,362",340,"1,431","1,805","2,277","2,998","5,020","4,905","4,681","5,747","6,899","8,545"
