--- ABOUT ---
"Fiem Industries Ltd was originally incorporated in India as Rahul Auto Private Limited on February 6, 1989, in New Delhi and was founded by Mr. J.K. Jain. It is engaged in the business manufacturing and supply of auto components like automotive lighting. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,019","2,287","2,555",23.6

Book Value,Dividend Yield,ROCE,ROE
462,1.75,29.4,22.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,436,475,509,487,558,578,612,593,639,659,715,690,751
Expenses +,376,414,441,422,483,499,532,516,554,569,616,592,642
Operating Profit,60,61,68,65,75,79,81,78,85,89,99,98,110
OPM %,14%,13%,13%,13%,13%,14%,13%,13%,13%,14%,14%,14%,15%
Other Income +,5,4,4,5,4,3,4,4,9,6,6,5,4
Interest,2,2,0,0,0,0,0,0,0,0,0,0,2
Depreciation,16,14,13,15,16,15,16,16,17,17,19,18,18
Profit before tax,47,48,58,55,62,66,68,65,77,78,85,84,95
Tax %,19%,26%,25%,26%,25%,26%,26%,27%,24%,26%,25%,25%,25%
Net Profit +,38,36,43,40,46,49,50,47,59,58,64,63,71
EPS in Rs,14.46,13.50,16.53,15.40,17.56,18.58,19.06,17.86,22.36,21.85,24.19,24.08,26.99
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,824,987,"1,015","1,240","1,449","1,379","1,221","1,572","1,848","2,029","2,423","2,816"
Expenses +,721,859,897,"1,099","1,292","1,223","1,087","1,378","1,599","1,760","2,100","2,420"
Operating Profit,103,127,118,141,157,157,134,194,249,269,322,396
OPM %,12%,13%,12%,11%,11%,11%,11%,12%,13%,13%,13%,14%
Other Income +,1,1,-9,8,1,1,0,3,11,16,20,21
Interest,12,16,23,23,22,18,12,9,7,3,2,3
Depreciation,31,33,39,44,49,53,57,59,63,59,64,72
Profit before tax,61,79,46,82,87,87,65,129,189,223,276,341
Tax %,30%,28%,28%,36%,35%,9%,28%,26%,26%,26%,26%,25%
Net Profit +,42,57,33,53,56,75,47,94,140,166,205,256
EPS in Rs,17.77,23.99,12.57,19.98,21.16,28.35,17.75,35.80,53.17,62.96,77.86,97.11
Dividend Payout %,20%,17%,32%,23%,28%,23%,45%,28%,28%,32%,39%,41%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,13,13,13,13,13,13,13,26,26,26
Reserves,215,261,397,436,464,512,556,629,748,861,"1,012","1,189"
Borrowings +,117,140,225,159,171,127,77,46,24,23,22,66
Other Liabilities +,157,246,234,327,314,269,276,361,268,308,363,420
Total Liabilities,501,659,870,935,963,920,922,"1,049","1,053","1,218","1,424","1,701"
Fixed Assets +,334,416,479,554,564,591,547,508,494,496,553,604
CWIP,5,12,6,7,11,0,3,1,5,5,20,15
Investments,0,0,86,19,25,21,21,77,0,0,0,0
Other Assets +,162,231,298,355,362,308,351,463,554,717,850,"1,082"
Total Assets,501,659,870,935,963,920,922,"1,049","1,053","1,218","1,424","1,701"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,82,122,46,125,121,207,136,92,131,135,233,161
Cash from Investing Activity +,-59,-108,-198,-44,-80,-46,-15,-74,39,-69,-86,-97
Cash from Financing Activity +,-22,-13,173,-102,-38,-118,-57,-61,-55,-43,-55,-84
Net Cash Flow,1,1,21,-21,2,43,63,-42,115,23,92,-20
Free Cash Flow,23,13,-70,9,47,160,116,73,76,51,132,33
CFO/OP,94%,111%,52%,100%,89%,145%,115%,66%,78%,73%,94%,64%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,38,44,43,42,37,20,24,41,28,35,37,50
Inventory Days,38,42,64,69,60,56,57,68,57,60,57,57
Days Payable,65,96,94,108,76,73,83,97,53,56,56,61
Cash Conversion Cycle,11,-10,13,3,20,4,-3,12,31,39,37,46
Working Capital Days,-19,-18,-21,-6,-0,-9,-15,9,23,37,29,47
ROCE %,22%,25%,16%,16%,17%,16%,12%,21%,27%,27%,28%,29%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,66.56%,66.56%,66.56%,66.56%,58.96%,58.96%,58.96%,58.96%,58.96%,54.51%,54.51%,54.51%
FIIs +,3.94%,2.90%,2.32%,1.99%,3.41%,3.70%,3.22%,2.99%,4.68%,7.19%,6.93%,6.86%
DIIs +,0.81%,0.86%,0.80%,1.65%,3.18%,5.77%,6.04%,7.05%,8.51%,10.05%,10.87%,11.40%
Public +,28.68%,29.68%,30.30%,29.78%,34.45%,31.56%,31.77%,30.98%,27.83%,28.23%,27.68%,27.22%
