--- ABOUT ---
Motherson Sumi Systems is engaged primarily in the manufacturer and sale of components to automotive original equipment manufacturers. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,53,609",146,152,37.2

Book Value,Dividend Yield,ROCE,ROE
38.8,0.41,13.1,10.9

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"22,517","22,462","23,474","25,644","27,058","28,868","27,812","27,666","29,317","30,212","30,173","31,409","34,309"
Expenses +,"20,481","20,538","21,585","23,273","24,124","26,093","25,364","24,980","26,674","27,754","27,562","28,366","30,519"
Operating Profit,"2,036","1,925","1,889","2,370","2,935","2,775","2,448","2,686","2,643","2,458","2,611","3,043","3,791"
OPM %,9%,9%,8%,9%,11%,10%,9%,10%,9%,8%,9%,10%,11%
Other Income +,35,76,-10,117,161,179,443,214,248,68,231,145,36
Interest,278,253,488,620,450,444,546,466,426,425,387,341,472
Depreciation,840,839,867,"1,016","1,088","1,065","1,103","1,112","1,214","1,230","1,218","1,321","1,365"
Profit before tax,953,909,523,851,"1,557","1,445","1,242","1,322","1,252",872,"1,237","1,527","1,989"
Tax %,27%,29%,44%,26%,7%,24%,24%,26%,11%,30%,32%,30%,22%
Net Profit +,699,648,294,633,"1,444","1,097",949,984,"1,115",606,846,"1,072","1,562"
EPS in Rs,0.64,0.59,0.20,0.53,1.35,0.98,0.83,0.83,1.00,0.48,0.78,0.97,1.42
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"34,661","37,216","42,376","56,303","63,523","60,729","57,370","63,536","78,701","98,692","113,663","126,104"
Expenses +,"31,817","33,668","38,204","51,174","58,174","56,075","53,000","59,060","72,537","89,370","103,111","114,201"
Operating Profit,"2,844","3,548","4,171","5,128","5,348","4,654","4,370","4,476","6,164","9,322","10,552","11,903"
OPM %,8%,10%,10%,9%,8%,8%,8%,7%,8%,9%,9%,9%
Other Income +,212,177,346,125,333,642,568,813,158,140,"1,085",480
Interest,318,345,375,411,423,593,512,543,781,"1,811","1,882","1,624"
Depreciation,921,"1,087","1,059","1,575","2,058","2,721","2,926","2,958","3,136","3,810","4,493","5,134"
Profit before tax,"1,817","2,293","3,083","3,267","3,200","1,983","1,500","1,788","2,405","3,840","5,261","5,625"
Tax %,29%,23%,30%,31%,34%,35%,-5%,34%,31%,21%,21%,27%
Net Profit +,"1,292","1,774","2,172","2,260","2,098","1,294","1,569","1,182","1,670","3,020","4,146","4,086"
EPS in Rs,1.29,1.93,2.19,2.25,2.27,1.65,1.46,0.86,1.47,2.67,3.60,3.66
Dividend Payout %,31%,26%,18%,30%,29%,40%,46%,34%,29%,20%,16%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,88,132,140,210,316,316,316,452,678,678,704,"1,055"
Reserves,"3,236","4,265","8,132","9,674","10,647","10,945","12,245","20,136","21,774","25,477","34,177","39,924"
Borrowings +,"5,131","6,069","10,349","10,374","11,534","13,136","11,930","14,130","13,792","19,922","17,222","19,170"
Other Liabilities +,"8,971","9,199","13,322","16,716","20,257","20,636","23,258","21,008","25,086","38,101","39,768","50,346"
Total Liabilities,"17,425","19,665","31,944","36,974","42,754","45,033","47,749","55,726","61,330","84,178","91,870","110,495"
Fixed Assets +,"6,129","7,147","12,193","14,712","18,423","20,750","20,099","21,411","23,147","30,122","33,181","38,576"
CWIP,956,"1,397","1,935","2,585","1,067",852,877,"1,310","1,478","2,498","2,646","4,016"
Investments,65,590,474,792,855,796,846,"6,462","6,290","6,521","6,600","7,238"
Other Assets +,"10,276","10,531","17,343","18,885","22,409","22,635","25,926","26,543","30,415","45,037","49,444","60,666"
Total Assets,"17,425","19,665","31,944","36,974","42,754","45,033","47,749","55,726","61,330","84,178","91,870","110,495"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"3,390","2,188","3,800","3,264","4,312","6,352","5,051","2,463","4,643","7,569","6,286","11,284"
Cash from Investing Activity +,"-2,844","-1,906","-6,145","-3,194","-3,318","-2,220","-1,886","-2,304","-2,248","-6,644","-4,836","-6,124"
Cash from Financing Activity +,494,-263,"5,518","-2,221",-225,"-2,803","-2,098","-1,217","-2,734","1,281","-2,551","-3,275"
Net Cash Flow,"1,040",19,"3,172","-2,152",769,"1,329","1,068","-1,059",-339,"2,205","-1,101","1,886"
Free Cash Flow,"1,551",258,"1,021",233,"1,627","4,158","3,119",26,"2,460","3,559","1,853","5,373"
CFO/OP,141%,81%,111%,83%,100%,160%,128%,74%,89%,97%,77%,109%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,32,46,40,36,35,31,36,38,39,58,56,58
Inventory Days,63,37,44,43,46,52,53,64,63,61,64,68
Days Payable,82,84,103,96,106,104,118,113,114,152,142,152
Cash Conversion Cycle,13,-1,-20,-17,-24,-21,-29,-11,-11,-33,-21,-26
Working Capital Days,-10,-6,-2,-7,-14,-30,-32,-27,-25,-32,-16,-15
ROCE %,25%,24%,21%,18%,15%,8%,6%,6%,9%,14%,14%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,64.77%,64.77%,64.79%,60.36%,60.35%,58.12%,58.12%,58.13%,48.60%,48.58%,48.60%,48.60%
FIIs +,10.83%,11.41%,10.78%,12.44%,12.88%,13.47%,14.31%,12.42%,12.63%,11.99%,11.75%,12.45%
DIIs +,15.12%,14.92%,15.27%,18.15%,18.04%,19.82%,19.20%,20.96%,20.69%,20.98%,21.57%,21.08%
Government +,0.06%,0.06%,0.06%,0.06%,0.06%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%
Public +,9.21%,8.84%,9.10%,8.98%,8.68%,8.55%,8.31%,8.44%,18.05%,18.40%,17.89%,17.60%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.22%
No. of Shareholders,"9,93,807","9,93,291","10,34,246","10,39,407","10,83,236","12,18,776","12,64,328","13,06,219","13,03,287","13,40,450","12,55,307","12,20,691"

--- CAGR BOXES ---




