--- ABOUT ---
"Geojit Financial Services Limited offers a complete spectrum of financial services including online broking, financial products distribution, portfolio management services, margin funding, etc. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,187",78.4,87.7,25.3

Book Value,Dividend Yield,ROCE,ROE
43.0,1.91,9.04,7.33

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,111,110,144,152,208,181,218,172,177,153,170,160,188
Expenses +,78,78,87,94,127,105,124,109,125,106,131,122,151
Operating Profit,33,32,57,58,81,76,94,63,52,48,39,38,37
OPM %,30%,29%,39%,38%,39%,42%,43%,37%,29%,31%,23%,24%,19%
Other Income +,6,6,2,2,0,0,0,0,1,0,3,-9,2
Interest,3,2,3,5,7,9,11,8,5,3,3,2,2
Depreciation,8,7,7,7,8,7,8,8,8,8,9,10,11
Profit before tax,29,29,48,48,66,60,76,48,40,37,30,16,25
Tax %,1%,28%,25%,24%,25%,25%,26%,24%,23%,26%,27%,20%,32%
Net Profit +,30,22,37,38,52,46,57,37,32,29,23,14,17
EPS in Rs,1.02,0.75,1.30,1.32,1.81,1.60,2.01,1.29,1.12,0.99,0.80,0.46,0.63
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,321,269,301,363,308,306,426,500,447,623,749,671
Expenses +,196,196,200,238,221,204,235,269,292,386,463,510
Operating Profit,125,73,102,125,87,101,191,231,155,237,285,161
OPM %,39%,27%,34%,34%,28%,33%,45%,46%,35%,38%,38%,24%
Other Income +,5,3,4,5,-6,-4,1,1,1,1,1,-4
Interest,1,1,1,1,2,3,3,5,8,17,32,10
Depreciation,10,13,14,14,21,25,23,25,29,29,31,38
Profit before tax,120,62,91,115,58,70,165,202,119,192,223,108
Tax %,31%,29%,33%,33%,48%,27%,25%,26%,19%,25%,25%,27%
Net Profit +,82,44,61,78,28,51,127,154,101,149,172,84
EPS in Rs,2.87,1.37,2.04,2.64,0.83,1.69,4.43,5.40,3.48,5.19,6.00,2.88
Dividend Payout %,52%,62%,53%,65%,103%,76%,68%,48%,37%,25%,25%,52%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,23,24,24,24,24,24,24,24,24,28,28
Reserves,445,467,489,534,505,480,568,673,699,808,"1,131","1,173"
Borrowings +,5,0,6,0,22,23,36,79,114,398,156,123
Other Liabilities +,249,216,300,294,356,381,539,639,484,791,722,810
Total Liabilities,722,707,818,852,907,909,"1,168","1,416","1,321","2,020","2,036","2,134"
Fixed Assets +,95,97,60,60,90,83,73,85,99,112,116,159
CWIP,0,0,0,0,0,0,0,0,5,4,2,3
Investments,105,78,165,186,87,105,13,12,11,14,17,117
Other Assets +,521,531,593,607,731,721,"1,081","1,319","1,207","1,890","1,901","1,855"
Total Assets,722,707,818,852,907,909,"1,168","1,416","1,321","2,020","2,036","2,134"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,46,48,112,59,-24,137,-120,83,38,-124,167,236
Cash from Investing Activity +,16,-28,-75,-9,99,-30,89,-15,-16,-15,-20,-145
Cash from Financing Activity +,-8,-75,6,-37,-64,-82,-31,-26,-61,210,-125,-109
Net Cash Flow,54,-55,44,13,11,24,-63,42,-39,71,22,-17
Free Cash Flow,30,27,103,45,-48,125,-127,63,15,-143,143,183
CFO/OP,67%,89%,134%,79%,0%,156%,-44%,59%,44%,-36%,80%,169%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,142,147,177,138,155,91,96,92,81,67,56,62
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,142,147,177,138,155,91,96,92,81,67,56,62
Working Capital Days,-23,42,-16,-40,40,-162,-221,-255,-179,-250,-150,-239
ROCE %,24%,12%,17%,20%,11%,13%,26%,27%,14%,19%,19%,9%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.61%,54.61%,54.59%,54.59%,54.59%,54.59%,55.05%,55.05%,52.13%,51.73%,38.47%,38.47%
FIIs +,1.59%,1.68%,2.59%,2.41%,3.37%,3.77%,3.31%,3.42%,3.53%,2.96%,2.58%,1.87%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.02%,0.05%,0.04%,0.16%,0.83%,0.83%,10.13%,9.87%
Public +,43.81%,43.72%,42.82%,43.01%,42.02%,41.60%,41.59%,41.36%,43.49%,44.49%,48.80%,49.78%
No. of Shareholders,"90,163","87,055","87,021","85,751","81,025","89,954","95,863","97,472","1,01,861","1,00,952","1,00,619","97,309"

--- CAGR BOXES ---




