--- ABOUT ---
"Incorporated in 1995, Shree Renuka Sugars Ltd does manufacturing and refining of sugar, ethyl alcohol, ethanol, generation and sale of power [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,915",23.1,34.1 / 21.0,

Book Value,Dividend Yield,ROCE,ROE
-12.6,0.00,-3.12,

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"2,328","2,284","2,555","3,055","3,376","3,054","2,566","2,603","2,691","2,010","2,423","2,273","2,548"
Expenses +,"2,070","2,213","2,491","2,822","3,118","2,970","2,339","2,605","2,400","2,096","2,605","2,024","2,510"
Operating Profit,259,71,64,233,258,84,227,-2,292,-86,-182,249,39
OPM %,11%,3%,3%,8%,8%,3%,9%,-0%,11%,-4%,-8%,11%,2%
Other Income +,42,71,10,7,10,21,12,32,61,10,38,27,62
Interest,190,214,217,244,243,214,211,194,192,193,184,178,181
Depreciation,60,64,64,69,69,69,70,70,70,72,73,74,73
Profit before tax,50,-137,-207,-74,-44,-178,-41,-234,91,-341,-401,24,-153
Tax %,12%,1%,-1%,133%,152%,-7%,-44%,-13%,-2%,-23%,-8%,261%,-21%
Net Profit +,45,-139,-206,-172,-111,-166,-23,-204,93,-264,-369,-38,-121
EPS in Rs,0.20,-0.65,-0.96,-0.81,-0.52,-0.78,-0.10,-0.96,0.43,-1.24,-1.73,-0.18,-0.57
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"10,088","9,849","11,844","6,250","4,504","4,876","5,645","6,431","9,017","11,320","10,907","9,169"
Expenses +,"10,290","10,132","11,474","8,865","5,879","4,816","5,074","6,030","8,427","10,634","10,298","9,150"
Operating Profit,-202,-284,370,"-2,614","-1,376",60,571,401,590,685,609,19
OPM %,-2%,-3%,3%,-42%,-31%,1%,10%,6%,7%,6%,6%,0%
Other Income +,27,80,377,528,111,"2,823",74,61,59,37,119,136
Interest,922,976,958,519,560,511,384,393,591,918,811,736
Depreciation,991,776,955,240,221,211,209,208,238,266,280,292
Profit before tax,"-2,089","-1,956","-1,166","-2,846","-2,046","2,161",52,-139,-180,-462,-363,-872
Tax %,-13%,-8%,-1%,-23%,-0%,10%,325%,-1%,10%,36%,-17%,-9%
Net Profit +,"-1,814","-1,809","-1,152","-2,204","-2,037","1,950",-117,-137,-197,-627,-300,-792
EPS in Rs,-19.52,-19.48,-12.19,-8.89,-7.56,10.95,-0.54,-0.65,-0.93,-2.95,-1.41,-3.72
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,93,93,95,192,192,192,213,213,213,213,213,213
Reserves,"-2,435","-1,856","-3,437","-1,899","-3,199","-1,074",-875,-821,"-1,094","-1,651","-1,888","-2,890"
Borrowings +,"8,897","9,104","9,875","7,851","2,902","3,093","4,447","5,234","5,569","5,794","5,889","7,174"
Other Liabilities +,"4,412","6,174","6,060","3,854","9,730","4,460","3,122","2,477","2,917","5,807","4,620","2,915"
Total Liabilities,"10,967","13,515","12,592","9,998","9,624","6,670","6,907","7,103","7,604","10,163","8,833","7,412"
Fixed Assets +,"6,008","7,702","7,587","6,192","4,023","3,886","3,776","4,004","4,296","4,561","4,493","4,062"
CWIP,33,37,35,29,100,142,7,217,114,50,21,24
Investments,85,86,121,108,19,19,60,43,42,34,40,50
Other Assets +,"4,841","5,690","4,849","3,669","5,482","2,623","3,063","2,839","3,151","5,517","4,279","3,276"
Total Assets,"10,967","13,515","12,592","9,998","9,624","6,670","6,907","7,103","7,604","10,163","8,833","7,412"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,734,488,"1,118",-22,255,561,"-1,564",-134,926,913,950,-122
Cash from Investing Activity +,91,-224,-864,-8,201,138,-108,-337,-450,-373,-216,-130
Cash from Financing Activity +,-898,-272,-246,26,-473,-665,"1,641",454,-332,-669,-710,367
Net Cash Flow,-73,-9,7,-4,-18,34,-32,-16,145,-129,25,115
Free Cash Flow,741,265,617,-375,136,373,"-1,667",-410,526,751,762,-275
CFO/OP,-364%,-173%,303%,1%,-18%,937%,-277%,-32%,158%,134%,158%,-668%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,22,27,31,44,23,10,10,16,8,20,15,11
Inventory Days,93,86,51,57,172,151,208,148,118,181,143,127
Days Payable,137,176,139,215,280,243,229,145,120,202,163,121
Cash Conversion Cycle,-22,-63,-57,-114,-85,-82,-12,19,6,-1,-5,17
Working Capital Days,-197,-281,-207,-433,-649,-247,-131,-119,-94,-84,-100,-138
ROCE %,-15%,-14%,-3%,-53%,-182%,,16%,6%,9%,10%,11%,-3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
