,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,13%,15%,20%,25%,23%,29%,28%,23%,18%,18%,20%,31%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%,73.35%
FIIs +,8.70%,8.12%,8.34%,8.33%,8.68%,9.85%,10.26%,11.02%,10.84%,11.58%,11.75%,12.31%
DIIs +,13.73%,14.64%,14.61%,14.72%,14.55%,13.30%,12.99%,11.75%,12.21%,11.37%,11.13%,10.43%
Public +,4.21%,3.87%,3.72%,3.59%,3.41%,3.50%,3.38%,3.87%,3.60%,3.70%,3.77%,3.92%
No. of Shareholders,"2,46,597","2,17,233","2,03,284","1,94,951","1,82,990","2,98,304","3,04,528","3,05,672","2,88,688","2,99,709","3,05,964","3,14,887"

--- CAGR BOXES ---




