--- ABOUT ---
"Incorporated in 1996, Aurum PropTech Ltd is in the business of software development and other services for the real estate [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,469",204,227,

Book Value,Dividend Yield,ROCE,ROE
70.4,0.00,1.84,-2.68

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,45,44,53,57,60,65,64,65,68,68,82,112,124
Expenses +,47,46,60,59,45,57,53,53,54,55,61,86,95
Operating Profit,-2,-2,-8,-2,15,8,11,12,14,13,21,27,28
OPM %,-4%,-4%,-14%,-4%,24%,12%,17%,18%,21%,19%,26%,24%,23%
Other Income +,6,4,5,5,4,4,4,6,7,9,3,10,21
Interest,4,4,7,7,8,7,7,6,8,8,8,7,7
Depreciation,14,16,19,20,18,19,20,21,22,25,26,27,28
Profit before tax,-14,-19,-28,-24,-7,-14,-12,-10,-9,-11,-10,3,15
Tax %,-28%,-14%,-16%,-11%,-30%,-22%,1%,-12%,11%,-7%,-12%,-2%,-10%
Net Profit +,-10,-16,-24,-21,-5,-11,-12,-9,-10,-10,-8,3,16
EPS in Rs,-0.82,-1.76,-2.81,-2.59,-1.55,-3.67,-3.27,-2.26,-2.46,-1.33,-1.19,0.45,2.31
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,0,757,826,806,988,10,10,16,127,214,264,381
Expenses +,0,747,802,783,893,11,20,35,143,211,217,297
Operating Profit,-0,10,24,23,95,-1,-10,-19,-16,3,47,84
OPM %,,1%,3%,3%,10%,-9%,-106%,-120%,-13%,1%,18%,22%
Other Income +,0,5,7,21,31,93,"3,156",5,12,18,21,44
Interest,0,4,8,5,4,0,0,0,9,26,29,27
Depreciation,0,18,17,18,20,1,1,3,38,73,82,104
Profit before tax,-0,-8,6,21,103,91,"3,146",-17,-51,-78,-44,-3
Tax %,0%,-195%,-21%,87%,30%,1%,23%,-21%,-21%,-15%,-7%,-128%
Net Profit +,-0,7,7,3,72,90,"2,413",-13,-40,-66,-41,1
EPS in Rs,,1.20,0.87,0.89,7.62,8.20,336.99,-1.56,-4.03,-19.14,-11.40,0.26
Dividend Payout %,0%,0%,0%,45%,8%,10%,116%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.05,12,12,14,14,14,14,14,20,20,28,38
Reserves,-0,264,281,529,663,684,161,154,203,160,247,468
Borrowings +,0,93,85,92,4,1,0,8,99,323,273,225
Other Liabilities +,0,305,276,300,431,549,14,45,71,141,127,217
Total Liabilities,0,674,654,935,"1,112","1,248",190,221,392,644,675,948
Fixed Assets +,0,66,261,256,338,358,9,67,235,457,446,518
CWIP,0,193,2,0,0,10,18,3,2,16,12,1
Investments,0,14,18,309,87,73,142,47,28,25,50,79
Other Assets +,0,400,373,370,686,807,22,104,127,146,167,350
Total Assets,0,674,654,935,"1,112","1,248",190,221,392,644,675,948

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-0,-15,88,-23,48,119,-786,-24,-50,20,28,63
Cash from Investing Activity +,0,-7,-27,-229,-15,123,"3,358",59,-44,-155,-44,-80
Cash from Financing Activity +,0,60,-20,232,17,-9,"-2,922",-1,80,122,18,21
Net Cash Flow,0,39,40,-19,50,233,-350,34,-14,-13,2,3
Free Cash Flow,-0,-53,63,-36,15,106,-804,-33,-70,-84,12,47
CFO/OP,100%,-149%,391%,9%,82%,"-16,524%",512%,121%,284%,680%,56%,75%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,,73,37,58,44,"7,060",0,180,53,40,40,50
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,,73,37,58,44,"7,060",0,180,53,40,40,50
Working Capital Days,,4,-9,-3,23,692,-385,-277,-145,-307,-156,-20
ROCE %,,-2%,3%,2%,14%,1%,3%,-11%,-16%,-12%,-3%,2%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.34%,50.34%,50.34%,49.99%,49.96%,49.95%,49.91%,49.89%,49.81%,47.04%,47.37%,47.41%
FIIs +,0.00%,0.00%,0.00%,0.01%,0.00%,0.38%,0.38%,0.38%,0.38%,0.36%,0.12%,0.13%
Public +,49.65%,49.65%,49.65%,50.00%,50.04%,49.65%,49.70%,49.71%,49.79%,52.62%,52.50%,52.45%
No. of Shareholders,"85,553","81,022","76,677","72,619","69,667","64,677","62,479","61,145","60,401","60,484","58,092","56,379"

--- CAGR BOXES ---




