--- ABOUT ---
"L&T Finance Ltd. is a NBFC, offering a range of financial products and services. [1] Company has filed requisite application for necessary registration as Systemically Important Non- Deposit Accepting Core Investment Company (NBFC-CIC) [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"71,783",286,329,23.9

Book Value,Dividend Yield,ROCE,ROE
112,0.96,8.40,11.2

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"3,243","3,223","3,214","3,534","3,670","3,784","4,019","4,098","4,023","4,260","4,336","4,578","4,771"
Interest,"1,445","1,364","1,325","1,353","1,335","1,351","1,476","1,569","1,600","1,636","1,634","1,703","1,747"
Expenses +,"1,309","1,270","1,331","1,375","1,619","1,482","1,575","1,676","1,581","1,640","1,662","1,800","1,890"
Financing Profit,489,590,557,806,716,950,968,853,842,984,"1,040","1,075","1,134"
Financing Margin %,15%,18%,17%,23%,20%,25%,24%,21%,21%,23%,24%,23%,24%
Other Income +,202,153,268,47,6,0,5,8,4,0,0,-25,0
Depreciation,29,30,28,29,28,28,33,36,41,41,51,58,60
Profit before tax,662,714,797,824,694,922,940,824,806,943,989,992,"1,074"
Tax %,37%,26%,25%,22%,20%,26%,26%,24%,21%,26%,26%,26%,25%
Net Profit +,417,531,594,639,553,685,697,626,636,701,735,738,809
EPS in Rs,2.02,2.14,2.40,2.57,2.23,2.75,2.79,2.51,2.55,2.81,2.94,2.95,3.22
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"6,456","7,440","8,532","10,215","13,365","14,104","13,353","11,930","12,775","14,252","15,924","17,914"
Interest,"3,577","4,133","4,635","5,458","6,882","7,552","7,230","5,765","5,812","5,387","6,007","6,734"
Expenses +,"1,625","1,979","2,776","3,308","3,377","4,160","5,401","5,233","7,938","6,195","6,304","6,946"
Financing Profit,"1,254","1,328","1,120","1,449","3,105","2,392",722,932,-975,"2,670","3,614","4,234"
Financing Margin %,19%,18%,13%,14%,23%,17%,5%,8%,-8%,19%,23%,24%
Other Income +,16,8,26,49,-4,370,836,594,"2,795",474,16,-26
Depreciation,96,83,67,52,50,82,86,103,111,115,139,210
Profit before tax,"1,175","1,253","1,079","1,446","3,052","2,680","1,472","1,423","1,709","3,029","3,491","3,998"
Tax %,28%,32%,3%,12%,27%,37%,36%,26%,10%,24%,24%,25%
Net Profit +,855,857,"1,048","1,278","2,232","1,700",949,"1,049","1,536","2,317","2,643","2,983"
EPS in Rs,4.04,3.97,4.83,5.11,9.06,6.90,3.93,4.33,6.55,9.32,10.60,11.90
Dividend Payout %,16%,16%,13%,16%,9%,11%,0%,12%,31%,27%,26%,23%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"1,720","1,753","1,756","1,996","1,999","2,005","2,469","2,474","2,480","2,489","2,495","2,504"
Reserves,"4,656","5,442","6,138","9,411","11,450","12,688","16,304","17,474","19,049","20,950","23,069","25,479"
Borrowing,"43,454","52,829","61,024","75,248","91,507","93,934","88,592","85,237","83,105","76,603","92,372","110,298"
Other Liabilities +,"2,912","3,775","3,593","1,117","1,094",902,"1,582","1,696","1,706","2,652","2,447","3,903"
Total Liabilities,"52,742","63,799","72,511","87,772","106,050","109,529","108,947","106,880","106,339","102,694","120,384","142,184"
Fixed Assets +,"1,184","1,313","1,230","1,151","1,127","1,100","1,138",509,553,519,641,"1,308"
CWIP,174,22,28,19,39,62,24,22,5,36,45,62
Investments,"2,649","3,563","6,012","5,301","8,641","5,979","8,872","11,917","14,366","12,385","11,876","10,564"
Other Assets +,"48,736","58,901","65,242","81,301","96,243","102,387","98,912","94,433","91,415","89,754","107,822","130,250"
Total Assets,"52,742","63,799","72,511","87,772","106,050","109,529","108,947","106,880","106,339","102,694","120,384","142,184"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-6,474","-9,213","-5,779","-15,640","-11,643","2,162","5,464","6,078","6,718",686,"-16,587","-14,189"
Cash from Investing Activity +,2,-675,"-2,118","1,549","-3,587",160,"-2,025","-5,087",-862,849,472,367
Cash from Financing Activity +,"6,552","9,426","7,952","14,678","16,008","1,451","-2,091","-3,023","-1,664","-7,050","15,419","15,415"
Net Cash Flow,81,-461,55,587,777,"3,772","1,349","-2,032","4,193","-5,515",-697,"1,593"
Free Cash Flow,"-6,572","-9,292","-5,781","-15,614","-11,723","2,108","5,415","6,001","6,622",568,"-16,777","-14,427"
CFO/OP,-125%,-158%,-91%,-217%,-109%,30%,72%,96%,163%,102%,-165%,-120%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,13%,13%,14%,13%,18%,12%,4%,4%,-0%,10%,11%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,66.10%,66.02%,65.90%,65.86%,66.37%,66.29%,66.25%,66.24%,66.16%,66.10%,66.03%,65.99%
FIIs +,13.90%,12.11%,10.67%,11.04%,7.34%,6.73%,5.30%,5.48%,6.19%,6.40%,6.66%,7.64%
DIIs +,5.29%,7.02%,9.07%,8.69%,11.64%,12.33%,12.17%,13.28%,14.10%,14.33%,15.33%,14.91%
Public +,14.73%,14.85%,14.36%,14.39%,14.66%,14.66%,16.27%,15.01%,13.55%,13.15%,11.99%,11.48%
No. of Shareholders,"6,63,769","6,95,023","6,87,721","7,11,555","7,39,180","7,87,291","8,76,841","8,46,682","7,92,374","7,77,432","7,75,728","7,48,865"

--- CAGR BOXES ---




