--- ABOUT ---
"Deccan Gold Mines Limited was established in the year 2003 by Australian promoters with deep roots in the mining and exploration sector. Since its inception, DGML and its wholly owned subsidiary Deccan Exploration Services Private Limited (DESPL) have actively pursued gold exploration activities through adoption of modern methods and latest technology in all of its exploration prospects. Since the change in management in October, 2021 the Company has taken significant efforts to expand its portfolio in India and overseas [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,249",215,221,

Book Value,Dividend Yield,ROCE,ROE
25.1,0.00,-13.1,-14.1

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,0.09,0.61,0.06,0.31,3.23,3.08,3.65,1.07,0.47,0.38,3.06,1.41,9.33
Expenses +,0.92,0.90,2.26,6.79,7.68,6.79,24.56,23.57,21.65,24.52,12.33,11.50,10.63
Operating Profit,-0.83,-0.29,-2.20,-6.48,-4.45,-3.71,-20.91,-22.50,-21.18,-24.14,-9.27,-10.09,-1.30
OPM %,-922.22%,-47.54%,"-3,666.67%","-2,090.32%",-137.77%,-120.45%,-572.88%,"-2,102.80%","-4,506.38%","-6,352.63%",-302.94%,-715.60%,-13.93%
Other Income +,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Interest,0.00,0.00,0.00,0.00,2.32,0.00,0.00,0.00,2.70,3.65,4.88,6.24,0.15
Depreciation,0.02,0.00,2.21,2.98,3.68,3.12,3.20,3.20,3.18,3.19,3.25,3.24,6.78
Profit before tax,-0.85,-0.29,-4.41,-9.46,-10.45,-6.83,-24.11,-25.70,-27.06,-30.98,-17.40,-19.57,-8.23
Tax %,11.76%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,-0.39%,0.00%,-0.31%,0.97%
Net Profit +,-0.95,-0.29,-4.41,5.15,-68.07,38.20,-68.21,-24.55,11.82,-28.12,-19.88,-22.19,5.73
EPS in Rs,-0.06,-0.02,-0.24,0.28,-3.66,2.07,-3.35,-1.09,0.74,-1.25,-0.84,-0.96,0.39
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,0,0,0,0,0,0,0,0,0,3,4,14
Expenses +,2,7,11,4,3,3,3,3,3,15,66,59
Operating Profit,-2,-7,-11,-4,-3,-3,-3,-3,-2,-12,-63,-45
OPM %,,,,,-646%,"-1,821%","-7,850%","-6,625%",-712%,-347%,"-1,638%",-316%
Other Income +,0,1,2,1,0,0,0,0,0,0,1,0
Interest,0,0,0,0,0,0,0,0,0,5,10,15
Depreciation,0,0,0,0,0,0,0,0,0,9,13,16
Profit before tax,-2,-7,-9,-3,-3,-3,-3,-3,-3,-25,-84,-76
Tax %,-1%,1%,1%,-1%,-1%,0%,0%,0%,4%,0%,0%,-0%
Net Profit +,-2,-7,-9,-3,-3,-3,-3,-3,-3,-64,-43,-64
EPS in Rs,-0.15,-0.61,-0.83,-0.26,-0.25,-0.23,-0.28,-0.23,-0.18,-3.47,-1.67,-2.66
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,9,9,9,9,9,9,9,13,15,16,20
Reserves,-6,33,46,44,41,39,35,33,142,197,235,476
Borrowings +,2,0,0,0,0,0,0,0,3,100,148,51
Other Liabilities +,1,1,1,1,1,1,1,3,7,14,2,16
Total Liabilities,3,43,56,54,51,49,45,45,166,325,401,563
Fixed Assets +,0,1,1,1,0,0,0,0,0,148,137,192
CWIP,0,0,28,32,35,37,39,40,41,42,46,73
Investments,0,0,0,0,0,0,0,0,116,65,124,192
Other Assets +,3,42,28,22,16,12,6,5,10,71,95,107
Total Assets,3,43,56,54,51,49,45,45,166,325,401,563

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-2,-4,-6,-5,-3,-2,3,-0,-2,-57,-51,-52
Cash from Investing Activity +,-1,-6,-12,-3,-9,-2,-2,-1,-116,-147,-11,-104
Cash from Financing Activity +,3,48,1,2,0,0,-0,-0,118,212,71,150
Net Cash Flow,0,39,-17,-6,-12,-4,1,-1,0,7,9,-6
Free Cash Flow,-2,-4,-20,-9,-6,-4,1,-2,-2,-59,-61,-154
