--- ABOUT ---
"Incorporated in 2006, Salasar Techno Engineering Ltd manufactures and sells Galvanized Steel Structure, and executes EPC projects. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,236",7.07,11.5 / 5.59,71.8

Book Value,Dividend Yield,ROCE,ROE
4.77,0.00,8.13,2.13

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,295,262,275,304,367,294,281,375,483,300,427,331,445
Expenses +,265,238,250,266,331,266,256,343,456,270,385,304,431
Operating Profit,30,24,25,37,36,28,26,32,27,30,42,26,14
OPM %,10%,9%,9%,12%,10%,10%,9%,8%,6%,10%,10%,8%,3%
Other Income +,1,0,0,0,2,1,2,1,-4,2,2,2,4
Interest,9,8,11,12,13,12,12,13,14,14,13,14,14
Depreciation,2,2,2,3,3,3,3,3,5,6,7,6,6
Profit before tax,19,14,12,23,23,14,12,16,5,12,24,8,-3
Tax %,23%,26%,27%,28%,26%,26%,22%,27%,206%,25%,32%,18%,365%
Net Profit +,15,10,9,17,17,10,10,12,-5,9,16,7,-14
EPS in Rs,0.09,0.06,0.06,0.11,0.11,0.06,0.06,0.07,-0.03,0.05,0.09,0.03,-0.07
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,330,310,384,495,655,526,597,719,"1,005","1,208","1,447","1,503"
Expenses +,302,281,346,441,582,474,540,650,913,"1,086","1,330","1,390"
Operating Profit,28,29,39,54,73,52,57,69,92,122,117,112
OPM %,8%,9%,10%,11%,11%,10%,10%,10%,9%,10%,8%,7%
Other Income +,-2,0,1,1,1,2,10,2,2,3,-6,9
Interest,10,9,7,8,16,21,18,22,32,44,52,56
Depreciation,6,3,3,4,5,5,6,7,8,10,19,26
Profit before tax,10,17,29,43,53,28,44,42,54,72,40,40
Tax %,38%,36%,35%,31%,38%,20%,32%,26%,26%,26%,52%,56%
Net Profit +,6,11,19,30,33,22,30,31,40,53,19,18
EPS in Rs,0.13,0.22,0.19,0.22,0.25,0.17,0.21,0.22,0.25,0.34,0.11,0.10
Dividend Payout %,0%,0%,0%,4%,10%,12%,5%,9%,8%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,10,13,13,13,14,29,32,158,173,175
Reserves,59,70,87,146,176,194,238,253,369,292,613,659
Borrowings +,75,59,69,109,151,165,198,249,273,350,317,422
Other Liabilities +,48,42,90,100,132,82,102,152,240,351,622,898
Total Liabilities,187,176,255,368,472,454,553,683,914,"1,151","1,725","2,154"
Fixed Assets +,54,55,62,72,77,91,113,126,172,239,394,437
CWIP,0,0,0,1,0,0,0,6,21,0,2,8
Investments,0,2,1,0,2,1,10,0,0,0,0,0
Other Assets +,133,119,193,295,393,361,430,551,721,912,"1,330","1,709"
Total Assets,187,176,255,368,472,454,553,683,914,"1,151","1,725","2,154"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,22,30,12,-43,-12,31,-7,1,-0,52,-5,161
Cash from Investing Activity +,-7,-6,-18,-16,-14,-22,-24,-27,-70,-80,10,-228
Cash from Financing Activity +,-16,-24,5,65,22,-11,30,26,70,30,-3,66
Net Cash Flow,-1,-0,-0,6,-4,-1,-0,-0,0,2,1,-2
Free Cash Flow,17,25,2,-58,-21,12,-34,-24,-69,-4,3,85
CFO/OP,94%,123%,58%,-52%,9%,74%,9%,18%,15%,57%,11%,158%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,63,71,76,112,121,148,147,149,120,98,117,157
Inventory Days,88,78,104,97,95,100,123,122,186,163,129,
Days Payable,33,27,52,35,47,23,32,41,51,49,49,
Cash Conversion Cycle,118,122,128,174,169,226,238,230,254,211,198,157
Working Capital Days,94,37,40,61,62,71,90,80,79,60,81,39
ROCE %,16%,19%,24%,24%,23%,14%,15%,13%,14%,16%,11%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,63.07%,63.07%,63.07%,63.07%,55.97%,54.95%,53.41%,50.95%,48.91%,48.03%,46.59%,47.23%
FIIs +,9.04%,9.00%,8.85%,3.00%,8.42%,6.49%,5.62%,5.21%,4.00%,3.55%,4.97%,4.97%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,27.87%,27.92%,28.07%,33.92%,35.60%,38.56%,40.88%,43.83%,47.08%,48.41%,48.43%,47.79%
No. of Shareholders,"32,789","41,046","76,802","4,50,279","4,41,998","4,66,241","4,93,713","5,11,551","5,17,647","5,13,972","4,93,128","4,79,968"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,17%
5 Years:,20%
3 Years:,14%
TTM:,4%

Compounded Profit Growth
10 Years:,5%
5 Years:,-10%
3 Years:,-25%
TTM:,-32%

Stock Price CAGR
10 Years:,%
5 Years:,2%
3 Years:,-9%
1 Year:,-9%

Return on Equity
10 Years:,9%
5 Years:,7%
3 Years:,5%
Last Year:,2%

