--- ABOUT ---
"Established in 1992, Gravita India Ltd is one of the largest lead producer in India. The company's business is organized across four specialized verticals: Lead Recycling (flagship), Aluminum recycling, Plastic recycling and Turnkey projects. The company also has expertise in the recycling of used batteries, cable scrap/other Lead scrap, Aluminum scrap, Plastic scrap, etc."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"12,707","1,722","1,950 / 1,267",33.6

Book Value,Dividend Yield,ROCE,ROE
332,0.37,17.0,16.8

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,749,703,836,758,863,908,927,996,"1,037","1,040","1,036","1,017","1,173"
Expenses +,686,645,764,677,791,820,864,916,945,939,933,897,"1,060"
Operating Profit,63,58,73,80,72,88,63,81,92,101,102,120,113
OPM %,8%,8%,9%,11%,8%,10%,7%,8%,9%,10%,10%,12%,10%
Other Income +,23,23,14,15,25,7,40,29,36,30,26,12,9
Interest,10,13,11,13,12,13,12,13,6,6,8,7,4
Depreciation,7,8,9,9,12,7,7,8,8,9,9,10,11
Profit before tax,70,61,67,74,72,75,85,89,115,116,111,115,106
Tax %,8%,14%,12%,17%,4%,9%,15%,12%,17%,20%,14%,15%,13%
Net Profit +,64,53,59,61,69,68,72,78,95,93,96,97,92
EPS in Rs,9.24,7.54,8.38,8.73,9.99,9.75,10.43,10.56,12.89,12.64,13.01,13.23,12.45
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,501,430,655,"1,017","1,242","1,348","1,410","2,216","2,801","3,161","3,869","4,265"
Expenses +,480,412,596,926,"1,180","1,239","1,288","1,998","2,594","2,873","3,541","3,830"
Operating Profit,20,18,59,92,62,109,121,217,207,287,328,435
OPM %,4%,4%,9%,9%,5%,8%,9%,10%,7%,9%,8%,10%
Other Income +,4,3,1,2,5,-12,1,6,88,76,111,77
Interest,11,9,11,20,26,31,31,38,44,52,46,25
Depreciation,6,7,6,9,12,18,20,21,24,38,29,39
Profit before tax,7,6,44,64,30,47,71,165,228,274,363,448
Tax %,-33%,8%,19%,26%,34%,22%,20%,10%,10%,12%,14%,16%
Net Profit +,10,5,35,48,19,37,57,148,204,242,313,378
EPS in Rs,0.97,0.64,4.78,6.42,2.25,4.81,7.60,20.19,29.13,34.65,42.32,51.32
Dividend Payout %,21%,31%,13%,11%,13%,15%,14%,15%,15%,15%,15%,12%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14,14,14,14,15,15
Reserves,102,105,136,176,186,211,255,373,575,824,"2,055","2,437"
Borrowings +,103,99,166,233,250,279,261,392,348,548,286,736
Other Liabilities +,31,22,39,70,123,110,196,219,268,217,159,229
Total Liabilities,250,240,355,492,573,614,726,998,"1,205","1,602","2,515","3,417"
Fixed Assets +,54,54,68,109,137,182,172,191,273,348,436,939
CWIP,6,15,32,24,46,15,13,42,46,43,39,48
Investments,0,0,0,0,0,0,0,0,1,16,528,413
Other Assets +,190,170,255,359,390,418,540,764,885,"1,194","1,512","2,017"
