--- ABOUT ---
"Suzlon is one of the leading global renewable energy solutions providers. It is a vertically integrated WTG manufacturer. It also undertakes installation and O&M of all WTG sales. Operations include design development and manufacturing of all major components, including rotor blades, tubular towers, generators, control equipment, gears and nacelles. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"80,676",59.2,68.3,25.5

Book Value,Dividend Yield,ROCE,ROE
6.96,0.00,35.1,40.6

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,694","1,351","1,421","1,560","2,196","2,022","2,103","2,975","3,790","3,132","3,871","4,236","5,493"
Expenses +,"1,461","1,152","1,196","1,313","1,839","1,652","1,809","2,475","3,096","2,533","3,150","3,498","4,529"
Operating Profit,233,199,225,248,357,370,294,500,693,599,721,738,964
OPM %,14%,15%,16%,16%,16%,18%,14%,17%,18%,19%,19%,17%,18%
Other Income +,257,19,-28,9,-16,23,18,28,35,33,27,23,97
Interest,86,62,44,14,44,45,56,70,85,103,110,114,135
Depreciation,81,55,51,39,44,46,54,66,93,70,75,80,93
Profit before tax,323,101,102,203,253,302,202,391,551,459,562,567,833
Tax %,1%,0%,0%,0%,-0%,0%,0%,1%,-114%,29%,-127%,21%,-34%
Net Profit +,320,101,102,203,254,302,201,388,"1,181",324,"1,279",445,"1,114"
EPS in Rs,0.22,0.08,0.08,0.15,0.19,0.22,0.15,0.29,0.87,0.24,0.94,0.33,0.82
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"19,954","9,483","12,714","8,116","5,025","2,973","3,346","6,582","5,971","6,529","10,890","16,732"
Expenses +,"25,703","9,767","10,235","7,140","5,048","3,829","2,809","5,682","5,137","5,492","9,026","13,709"
Operating Profit,"-5,749",-283,"2,479",977,-23,-856,537,900,833,"1,037","1,863","3,022"
OPM %,-29%,-3%,20%,12%,-0%,-29%,16%,14%,14%,16%,17%,18%
Other Income +,-194,"2,563",109,555,92,-42,823,95,"2,739",-24,97,180
Interest,"2,065","1,304","1,288","1,581","1,270","1,367",996,735,421,164,255,462
Depreciation,809,392,389,342,342,419,258,260,260,190,259,318
Profit before tax,"-8,816",584,912,-391,"-1,543","-2,684",105,0,"2,892",659,"1,447","2,422"
Tax %,4%,-4%,1%,-0%,-1%,0%,4%,"41,648%",0%,-0%,-43%,-31%
Net Profit +,"-9,133",583,852,-384,"-1,537","-2,692",104,-177,"2,887",660,"2,072","3,163"
EPS in Rs,-19.95,0.94,1.38,-0.57,-2.32,-4.01,0.10,-0.17,2.28,0.49,1.53,2.33
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,742,"1,004","1,005","1,064","1,064","1,064","1,702","1,843","2,454","2,722","2,732","2,745"
